Mentor,PubsOfMentorInTraning,Mentee,CollaPubsOfWithMentor
687209,4,687706,1
687274,6,687271,0
687274,7,687280,0
687274,8,687281,0
687274,8,687282,0
687274,8,687283,1
687274,8,687284,0
687274,8,687285,0
687274,8,687286,0
687274,8,687287,1
687274,7,687288,1
687274,4,687289,1
687274,4,687290,0
687274,5,687291,0
687277,5,687274,0
687277,0,687295,0
687277,11,687296,0
687277,15,729380,0
687277,10,750728,0
687277,0,754994,0
687277,0,477051,0
687277,0,833258,0
687271,0,723885,0
687271,60,687270,13
687271,60,687272,0
687271,83,687276,0
687271,66,687275,0
687271,0,687278,0
687271,60,687279,0
687271,0,723902,0
687271,61,723830,0
687271,61,723831,0
687271,0,723835,0
687271,0,723827,0
687271,0,723884,0
687271,0,723883,0
687271,0,723882,0
687271,0,723832,0
687271,0,723826,0
687271,0,723836,0
687271,0,723837,0
687271,0,723829,0
687271,0,723828,0
687271,0,723825,0
687271,0,723823,0
687271,0,723820,0
687271,0,723819,0
687271,0,723821,0
687271,0,758818,0
687271,0,758819,0
687271,0,758820,0
687271,0,758821,0
687271,0,723822,0
687271,0,817100,0
687271,47,817101,0
687271,0,817102,0
687271,0,817125,0
522889,101,523505,0
522889,95,523506,0
522889,95,523507,0
522889,72,523508,0
522889,68,523509,0
522889,73,523510,0
522889,58,523511,0
522889,58,523512,0
522889,58,523513,0
522889,35,523514,0
381260,35,385687,0
381260,46,385688,0
381260,47,385689,0
381260,47,385690,0
381260,34,385691,0
381260,29,385692,0
381260,28,385693,0
381260,27,385694,0
381260,5,59712,0
687295,73,687278,0
727641,87,795212,0
727628,76,641025,0
727628,81,728531,0
727628,81,110190,0
727628,81,728532,0
727628,81,728533,0
727628,95,728534,0
727628,114,728535,0
727628,114,728536,0
727628,114,728537,0
727628,125,728538,0
727628,128,728539,0
727628,127,728540,0
727628,128,179524,0
727628,128,728541,0
727628,125,728542,0
727628,125,728543,0
727628,118,728544,0
727628,118,728545,0
727628,114,728546,0
727628,83,728547,0
727628,83,728548,0
727628,95,728549,0
727628,81,728550,0
727628,83,146781,0
727628,81,728551,0
727628,76,728552,0
727628,76,270821,0
727628,74,505054,0
727628,74,728554,0
727628,74,728555,0
727628,66,728556,0
727628,118,748721,0
727625,82,793466,0
727615,2,727616,0
727540,0,727604,0
727540,0,727602,0
727540,0,727601,0
727540,0,727599,0
494012,8,495013,0
494012,18,495014,0
494012,0,727611,0
494012,0,727610,0
494012,0,727609,0
494012,0,727608,0
494012,0,727607,0
494012,0,727606,0
494012,0,727605,0
494012,0,727603,0
494012,0,727600,0
494012,0,727598,0
494012,0,727597,0
494012,0,727596,0
494012,0,727595,0
494012,0,727594,0
727494,22,727553,0
727494,0,727549,0
727494,0,727548,0
727494,0,727546,0
727494,0,727545,0
727494,0,727544,0
727494,16,727498,0
727494,39,714573,0
727494,24,489641,0
638677,15,639635,0
638677,13,639636,0
638677,7,687473,0
727528,0,727494,0
497993,48,500756,0
497993,60,500757,0
497993,9,380324,1
687368,6,497993,1
687368,2,380324,0
727559,397,727556,14
727559,184,741493,11
727559,184,741496,0
727559,184,741497,0
727559,171,741498,0
727559,171,741499,0
727559,158,741500,0
727559,132,741501,8
727559,304,741511,0
727559,242,741512,0
727559,0,769609,0
727559,0,807226,0
63471,4,66570,2
63471,0,76814,0
63471,44,82751,0
63471,27,84686,2
63471,30,115824,0
63471,15,142913,0
63471,22,142914,5
63471,31,142915,0
63471,39,142916,0
63471,27,142917,0
63471,44,67167,0
63471,1,64501,0
63471,44,86644,0
727586,31,727555,0
727555,207,727556,24
727555,179,728356,3
727555,0,769607,0
727555,0,769608,0
727555,0,769613,0
727555,0,769614,0
727555,0,769615,0
727555,0,807032,0
727555,0,807226,0
687375,31,689899,0
687375,16,725551,2
687375,14,713404,0
687375,14,713405,0
687375,8,713465,0
687375,8,714582,3
687375,11,714583,0
687375,31,714584,7
687375,13,717400,0
687375,13,717401,0
687375,16,717402,0
687375,21,477495,0
687375,31,835816,0
687382,0,687375,0
480187,159,727556,0
687399,0,688304,0
687399,0,724187,0
480485,167,488299,0
480485,184,488300,0
480485,184,488301,0
480485,193,488302,0
480485,193,488303,0
480485,202,488304,0
480485,78,703068,0
480485,94,703069,0
480485,105,703070,0
480485,112,703071,0
480485,114,703072,0
480485,107,703073,0
480485,122,703074,0
480485,139,703075,0
480485,107,703076,0
480485,202,164763,0
480485,0,750345,0
480485,0,789013,0
480485,112,811093,14
480485,85,811991,0
480485,0,813432,0
687464,0,778690,0
687464,13,687394,0
687464,18,498356,0
687464,17,752552,0
687464,4,757721,0
687464,4,526310,0
608560,33,611616,0
608560,34,611617,0
608560,33,775820,10
687463,19,687462,0
687463,26,831765,4
727537,2,727540,0
727537,1,727494,0
727537,0,727538,0
727495,150,727570,0
727495,135,727566,0
727495,149,714573,0
68379,7,68377,0
687483,6,68379,0
727507,35,727495,0
687513,3,687514,0
687513,4,687515,0
687513,7,687516,0
687513,4,687517,0
687547,53,717840,0
687547,0,794683,0
687551,0,786735,0
687554,43,717169,0
687554,41,758755,12
619393,47,714573,0
68334,38,148788,0
68334,38,148789,0
68334,37,148790,4
68334,38,148791,0
68334,38,148792,5
68334,30,148793,0
68334,30,148794,0
68334,0,634811,0
68334,30,91119,0
68334,27,77999,11
68334,23,742035,10
62589,1,52478,0
399683,14,408124,0
399683,12,408125,0
399683,12,408126,0
399683,8,408127,0
687596,31,690028,0
687596,0,743205,0
687596,72,750982,0
393603,21,414502,0
393603,21,414503,0
393603,22,414504,0
393603,22,414505,0
393603,23,414506,0
393603,29,414507,0
393603,26,414508,0
393603,19,414509,0
393603,30,15298,0
582384,0,61674,0
727471,0,582384,0
727471,74,727983,0
727471,76,727984,0
727471,76,727985,0
727471,76,727986,0
727471,72,727987,0
727471,72,727988,0
727471,61,727989,0
727471,61,727990,0
687621,0,687615,0
687621,0,754720,0
687621,0,788667,0
687623,0,748848,0
687623,0,748849,0
687623,0,748850,0
727467,0,582384,0
727467,41,90585,0
727467,0,752478,0
727467,66,104733,2
727467,30,815505,0
727467,0,815506,0
727467,0,815507,0
727467,0,815508,0
727467,0,398457,0
456453,0,805338,0
456453,0,805339,0
456453,0,805343,0
456453,0,805344,0
456453,0,805345,0
456453,0,805346,0
456453,0,171518,0
724234,46,717888,0
724234,50,758761,5
724234,0,802606,0
724234,56,712946,0
724234,43,833305,0
687625,8,139804,0
687626,30,139804,0
687635,1,687634,0
687641,82,687640,0
687641,86,687642,0
687641,0,687643,0
687641,0,740023,0
687641,0,740025,0
687641,92,740738,0
687641,0,769725,0
687641,88,771414,0
497425,22,450934,0
497425,17,98133,0
687648,35,689503,0
687648,9,690155,0
687648,9,690156,0
687648,35,832804,0
619429,0,71027,0
384756,29,390809,0
384756,29,390810,0
384756,66,390811,0
384756,66,390812,0
384756,29,396465,0
384756,55,396466,0
384756,66,396468,0
384756,62,396469,0
384756,61,687652,0
384756,46,449639,0
384756,38,515757,0
384756,66,158747,0
384756,0,803335,0
823032,0,823033,0
823032,0,823054,0
823032,0,823055,0
823032,0,823056,0
823032,0,823057,0
823032,0,823058,0
823032,0,823059,0
823032,0,823063,0
823032,0,823064,0
823032,0,823065,0
823032,0,823066,0
823032,0,823067,0
823032,0,823068,0
823032,0,823069,0
823032,0,823072,0
566453,26,570207,0
566453,26,570208,0
566453,26,570209,0
566453,34,570210,0
566453,38,570211,0
566453,39,570212,0
566453,39,570213,0
566453,39,570214,0
566453,39,570215,0
566453,39,570216,0
566453,39,570217,0
566453,36,570218,0
566453,23,570219,0
566453,23,570220,0
20865,66,790928,0
477795,34,481821,0
477795,44,481822,0
477795,51,481823,0
477795,75,481824,0
477795,75,481825,0
477795,72,481826,0
477795,72,481827,0
477795,75,481828,0
477795,85,481829,0
477795,71,679723,11
628743,47,632584,0
628743,47,632585,0
628743,47,632586,4
628743,55,632587,0
628743,55,632588,0
628743,11,249575,3
628743,65,254090,0
628743,55,254091,0
628743,67,839078,0
628743,61,839079,0
628743,67,839080,0
628743,67,839081,0
628743,119,839082,0
628743,119,839083,0
628743,119,839084,0
628743,119,839085,0
628743,151,839086,0
628743,92,839087,0
628743,0,839088,0
628743,0,839089,0
628743,0,839090,0
628743,0,839091,0
628743,0,839092,0
628743,0,839093,0
628743,0,839094,0
69676,14,69688,6
69676,14,69689,0
69676,8,807790,0
61590,21,811279,0
13813,0,98228,0
13813,0,768722,0
687761,44,145722,0
687761,0,398233,0
687761,0,817881,0
687785,1,687761,0
687785,0,725763,0
687785,7,300274,0
687785,13,730132,0
687785,1,771735,0
687785,23,819093,0
687785,22,821619,4
687786,7,687761,1
687788,1,687761,0
687788,0,687790,0
687788,0,687792,0
687788,0,687793,0
687788,0,687794,0
687788,0,687795,0
687788,0,687796,0
687788,0,384776,0
687788,0,687797,0
687788,0,687799,0
687788,0,687800,0
687788,0,687801,0
687788,0,687802,0
687788,0,687803,0
687788,1,687804,0
687788,1,687805,0
687788,1,687806,0
687788,1,687807,0
687788,1,687808,0
687788,1,379003,0
687788,1,687809,0
687788,1,687810,0
687788,1,687815,0
687788,3,687821,0
687788,3,687822,0
687788,3,687823,0
687788,3,687833,0
687788,3,687834,0
687788,3,687835,0
687788,3,687836,0
687788,3,687837,0
687788,7,687838,0
687788,10,687839,0
687788,10,687840,0
687788,10,687841,0
687788,10,687842,6
687788,10,687843,0
687788,10,687844,0
687788,16,687845,0
687788,0,687855,0
687788,0,687856,0
687788,16,687857,0
687788,16,687858,0
687788,16,687859,0
687788,17,687860,0
687788,21,687861,6
687788,21,687862,0
687788,21,687863,0
687788,21,687864,0
687788,22,687865,0
687788,21,687866,0
687788,21,687867,0
687788,21,687868,0
687788,20,687869,0
687788,19,687870,0
687788,15,687871,4
687788,15,687961,0
687788,14,690031,0
687788,11,690032,0
687788,9,690033,1
687788,12,690034,2
687788,12,703361,7
687788,12,725661,1
687788,14,703363,0
687788,11,703364,0
384776,9,387226,0
384776,9,387227,0
384776,9,387228,0
384776,12,387229,0
687812,4,687811,0
596537,126,686013,0
596537,112,726966,0
596537,123,716994,0
596537,0,834980,0
596537,0,815808,0
687827,38,769732,8
687827,0,596537,0
687827,11,685815,0
664911,0,663989,0
664911,0,663990,0
664911,0,663991,0
664911,0,663992,0
664911,0,663993,0
664911,0,663994,0
664911,0,663995,0
664911,0,663996,0
664911,0,663997,0
664911,0,663998,0
664911,0,663999,0
664911,0,664000,0
664911,0,664001,0
664911,0,664002,0
664911,0,664003,0
664911,0,664004,0
664911,0,664005,0
664911,0,664007,0
664911,60,735943,0
687850,41,687848,0
687850,42,745371,0
687850,51,780950,0
687849,34,687848,0
687900,0,689908,0
687992,0,687995,0
688004,91,785901,0
688004,91,829069,11
97045,31,95254,0
97045,0,69326,0
97045,33,688007,0
97045,0,688009,0
688007,0,789646,0
688007,71,296961,0
688007,0,802837,0
688019,29,688018,5
688019,0,659460,0
688019,24,688021,4
561271,16,561933,0
561271,15,727326,0
561271,41,478639,3
561271,0,109745,0
561271,8,810896,2
727369,37,831023,0
381421,9,385510,0
381421,12,385511,0
381421,12,385512,0
381421,11,714680,3
381421,17,93214,6
105702,44,815652,0
105702,44,815653,0
105702,0,826298,0
105702,0,829000,0
727250,0,690728,0
690729,0,690728,0
480605,109,487243,0
480605,107,487244,0
480605,23,721478,3
480605,35,746632,0
688000,95,113366,0
688000,0,727287,0
688000,39,688505,0
688000,58,688506,0
688000,58,688507,0
688000,96,688508,0
688000,0,450997,0
727287,0,727285,0
727287,0,782564,0
721478,46,789560,0
685777,1,193042,0
685777,0,721354,0
394701,70,394699,0
394701,45,412529,0
394701,45,412530,0
394701,45,412531,0
394701,54,412532,0
394701,50,688165,0
688194,9,757252,0
688194,5,757253,0
688194,4,757254,0
688194,2,351225,0
477515,23,483421,0
477515,15,676802,1
381442,10,391653,0
381442,4,721366,0
381442,0,782617,0
688225,8,688218,0
688225,4,838433,3
688222,0,688220,0
688222,0,688219,0
688219,9,688218,0
727256,7,381442,0
210831,0,210830,0
688281,1,688286,0
688281,0,749086,0
688295,120,764740,7
688295,0,764752,0
688295,78,764753,11
688295,128,794982,0
185595,16,186644,0
185595,21,186645,0
185595,22,186646,0
185595,35,186647,0
185595,35,186648,0
185595,36,688298,0
688304,6,690201,0
688304,0,714959,0
688304,7,757080,0
688304,3,779262,0
688304,0,829561,0
688324,1,688325,0
399678,22,404553,0
399678,17,404554,0
399678,17,404555,0
399678,12,404556,0
399678,8,404557,0
399678,0,688332,0
688360,12,688359,0
688360,13,738277,4
688360,13,820502,0
688360,13,820503,0
688360,13,820504,0
688360,14,150204,0
688361,8,688360,1
688362,20,688361,2
688411,0,815051,0
688431,0,153213,0
448934,14,451253,0
448934,9,451254,0
448934,13,688436,4
688451,0,688452,0
688480,0,693982,0
752654,49,772097,0
752654,0,779962,0
752654,0,790004,0
752654,0,790053,0
752654,0,790054,0
72156,36,72154,0
72156,38,72510,5
72156,0,79003,0
27532,0,25671,0
734318,31,749837,3
734318,45,749963,11
734318,13,750550,0
734318,13,750555,5
734318,0,761284,0
734318,0,588360,0
734318,0,833802,0
460401,26,688561,0
460401,13,460950,0
460401,13,460949,0
460401,13,460951,0
688626,1,691212,1
688626,0,781739,0
81035,19,47312,5
557197,33,557804,0
557197,21,557805,0
557197,35,688660,0
557197,16,688661,0
557197,18,688662,6
557197,29,383558,11
20437,25,359,0
20437,17,80005,0
20437,25,769941,0
20437,21,791329,0
688859,0,20437,0
727154,11,754992,0
507044,42,507986,0
507044,42,507987,0
507044,36,507988,0
507044,51,727142,0
507044,42,733882,2
507044,50,236326,3
507044,42,495717,5
688882,52,723951,0
688882,0,743773,0
688882,4,757074,0
381485,35,392203,0
381485,47,392204,0
381485,18,392205,0
727142,20,791222,0
727142,23,791223,0
727142,23,791224,0
727142,0,791225,0
727142,0,791226,0
727142,0,815288,0
727142,0,815289,0
688962,0,402907,0
688955,0,688956,0
688955,0,688957,0
688955,0,583912,0
688955,0,385077,0
688955,0,385076,0
688955,0,688958,0
688955,0,688959,0
688955,0,688960,0
688955,0,688961,0
688955,0,688962,0
688955,0,688963,0
688955,0,385073,0
688955,0,385080,0
688955,0,731911,0
480430,70,488543,0
480430,73,488544,0
480430,73,488545,0
480430,76,488546,0
480430,76,488547,0
480430,76,488548,0
480430,65,488549,2
480430,62,488550,0
480430,62,488551,0
480430,58,488552,0
480430,58,488553,0
480430,67,488554,0
480430,67,488555,0
480430,56,488556,0
480430,56,488557,0
480430,42,488558,0
480430,31,488559,0
480430,26,488560,0
480430,66,760995,1
476179,205,476173,0
688991,151,688992,0
287578,29,297470,0
287578,29,297471,0
287578,29,297472,0
287578,27,297473,0
287578,26,297474,0
287578,26,297475,0
287578,26,297476,0
287578,27,297477,0
287578,28,297478,0
689019,50,689018,0
689019,50,773157,0
725841,3,557233,1
620151,14,621631,8
689054,1,745971,0
689054,4,745970,3
727098,11,60436,0
606650,13,721115,0
606650,17,721116,0
606650,24,721117,0
606650,0,107263,0
606650,0,721119,0
606650,25,721120,0
606650,0,721121,0
606650,0,721122,0
606650,0,721123,0
606650,28,721124,0
606650,12,728668,0
606650,0,796041,0
142197,43,689092,0
142197,46,142179,1
142197,55,689094,3
142197,31,689095,0
142197,32,689096,0
142197,17,689097,0
142197,39,689098,0
142197,27,689099,0
142197,31,689100,0
142197,27,689102,0
142197,17,689105,0
142197,21,689106,0
142197,26,689107,0
142197,27,689109,0
142197,29,689101,0
142197,29,690485,0
142197,0,730826,0
780460,0,780463,0
399594,18,405845,0
399594,18,405846,0
399594,18,405847,0
399594,18,112109,0
399594,0,772871,0
727040,29,761283,5
689209,41,775589,0
689209,0,830892,0
689285,8,134678,0
689285,15,795625,1
689285,15,811259,0
689285,15,811261,0
689292,26,56513,0
227368,12,467549,0
227368,28,467550,0
227368,26,467551,0
689316,74,689318,0
689316,70,689317,11
689316,23,689320,0
689316,33,452021,0
689316,50,284093,0
689316,66,284094,0
689316,26,398078,7
689316,70,717974,0
689316,68,717975,0
689316,25,717977,0
689316,29,717980,0
689316,45,834796,0
689316,45,834797,0
689321,0,689316,0
689321,0,464193,0
689444,56,689602,0
689444,58,689603,0
689444,58,689604,0
689444,49,689605,0
689444,49,689443,0
689444,46,689606,0
689444,46,689607,0
689444,0,792838,0
616313,6,618695,0
616313,6,618696,0
616313,9,689473,1
616313,9,396100,1
689503,0,689504,0
689503,0,717172,0
689503,0,561298,0
689504,19,745949,0
689504,39,715800,2
689522,95,833042,0
607826,0,795006,0
686030,0,76712,0
689535,5,678052,1
678052,35,250471,1
449394,104,452102,0
449394,104,452103,0
449394,111,452104,0
449394,111,452105,0
449394,111,452106,0
449394,111,452107,0
449394,111,452108,0
449394,102,452109,0
449394,91,452110,0
449394,97,452111,0
449394,97,452112,0
449394,88,452113,0
449394,96,452114,0
449394,96,452115,0
449394,101,452116,0
449394,87,689542,0
449394,18,752315,0
678054,0,678051,0
678054,0,13676,0
678054,78,777238,0
678054,0,6251,0
236058,39,248591,0
236058,45,248592,0
236058,49,248593,0
236058,49,248594,0
236058,50,248595,0
236058,56,248596,0
236058,61,248597,0
236058,53,248598,0
236058,48,248599,0
236058,42,248600,0
236058,34,248601,0
236058,59,726799,0
236058,53,726798,0
236058,45,726785,0
236058,59,726784,0
236058,40,689568,0
236058,0,460111,0
590240,10,236058,0
105281,0,105282,0
688183,0,101209,0
76681,0,1978,0
76681,0,3567,0
461504,53,689731,0
69640,0,69637,0
69640,176,795606,0
69640,56,835600,0
642234,10,643301,0
574118,41,575262,0
574118,49,575263,0
574118,49,575264,0
689826,19,574118,13
689848,0,689849,0
689849,18,689850,4
689849,59,726482,0
689849,56,713102,10
689849,54,724361,9
689849,57,714680,15
689849,58,717887,11
689849,51,737344,11
689849,0,722828,0
689849,0,722829,0
689849,59,748495,7
689849,61,758452,4
689849,65,785835,0
689849,49,749327,0
689850,63,725566,6
689850,61,714670,1
689850,42,714830,5
689850,40,832665,8
689864,6,725247,0
689864,0,747157,0
689900,107,733884,0
689900,105,733891,49
689902,14,689901,0
628788,65,632680,0
628788,57,632681,0
628788,36,348772,1
628788,36,797986,0
685784,0,685783,0
685784,71,690048,0
685784,29,747533,0
685784,28,808839,0
477536,8,482869,0
477536,3,482870,0
78858,0,78853,0
78858,0,740990,0
78858,0,103950,0
36143,63,127304,0
36143,32,477536,6
36143,32,78858,6
36143,0,689964,0
36143,0,689965,0
36143,58,689966,0
36143,0,665536,0
36143,58,127303,0
69981,41,491080,0
69981,0,529305,0
69981,0,722662,0
69981,37,808730,3
136552,0,689984,0
136552,0,689985,0
136552,0,689986,0
689989,6,287534,1
661354,15,351646,0
438023,25,441595,0
438023,25,441596,0
438023,28,441597,0
438023,31,441598,0
438023,32,441599,0
438023,32,441600,0
438023,32,688012,0
689942,0,725913,0
689942,0,725911,0
690017,0,690018,0
690017,0,82863,0
690017,0,690019,0
690017,0,690020,0
690017,0,690021,0
690017,0,690022,0
690017,0,690023,0
690017,0,690024,0
690011,128,690010,0
690011,124,752474,6
690011,85,85138,20
690011,102,802463,0
690011,67,802464,35
690011,119,814045,0
690011,112,75561,0
690011,125,774804,18
690011,122,836462,0
690011,125,836463,0
690011,112,836465,0
606634,17,611692,0
606634,3,690027,0
606634,19,752475,0
690028,0,823990,0
690052,0,690053,0
690052,0,131467,0
690052,0,690055,0
690052,0,690054,0
690052,0,110263,0
690052,0,690056,0
690052,0,690057,0
690052,0,690060,0
690052,0,690064,0
690052,0,690066,0
690052,0,690067,0
690052,0,690068,0
690052,0,690069,0
690052,0,690070,0
690052,0,490411,0
690052,0,690071,0
690052,0,690072,0
690052,0,690075,0
690052,0,690076,0
690052,38,690062,9
690052,48,690059,0
690052,54,690058,0
690052,68,690061,0
690052,69,490414,0
690052,69,690073,0
690052,69,690301,0
690052,69,690063,0
690052,76,690074,0
663743,40,663742,2
663743,45,669919,0
663743,44,669920,0
663743,49,669921,0
58276,0,58274,0
689969,15,787081,0
689969,16,798053,0
689969,16,798054,0
689969,16,798055,0
690155,0,715808,0
726685,56,726686,0
690161,137,690160,17
690161,162,690162,4
726683,70,726692,0
726683,0,726685,0
726683,0,733344,0
726683,11,823354,3
726683,0,827406,0
690184,13,690186,0
690184,0,690194,0
690184,18,690185,0
690184,0,690197,0
690184,0,690198,0
690184,19,731149,0
690195,124,690184,7
690195,0,690196,0
690196,0,690184,0
103934,0,690195,0
690225,0,690226,0
690225,0,690227,0
690225,0,690228,0
690225,0,690229,0
690225,0,690230,0
690225,0,690231,0
690259,44,690258,0
690259,0,802844,0
70324,8,78455,0
70324,0,80188,0
70324,0,65885,0
70324,64,273954,2
70324,41,722460,4
70324,0,728392,0
70324,0,759350,0
70324,0,811159,0
204041,40,206129,0
204041,53,206130,0
204041,47,206131,0
204041,0,490964,0
204041,0,59663,0
204041,33,690272,0
204041,0,751722,0
204041,82,452684,0
199349,1,92987,0
199349,1,788885,0
249819,51,255720,0
249819,60,726940,0
249819,60,726939,0
249819,74,726938,0
249819,70,726937,0
249819,73,726936,0
249819,58,726640,0
187292,0,179563,0
187292,18,690546,0
187292,18,690547,0
187292,18,690548,0
187292,19,690549,0
187292,17,690550,0
187292,18,690551,0
690588,2,690586,0
723786,0,95179,0
723786,1,84998,0
723786,1,66331,1
759558,0,759554,0
675492,0,675491,0
690635,18,781738,0
638666,25,639382,0
638666,25,639383,0
638666,25,639384,0
638666,31,639385,3
638666,28,639387,0
638666,28,639388,0
638666,28,639389,0
638666,31,687462,0
638666,28,819227,0
174984,47,174974,0
174984,56,82262,18
174984,55,825907,0
101209,13,101208,0
351519,23,377029,0
351519,33,820343,0
690720,35,690719,0
690720,0,715733,0
399575,10,401192,0
399575,0,690810,0
399575,0,399788,0
399575,9,690853,0
399788,24,404182,0
399788,24,404183,0
399788,18,404184,0
399788,18,404185,0
690809,0,399575,0
477765,67,481792,0
477765,70,481793,32
477680,53,481673,0
477680,98,481674,0
477680,171,481675,0
477680,0,477765,0
625775,22,477680,5
625775,42,828015,0
690854,18,625775,0
690854,0,791290,0
690854,11,791291,0
690854,18,791292,0
690854,27,99216,2
690854,3,273862,0
690905,95,690904,6
360701,0,783664,0
691029,30,690769,0
691059,0,751102,0
691059,0,754359,0
691059,0,754360,0
691059,0,754362,0
691059,0,754364,0
691059,0,754373,0
691059,21,823464,8
449359,13,452019,0
449359,23,452020,0
449359,32,452021,0
449359,31,452022,0
449359,23,398078,1
384771,13,391978,0
384771,21,391979,0
351588,12,377523,0
351588,15,377524,0
351588,3,721339,0
351588,0,833852,0
691201,4,761768,0
726458,0,768398,0
691216,17,691232,0
691216,16,691215,0
691214,36,691215,0
691214,41,691222,0
691214,38,691227,0
691214,36,691229,0
691214,43,691230,0
691214,34,691231,0
691214,36,691224,0
691214,32,691232,0
691214,33,691223,0
691214,33,691225,0
691214,38,691218,0
691214,33,691228,0
691221,0,691216,0
691221,0,691233,0
691221,26,758306,0
691234,3,691221,0
691236,3,691234,0
691236,4,740807,0
691219,37,691214,12
691256,0,798368,0
691292,237,691291,0
691292,0,746647,0
691292,247,758295,0
691292,108,770436,9
606691,11,613454,0
691332,122,691331,0
691332,104,757219,17
691368,14,691214,3
691368,3,691369,0
151777,0,445461,0
151777,0,505352,0
498146,15,504625,0
498146,0,136431,0
498146,0,691416,0
498146,0,147885,0
691363,0,691362,0
691427,0,691426,0
691427,103,811550,0
691636,0,691427,0
691636,0,690564,0
691636,0,739597,0
690564,0,75882,0
691635,0,691427,0
691635,0,691636,0
53205,47,742802,0
53205,45,777574,0
726277,0,59074,0
726277,0,799582,0
767687,22,628880,0
59388,42,59387,3
542876,30,544942,8
542876,30,544943,0
542876,0,691819,0
542876,69,754385,13
542876,0,779229,0
542876,58,779245,0
542876,26,790163,0
56528,18,56693,0
56528,32,95161,6
95161,0,691825,0
691934,26,830362,0
692035,56,692033,13
693961,128,693958,0
693961,111,732064,0
693961,0,739950,0
693961,0,90597,0
693961,94,804307,11
693961,0,795363,0
693961,0,824584,0
693961,155,814399,0
694129,53,726433,15
694129,52,749300,18
694129,57,785448,18
694129,28,785482,4
694129,51,823082,0
725903,71,725902,0
725880,11,725879,5
725880,61,827566,0
725879,49,725877,0
725839,81,789533,0
449452,169,453314,0
449452,169,453315,0
449452,191,453316,0
449452,211,453317,0
449452,211,453318,0
449452,211,453319,0
449452,193,453320,0
449452,193,453321,0
449452,193,453322,0
449452,178,453323,0
449452,178,453324,0
449452,189,453325,0
449452,178,453326,0
449452,174,453327,0
449452,187,453328,0
449452,0,495649,0
449452,0,482406,0
449452,0,84990,0
449452,0,802441,0
723785,6,725779,0
557233,24,558856,0
557233,26,558857,0
557233,26,558858,0
557233,31,558859,0
557233,31,558860,0
557233,39,558861,0
557233,36,558862,0
557233,24,558863,0
725802,40,725980,0
725802,40,725979,0
725802,40,725978,0
725802,35,725977,0
479198,61,488932,0
479198,59,488933,0
479198,59,488934,0
479198,52,488935,0
479198,50,488936,0
479198,50,747704,0
479198,36,838744,0
84847,0,84843,0
84847,0,723795,0
84847,0,723791,0
84847,0,135253,0
723810,36,723809,0
723810,69,606615,0
723810,36,832742,0
495998,24,496112,0
495998,24,496113,0
552664,113,554175,0
552664,117,554176,0
552664,122,725603,0
552664,100,638719,0
552664,107,788551,0
725602,57,726010,0
725602,57,726009,0
725602,83,726008,0
725602,99,726007,0
725602,78,726006,0
725602,27,725992,0
725602,54,725991,0
725602,57,725990,0
725602,57,725989,0
725602,83,725988,0
725602,113,725987,0
725602,113,725986,0
725602,94,725985,0
725602,94,725984,0
725602,94,725983,0
725602,94,449641,0
725602,0,480667,0
725602,0,825462,0
381246,23,391541,0
381246,17,391542,0
381246,16,391543,0
381246,16,391544,5
381246,20,391545,0
381246,0,725600,0
381246,32,725599,0
381246,23,725598,0
381246,0,725597,0
381246,17,676369,4
225877,154,462915,0
498183,151,503613,0
498183,151,503614,0
498183,147,503615,0
498183,147,503616,0
498183,149,503617,0
498183,149,503618,0
498183,140,503619,0
498183,140,503620,0
498183,140,503621,0
498183,141,503622,0
498183,131,503623,0
498183,131,503624,0
498183,126,503625,0
498183,126,503626,0
498183,126,503627,0
498183,130,503628,0
498183,147,598748,0
498183,139,598749,0
498183,139,598750,0
498183,139,598751,0
498183,151,725944,0
498183,0,725929,0
498183,0,725928,0
498183,139,732562,0
498183,140,744623,17
498183,0,747889,0
498183,93,754385,7
498183,0,794236,0
498183,72,808509,0
516530,81,517648,0
516530,58,498183,11
725551,0,725552,0
725466,83,725465,0
725466,81,775361,0
725466,83,775362,0
725457,162,793929,2
725457,80,765748,21
725457,283,826309,0
190408,20,725449,1
725446,0,800322,0
725367,89,725368,0
431799,20,433891,0
264648,28,271295,0
264648,37,271296,0
264648,36,271297,0
264648,40,271298,0
264648,40,271299,0
264648,47,271300,0
264648,36,730152,0
264648,47,141325,0
264648,44,95968,0
264648,28,132155,0
264648,40,768722,3
384819,18,391254,0
185588,45,186395,0
185588,45,186396,0
185588,45,186397,0
185588,49,186398,0
185588,43,186399,0
185588,48,186400,0
185588,48,186401,0
185588,61,186402,0
185588,61,186403,0
185588,61,186404,0
185588,61,186405,0
185588,61,186406,0
185588,82,186407,0
185588,82,186408,0
185588,82,186409,0
185588,87,186410,0
185588,87,186411,0
185588,77,186412,0
185588,73,186413,0
185588,44,780748,3
725304,54,725305,7
725304,30,456557,0
725304,40,745618,0
725304,23,775051,0
725304,28,775052,0
725304,28,775053,0
725304,40,775054,0
725304,44,775055,0
725304,44,775056,0
725304,46,775057,0
725304,45,775058,0
725304,46,775059,0
725304,46,775060,0
165663,25,165808,0
165663,24,165809,0
165663,37,165810,0
165663,42,165811,0
165663,36,165812,0
165663,17,165813,0
165663,13,725304,5
714734,33,594962,0
714734,0,73897,0
714734,0,802568,0
725293,98,714734,1
702898,0,702897,0
