CID,MenteeID,MentorID,MentorshipType,Institution,InstitutionMAGID,StartYear,StopYear,NumOfMenteesOfTheMentor,NumOfMenteesOfTheMentor10,NumOfMenteesOfTheMenteeIn20,BigOrSmall,Survival0,Survival1,TotalPubsOfMentor,YearOfTheFirstPubsOfMentorPubs,YearlyPubsOfMentor,TotalCitationOfMentor,YearlyCitationOfMentor,TotalCollaOfMentor,YearllyCollaOfMentor,YearOfTheFirstPubsOfMenteePubs,First5YearPubsOfMentee,First5YearCitationOfMentee,First5YearCollaOfMentee,YearlyPubsOfMentee,YearlyCitationOfMentee,BirthYearOfMentee,CareerAgeOfMentorInTraining,PubsOfMentorInTraning,CollaPubsOfWithMentor
208323,1989,53465,1,"Hebrew University, Jerusalem",197251160.0,-1,1985,1,1,0,-1,0,0,3,1998.0,1.5,374,187.0,3,1.5,1983.0,9,200,5,5.871794871794871,393.1025641025641,1983.0,-13.0,0,0
209098,52506,16457,3,"University of California, Berkeley",95457486.0,1970,1972,1,1,4,-1,1,1,594,1949.0,8.735294117647058,32997,485.25,342,5.029411764705882,1969.0,1,65,1,1.8679245283018868,58.9622641509434,1969.0,23.0,58,0
210898,94975,52640,1,"University of California, Berkeley",95457486.0,-1,1939,29,14,2,1,1,1,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1939.0,-1.0,0,0
210904,94978,94975,1,"University of Illinois, Urbana-Champaign",157725225.0,-1,1949,2,2,9,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1949.0,6,51,4,2.486111111111111,127.54166666666667,1949.0,-1.0,0,0
210910,94980,94978,1,Stanford University,97018004.0,-1,1958,11,5,4,1,1,1,179,1949.0,2.486111111111111,9183,127.54166666666667,130,1.8055555555555556,1958.0,14,1885,15,0.8833333333333333,49.233333333333334,1958.0,9.0,6,0
210911,94980,24523,0,Harvard University,136199984.0,-1,1954,26,7,4,1,1,1,1,1978.0,1.0,0,0.0,3,3.0,1958.0,14,1885,15,0.8833333333333333,49.233333333333334,1954.0,-24.0,0,0
210912,94980,34755,2,"University of California, Berkeley",95457486.0,1959,1961,14,6,4,1,1,1,94,1948.0,1.3428571428571427,3240,46.285714285714285,58,0.8285714285714286,1958.0,14,1885,15,0.8833333333333333,49.233333333333334,1958.0,13.0,18,5
210913,94980,49876,2,Kyoto University,22299242.0,1958,1959,3,1,4,0,1,1,54,1935.0,0.6835443037974683,568,7.189873417721519,37,0.46835443037974683,1958.0,14,1885,15,0.8833333333333333,49.233333333333334,1958.0,24.0,5,0
210925,94983,94980,1,California Institute of Technology,122411786.0,-1,1964,4,2,1,-1,1,1,53,1958.0,0.8833333333333333,2954,49.233333333333334,48,0.8,1963.0,9,358,8,1.826086956521739,132.97826086956522,1963.0,6.0,26,2
210926,94935,94983,1,Princeton University,20089843.0,-1,1979,1,1,5,-1,1,1,84,1963.0,1.826086956521739,6117,132.97826086956522,56,1.2173913043478262,-1.0,0,0,0,0.0,0.0,1979.0,16.0,17,0
211277,80098,24923,0,University of Amsterdam,887064364.0,-1,1938,10,2,0,-1,1,0,20,1948.0,0.8,1759,70.36,21,0.84,1964.0,1,1,4,0.7843137254901961,48.84313725490196,1938.0,-10.0,0,0
1645147,798645,48875,1,University of Bristol,36234482.0,-1,1959,9,4,0,-1,0,0,5,1951.0,1.0,1234,246.8,5,1.0,1959.0,6,498,4,3.4339622641509435,64.94339622641509,1959.0,8.0,0,0
212664,95453,95604,1,University of Oxford,40120149.0,-1,1965,4,1,0,-1,1,0,164,1951.0,2.4477611940298507,10749,160.43283582089552,160,2.388059701492537,1967.0,9,163,10,4.236363636363636,75.50909090909092,1965.0,14.0,21,2
213392,95854,68036,1,Massachusetts Institute of Technology,63966007.0,1982,1994,4,1,0,-1,0,0,35,1964.0,0.8333333333333334,1285,30.595238095238095,35,0.8333333333333334,-1.0,0,0,0,0.0,0.0,1994.0,30.0,1,0
213878,52080,37471,2,"University of California, Berkeley",95457486.0,1946,1950,32,15,0,1,0,0,445,1936.0,5.426829268292683,6687,81.54878048780488,400,4.878048780487805,1951.0,27,3477,23,7.666666666666667,241.6315789473684,1950.0,14.0,72,0
213894,37471,49964,2,"University of California, Berkeley",95457486.0,1937,1939,2,1,29,0,1,1,242,1898.0,2.1415929203539825,6460,57.16814159292036,60,0.5309734513274337,1936.0,23,267,14,5.426829268292683,81.54878048780488,1936.0,41.0,11,4
213931,96030,37471,1,"University of California, Berkeley",95457486.0,-1,1947,32,18,0,1,0,0,445,1936.0,5.426829268292683,6687,81.54878048780488,400,4.878048780487805,1978.0,1,8,2,1.0,8.0,1947.0,11.0,42,0
214472,96169,96170,1,Indian Institute of Science,59270414.0,1991,1995,2,1,1,-1,1,1,291,1958.0,4.546875,4176,65.25,156,2.4375,1990.0,8,38,9,7.28125,49.5625,1990.0,37.0,34,2
215096,82397,96372,1,Bulgarian Academy of Sciences,24768866.0,1980,1984,1,1,1,-1,1,1,64,1989.0,1.9393939393939394,181,5.484848484848484,52,1.5757575757575757,1977.0,3,57,4,2.2444444444444445,26.733333333333334,1977.0,-5.0,0,0
215382,24360,23348,0,Leiden University,121797337.0,-1,1938,15,5,1,1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1967.0,4,43,5,0.9767441860465116,5.790697674418604,1938.0,-1.0,0,0
216513,96834,29728,1,Georg-August-Universität Göttingen,74656192.0,-1,1924,9,2,0,-1,1,0,26,1920.0,0.2653061224489796,1916,19.551020408163264,59,0.6020408163265306,-1.0,0,0,0,0.0,0.0,1924.0,4.0,2,0
216709,96901,96902,1,Johns Hopkins University,145311948.0,1985,1989,1,1,0,-1,0,0,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1989.0,-1.0,0,0
217379,97140,52643,1,Stanford University,97018004.0,-1,1955,8,7,0,1,0,0,56,1929.0,0.7088607594936709,9109,115.30379746835443,27,0.34177215189873417,-1.0,0,0,0,0.0,0.0,1955.0,26.0,10,0
217381,97141,52643,1,Stanford University,97018004.0,-1,1955,8,7,1,1,1,1,56,1929.0,0.7088607594936709,9109,115.30379746835443,27,0.34177215189873417,1956.0,12,357,4,1.0185185185185186,14.25925925925926,1955.0,26.0,10,0
217383,51839,97141,3,Varian Associates,118121848.0,1961,1973,1,1,1,-1,1,1,55,1956.0,1.0185185185185186,770,14.25925925925926,40,0.7407407407407407,1959.0,3,76,7,4.754385964912281,371.6842105263158,1959.0,17.0,2,0
218345,97286,65642,2,National Institutes of Health,1299303238.0,-1,1994,3,1,0,-1,0,0,160,1971.0,3.2653061224489797,12619,257.53061224489795,215,4.387755102040816,1987.0,11,1019,26,2.4545454545454546,130.15151515151516,1987.0,23.0,35,11
1756432,448700,80,1,"University of California, Berkeley",95457486.0,-1,1964,18,2,0,-1,1,0,230,1922.0,2.3,50290,502.9,149,1.49,1963.0,22,1647,9,5.827586206896552,360.51724137931035,1963.0,42.0,33,3
218603,97581,97580,1,"University of Michigan, Ann Arbor",27837315.0,-1,1986,24,1,26,-1,1,1,360,1970.0,6.923076923076923,18001,346.1730769230769,349,6.711538461538462,1984.0,15,1230,22,14.31578947368421,500.8421052631579,1984.0,16.0,29,8
218606,97580,97579,1,Stanford University,97018004.0,-1,1969,2,1,1,-1,1,1,10,1970.0,0.24390243902439024,778,18.975609756097562,9,0.21951219512195122,1970.0,9,1001,9,6.923076923076923,346.1730769230769,1969.0,-1.0,3,3
218610,97579,97578,1,Massachusetts Institute of Technology,63966007.0,-1,1952,1,1,1,0,1,1,0,-1.0,0.0,0,0.0,0,0.0,1970.0,6,758,6,0.24390243902439024,18.975609756097562,1952.0,-1.0,0,0
218613,97577,3211,1,Ludwig-Maximilians-Universität München,8204097.0,-1,1931,40,19,2,1,1,1,121,1891.0,0.968,7047,56.376,36,0.288,-1.0,0,0,0,0.0,0.0,1931.0,40.0,7,0
218635,97578,97577,1,Massachusetts Institute of Technology,63966007.0,-1,1942,2,2,1,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1942.0,-1.0,0,0
218638,97577,83157,1,Technische Hochschule München,,-1,1931,3,2,2,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1931.0,-1.0,0,0
218954,97678,33333,1,University of Chicago,40347166.0,-1,1920,16,6,0,1,0,0,288,1911.0,4.645161290322581,7305,117.8225806451613,115,1.8548387096774193,1915.0,1,5,2,0.14705882352941177,1.0,1915.0,9.0,43,0
219182,97744,37471,1,"University of California, Berkeley",95457486.0,-1,1952,32,14,0,1,0,0,445,1936.0,5.426829268292683,6687,81.54878048780488,400,4.878048780487805,1950.0,12,137,29,10.291666666666666,99.05555555555556,1950.0,16.0,58,0
219322,97797,37471,1,"University of California, Berkeley",95457486.0,-1,1978,32,3,0,1,0,0,445,1936.0,5.426829268292683,6687,81.54878048780488,400,4.878048780487805,1978.0,1,0,7,5.558139534883721,91.34883720930233,1978.0,42.0,36,0
219428,97818,66096,1,Princeton University,20089843.0,1974,1978,4,2,1,-1,1,1,1204,1896.0,9.555555555555555,31341,248.73809523809524,750,5.9523809523809526,2005.0,14,326,21,2.375,29.625,1978.0,82.0,64,0
219429,97818,52179,2,California Institute of Technology,122411786.0,1978,1980,2,2,1,-1,1,1,437,1948.0,5.905405405405405,43042,581.6486486486486,214,2.891891891891892,2005.0,14,326,21,2.375,29.625,1980.0,32.0,61,0
219891,97926,97927,1,"University of California, Berkeley",95457486.0,-1,1970,5,3,0,-1,1,0,0,-1.0,0.0,0,0.0,0,0.0,1968.0,29,442,25,5.62962962962963,152.61111111111111,1968.0,-1.0,0,0
220194,98031,66647,2,Leiden University,121797337.0,-1,1969,6,4,0,1,0,0,92,1950.0,1.5081967213114753,10964,179.7377049180328,53,0.8688524590163934,1972.0,14,1228,15,2.8979591836734695,103.57142857142857,1969.0,19.0,6,0
220745,98212,90740,2,University of Oxford,40120149.0,1982,1985,11,3,1,1,1,1,1167,1953.0,16.91304347826087,97214,1408.8985507246377,1532,22.202898550724637,1981.0,16,2694,9,10.707317073170731,1334.2682926829268,1981.0,32.0,113,12
220747,98212,98213,1,University of Aberdeen,195460627.0,1978,1981,3,1,0,-1,1,0,491,1970.0,9.442307692307692,21520,413.84615384615387,420,8.076923076923077,1981.0,16,2694,9,10.707317073170731,1334.2682926829268,1981.0,11.0,39,1
220752,98213,98215,1,University of Aberdeen,195460627.0,1967,1970,1,1,3,-1,1,1,13,1970.0,0.5652173913043478,342,14.869565217391305,14,0.6086956521739131,1970.0,14,626,7,9.442307692307692,413.84615384615387,1970.0,0.0,7,6
222552,98700,98715,1,Cornell University,205783295.0,1960,1965,2,1,0,-1,1,0,161,1962.0,2.824561403508772,8127,142.57894736842104,127,2.2280701754385963,1958.0,2,7,4,5.063492063492063,130.12698412698413,1958.0,3.0,7,0
222598,98719,69102,1,University of Pennsylvania,79576946.0,1975,1982,16,6,2,1,1,1,26,1995.0,1.1304347826086956,374,16.26086956521739,83,3.608695652173913,1994.0,1,56,1,0.5,5.714285714285714,1982.0,-13.0,0,0
222607,98722,69102,1,University of Pennsylvania,79576946.0,1990,1994,16,5,6,1,1,1,26,1995.0,1.1304347826086956,374,16.26086956521739,83,3.608695652173913,1990.0,3,71,10,4.15625,50.75,1990.0,-1.0,2,0
222609,98722,98723,1,University of Pennsylvania,79576946.0,1990,1994,9,1,6,-1,1,1,257,1987.0,8.03125,6380,199.375,313,9.78125,1990.0,3,71,10,4.15625,50.75,1990.0,7.0,47,2
222846,81834,98785,0,Technische Universität Berlin,,-1,1994,1,1,0,-1,0,0,0,-1.0,0.0,0,0.0,0,0.0,1997.0,17,1249,17,8.68,796.08,1994.0,-1.0,0,0
222871,98785,98790,1,Universit&auml;t zu K&ouml;ln,,-1,1969,1,1,1,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1969.0,-1.0,0,0
223298,98950,90740,2,University of Oxford,40120149.0,-1,1983,11,3,0,1,0,0,1167,1953.0,16.91304347826087,97214,1408.8985507246377,1532,22.202898550724637,1975.0,21,428,30,2.5319148936170213,95.14893617021276,1975.0,30.0,90,3
223911,99149,99150,1,"University of Maryland, College Park",66946132.0,-1,1991,6,1,2,-1,1,1,8,2015.0,2.0,134,33.5,0,0.0,1995.0,113,2025,0,6.0,128.26315789473685,1991.0,-24.0,0,0
223974,87571,99164,1,Katholieke Universiteit Leuven,99464096.0,1983,1987,1,1,9,-1,1,1,665,1975.0,14.148936170212766,13021,277.0425531914894,771,16.404255319148938,1989.0,12,721,37,13.515151515151516,886.7575757575758,1987.0,12.0,20,0
223988,99164,99167,1,Katholieke Universiteit Leuven,99464096.0,-1,1977,1,1,1,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1975.0,11,59,13,14.148936170212766,277.0425531914894,1975.0,-1.0,0,0
224943,99487,62925,1,University of Texas at Austin,86519309.0,-1,1979,1,1,5,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1977.0,19,1939,20,8.577777777777778,496.02222222222224,1977.0,-1.0,0,0
224944,99487,52331,2,Ludwig-Maximilians-Universität München,8204097.0,1979,1981,2,1,7,-1,1,1,772,1962.0,12.866666666666667,52412,873.5333333333333,605,10.083333333333334,1977.0,19,1939,20,8.577777777777778,496.02222222222224,1977.0,19.0,104,6
225278,99592,99593,1,"University of Maryland, College Park",66946132.0,-1,1962,2,2,2,-1,1,1,96,1954.0,1.6551724137931034,2639,45.5,48,0.8275862068965517,1976.0,8,103,8,2.4242424242424243,69.39393939393939,1962.0,8.0,21,0
225286,49849,99595,1,"University of Michigan, Ann Arbor",27837315.0,-1,1924,1,1,6,0,1,1,0,-1.0,0.0,0,0.0,0,0.0,1925.0,7,277,2,1.0392156862745099,69.98039215686275,1924.0,-1.0,0,0
225287,49849,49848,1,"University of Michigan, Ann Arbor",27837315.0,-1,1924,2,1,6,0,1,1,9,1924.0,0.0989010989010989,2574,28.285714285714285,4,0.04395604395604396,1925.0,7,277,2,1.0392156862745099,69.98039215686275,1924.0,0.0,3,0
225298,99597,37471,1,"University of California, Berkeley",95457486.0,-1,1961,32,7,1,1,1,1,445,1936.0,5.426829268292683,6687,81.54878048780488,400,4.878048780487805,1962.0,12,713,7,4.588235294117647,75.41176470588235,1961.0,25.0,33,2
225544,99674,71270,1,"University of Maryland, College Park",66946132.0,-1,1958,3,1,1,0,1,1,146,1954.0,2.8076923076923075,6637,127.63461538461539,56,1.0769230769230769,1957.0,4,265,3,1.0806451612903225,8.806451612903226,1957.0,4.0,22,2
225755,99748,56421,3,Pittsburgh,,1958,1967,6,5,0,1,0,0,118,1959.0,2.269230769230769,5635,108.36538461538461,73,1.4038461538461537,1955.0,4,87,2,1.0,21.75,1955.0,8.0,1,0
225957,99819,66795,1,California Institute of Technology,122411786.0,-1,1947,3,1,4,0,1,1,9,1946.0,0.20930232558139536,932,21.674418604651162,3,0.06976744186046512,1947.0,6,150,6,1.1951219512195121,124.09756097560975,1947.0,1.0,1,0
226448,58868,24524,0,Princeton University,20089843.0,1988,1992,20,5,1,1,1,1,260,1949.0,3.5616438356164384,59172,810.5753424657535,172,2.356164383561644,1994.0,34,1961,20,17.535714285714285,1148.142857142857,1992.0,43.0,47,0
226465,100002,100003,1,Massachusetts Institute of Technology,63966007.0,-1,1993,2,2,16,-1,1,1,12,1990.0,2.0,103,17.166666666666668,25,4.166666666666667,1992.0,38,1712,59,20.433333333333334,864.7,1992.0,3.0,12,0
226471,100003,100004,1,"University of California, Berkeley",95457486.0,-1,1989,13,6,2,1,1,1,42,1962.0,0.9545454545454546,1784,40.54545454545455,50,1.1363636363636365,1990.0,12,103,25,2.0,17.166666666666668,1989.0,27.0,6,1
226525,100004,100011,1,Princeton University,20089843.0,-1,1959,1,1,3,0,1,1,0,-1.0,0.0,0,0.0,0,0.0,1962.0,5,240,4,0.9545454545454546,40.54545454545455,1959.0,-1.0,0,0
226529,100004,100012,1,Princeton University,20089843.0,-1,1959,1,1,3,0,1,1,34,1976.0,1.2592592592592593,1732,64.14814814814815,76,2.814814814814815,1962.0,5,240,4,0.9545454545454546,40.54545454545455,1959.0,-17.0,0,0
226539,100014,83788,1,University of Virginia,51556381.0,-1,1935,9,3,0,-1,0,0,146,1925.0,1.6781609195402298,2046,23.517241379310345,132,1.5172413793103448,1936.0,8,219,9,1.1111111111111112,36.55555555555556,1935.0,10.0,17,0
226865,100125,33821,2,University of Oxford,40120149.0,1957,1958,22,5,0,1,0,0,89,1921.0,0.9270833333333334,6027,62.78125,56,0.5833333333333334,1965.0,9,327,13,3.1904761904761907,76.85714285714286,1958.0,37.0,10,0
226981,100135,100138,1,"University of Wisconsin, Madison",135310074.0,-1,1994,1,1,0,-1,0,0,35,1988.0,1.1290322580645162,611,19.70967741935484,50,1.6129032258064515,1990.0,5,157,10,17.28125,868.75,1990.0,6.0,21,3
226993,100138,100140,1,Massachusetts Institute of Technology,63966007.0,-1,1987,2,1,1,-1,1,1,141,1970.0,3.6153846153846154,5392,138.25641025641025,216,5.538461538461538,1988.0,18,255,30,1.1290322580645162,19.70967741935484,1987.0,17.0,43,0
226997,100140,58871,1,Massachusetts Institute of Technology,63966007.0,-1,1966,10,8,1,1,1,1,231,1954.0,3.609375,16543,258.484375,291,4.546875,1970.0,9,402,10,3.6153846153846154,138.25641025641025,1966.0,12.0,16,0
227001,100139,100141,1,University of Rochester,5388228.0,-1,1967,1,1,0,-1,0,0,14,1899.0,0.15730337078651685,283,3.1797752808988764,12,0.1348314606741573,1847.0,3,0,13,2.8620689655172415,133.75862068965517,1847.0,68.0,5,0
227013,100141,100143,1,"University of Wisconsin, Madison",135310074.0,-1,1950,2,2,1,-1,1,1,20,1966.0,0.7692307692307693,469,18.03846153846154,25,0.9615384615384616,1899.0,1,0,2,0.15730337078651685,3.1797752808988764,1899.0,-16.0,0,0
227016,100143,100144,1,California Institute of Technology,122411786.0,-1,1940,2,1,2,0,1,1,0,-1.0,0.0,0,0.0,0,0.0,1966.0,7,256,9,0.7692307692307693,18.03846153846154,1940.0,-1.0,0,0
227224,100212,99523,1,University of Oxford,40120149.0,1976,1981,2,1,0,-1,0,0,194,1968.0,3.5925925925925926,10066,186.40740740740742,272,5.037037037037037,1978.0,16,1969,10,7.204545454545454,325.3181818181818,1978.0,13.0,22,3
227251,100224,99523,1,University of Oxford,40120149.0,-1,1992,2,1,0,-1,0,0,194,1968.0,3.5925925925925926,10066,186.40740740740742,272,5.037037037037037,-1.0,0,0,0,0.0,0.0,1992.0,24.0,10,0
227304,100243,100247,1,Universit&#224; degli Studi Milano,,-1,1987,1,1,0,-1,0,0,55,1983.0,1.9642857142857142,929,33.17857142857143,74,2.642857142857143,1983.0,10,81,14,6.512820512820513,343.0,1983.0,4.0,9,8
227531,100332,37471,1,"University of California, Berkeley",95457486.0,-1,1960,32,7,1,1,1,1,445,1936.0,5.426829268292683,6687,81.54878048780488,400,4.878048780487805,1963.0,1,0,1,1.7878787878787878,96.63636363636364,1960.0,24.0,37,0
227592,100354,1943,2,Københavns Universitet,,1947,1948,46,5,0,1,0,0,198,1909.0,1.8333333333333333,11813,109.37962962962963,75,0.6944444444444444,1800.0,1,142,13,0.2889908256880734,9.79816513761468,1800.0,39.0,7,0
227635,100356,100358,1,"University of Washington, Seattle",201448701.0,-1,1966,2,2,0,-1,0,0,0,-1.0,0.0,0,0.0,0,0.0,1965.0,1,0,1,2.1578947368421053,25.280701754385966,1965.0,-1.0,0,0
228917,1146,24654,1,Free University of Brussels,908309457.0,1983,1987,3,1,1,-1,1,1,250,1965.0,4.464285714285714,6598,117.82142857142857,177,3.1607142857142856,1985.0,11,408,9,6.918918918918919,745.7027027027027,1985.0,22.0,41,0
229191,10223,1943,2,Københavns Universitet,,-1,1950,46,6,0,1,0,0,198,1909.0,1.8333333333333333,11813,109.37962962962963,75,0.6944444444444444,1943.0,20,1125,3,2.9705882352941178,95.42647058823529,1943.0,41.0,6,0
229778,101070,101068,0,Princeton University,20089843.0,-1,1902,1,1,0,0,0,0,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1902.0,-1.0,0,0
229779,101070,101066,1,Princeton University,20089843.0,-1,1907,1,1,0,0,0,0,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1907.0,-1.0,0,0
230169,101158,47675,1,,,-1,1990,3,2,0,-1,1,0,231,1976.0,5.133333333333334,4271,94.91111111111111,331,7.355555555555555,1988.0,15,95,28,9.823529411764707,224.6764705882353,1988.0,14.0,13,3
230188,101166,49858,1,Lunds universitet,,-1,1911,1,1,3,0,1,1,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1911.0,-1.0,0,0
230276,101162,101161,2,Georg-August-Universität Göttingen,74656192.0,-1,1906,4,2,5,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1906.0,-1.0,0,0
230277,101162,36889,1,Ludwig-Maximilians-Universität München,8204097.0,-1,1907,9,6,5,1,1,1,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1907.0,-1.0,0,0
230278,101162,13139,2,University of Cambridge,241749.0,-1,1908,35,13,5,1,1,1,47,1881.0,0.34814814814814815,1631,12.08148148148148,12,0.08888888888888889,-1.0,0,0,0,0.0,0.0,1908.0,27.0,2,0
230289,11711,101166,2,Uppsala universitet,,-1,1928,3,1,4,0,1,1,0,-1.0,0.0,0,0.0,0,0.0,1926.0,17,160,17,1.3902439024390243,19.475609756097562,1926.0,-1.0,0,0
230399,101203,34756,1,University of Chicago,40347166.0,-1,1954,34,17,3,1,1,1,113,1921.0,1.2555555555555555,10361,115.12222222222222,66,0.7333333333333333,1962.0,10,327,4,14.883333333333333,1536.0333333333333,1954.0,33.0,20,0
230400,101203,70872,1,University of Chicago,40347166.0,-1,1956,7,2,3,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1962.0,10,327,4,14.883333333333333,1536.0333333333333,1956.0,-1.0,0,0
230401,101203,22100,0,Hunter College of the City University of New York,,-1,1953,1,1,2,0,1,1,229,1945.0,3.2253521126760565,16727,235.59154929577466,146,2.056338028169014,1962.0,10,327,4,14.883333333333333,1536.0333333333333,1953.0,8.0,26,0
230406,101203,101204,1,University of Chicago,40347166.0,-1,1959,5,3,4,-1,1,1,1,2006.0,1.0,5,5.0,3,3.0,1962.0,10,327,4,14.883333333333333,1536.0333333333333,1959.0,-47.0,0,0
230730,55764,70997,0,"&Eacute;cole Normale Sup&eacute;rieure, Paris",,-1,1926,2,2,2,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1936.0,1,11,1,0.6829268292682927,21.658536585365855,1926.0,-1.0,0,0
230880,101304,73585,1,Princeton University,20089843.0,-1,1995,17,4,0,1,0,0,415,1981.0,10.121951219512194,23820,580.9756097560976,250,6.097560975609756,1988.0,6,119,6,0.34782608695652173,8.73913043478261,1988.0,14.0,61,2
230904,101313,101312,1,"University of California, Berkeley",95457486.0,-1,1987,4,3,2,-1,1,1,39,1980.0,1.1470588235294117,1459,42.911764705882355,23,0.6764705882352942,1950.0,6,47,6,3.138888888888889,85.625,1950.0,7.0,10,4
230905,101313,101309,1,"University of California, Berkeley",95457486.0,-1,1987,15,3,2,-1,1,1,460,1976.0,10.0,15419,335.19565217391306,639,13.891304347826088,1950.0,6,47,6,3.138888888888889,85.625,1950.0,11.0,74,3
230909,101312,101311,1,"University of California, Los Angeles",161318765.0,-1,1975,2,1,3,-1,1,1,162,1937.0,2.025,5636,70.45,151,1.8875,1980.0,6,423,7,1.1470588235294117,42.911764705882355,1975.0,38.0,33,0
230912,101311,101310,1,California Institute of Technology,122411786.0,-1,1949,2,1,0,0,1,0,11,1934.0,0.7857142857142857,56,4.0,6,0.42857142857142855,1937.0,1,25,1,2.025,70.45,1937.0,15.0,1,0
230914,101310,22787,1,California Institute of Technology,122411786.0,-1,1936,31,6,2,1,1,1,189,1895.0,1.5,2584,20.50793650793651,84,0.6666666666666666,1934.0,6,32,6,0.7857142857142857,4.0,1934.0,41.0,26,1
230923,101309,101308,1,California Institute of Technology,122411786.0,-1,1979,6,2,8,-1,1,1,545,1962.0,9.56140350877193,15738,276.10526315789474,380,6.666666666666667,1976.0,15,818,6,10.0,335.19565217391306,1976.0,17.0,72,6
230926,101308,101307,1,Rensselaer Polytechnic Institute,165799507.0,-1,1962,1,1,3,-1,1,1,3,1962.0,1.5,105,52.5,3,1.5,1962.0,10,557,10,9.56140350877193,276.10526315789474,1962.0,0.0,3,3
230927,101307,101306,1,Columbia University,78577930.0,-1,1956,7,4,1,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1962.0,3,105,3,1.5,52.5,1956.0,-1.0,0,0
230930,101306,101512,1,Rice University,74775410.0,-1,1931,3,2,4,-1,1,1,26,1913.0,0.4482758620689655,214,3.689655172413793,3,0.05172413793103448,-1.0,0,0,0,0.0,0.0,1931.0,18.0,7,0
231602,55514,37471,2,Lawrence Berkeley National Laboratory,148283060.0,1953,1956,32,11,0,1,0,0,445,1936.0,5.426829268292683,6687,81.54878048780488,400,4.878048780487805,1953.0,22,573,21,7.806451612903226,195.7741935483871,1953.0,20.0,42,3
231717,77700,101698,3,"Washington University, Saint Louis",204465549.0,-1,1967,1,1,0,-1,0,0,164,1948.0,2.7796610169491527,8539,144.72881355932202,180,3.0508474576271185,1964.0,16,378,20,14.018867924528301,594.6037735849056,1964.0,19.0,20,4
231733,101701,37471,2,Lawrence Berkeley National Laboratory,148283060.0,1975,1977,32,2,0,-1,0,0,445,1936.0,5.426829268292683,6687,81.54878048780488,400,4.878048780487805,2000.0,1,4,1,1.0,4.0,1977.0,41.0,35,0
232886,102000,66647,1,Leiden University,121797337.0,-1,1984,6,2,1,-1,1,1,92,1950.0,1.5081967213114753,10964,179.7377049180328,53,0.8688524590163934,1982.0,17,1068,5,13.075,671.925,1982.0,34.0,22,8
233612,102234,51799,1,University of Cambridge,241749.0,1964,1967,11,6,9,1,1,1,23,1988.0,1.7692307692307692,249,19.153846153846153,12,0.9230769230769231,1965.0,40,1589,21,12.56140350877193,956.9122807017544,1965.0,-21.0,0,0
233677,102243,102242,1,Temple University,84392919.0,-1,1964,1,1,5,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1973.0,5,901,4,1.2391304347826086,35.82608695652174,1964.0,-1.0,0,0
233679,102244,102243,1,Massachusetts Institute of Technology,63966007.0,-1,1981,5,3,1,1,1,1,57,1973.0,1.2391304347826086,1648,35.82608695652174,54,1.173913043478261,1975.0,2,20,4,13.72340425531915,318.17021276595744,1975.0,8.0,5,0
233680,102244,9005,1,Massachusetts Institute of Technology,63966007.0,-1,1981,10,1,1,-1,1,1,1875,1962.0,31.25,226338,3772.3,1731,28.85,1975.0,2,20,4,13.72340425531915,318.17021276595744,1975.0,19.0,96,1
233681,102244,62880,1,Massachusetts Institute of Technology,63966007.0,-1,1981,1,1,1,-1,1,1,368,1964.0,7.076923076923077,20122,386.96153846153845,278,5.346153846153846,1975.0,2,20,4,13.72340425531915,318.17021276595744,1975.0,17.0,53,0
233729,102255,102261,2,University of Cambridge,241749.0,-1,1971,1,1,1,-1,1,1,149,1965.0,2.709090909090909,2429,44.163636363636364,257,4.672727272727273,1967.0,14,321,7,9.236363636363636,269.7090909090909,1967.0,6.0,10,2
233731,102244,102255,2,Brandeis University,6902469.0,1981,1983,1,1,1,-1,1,1,508,1967.0,9.236363636363636,14834,269.7090909090909,358,6.509090909090909,1975.0,2,20,4,13.72340425531915,318.17021276595744,1975.0,16.0,62,4
