Mentor,PubsOfMentorInTraning,Mentee,CollaPubsOfWithMentor
125219,53,737980,0
125221,13,125219,4
125221,20,125263,0
125221,21,271489,0
125221,14,304924,0
125221,7,552153,0
125221,7,725586,0
125221,21,838260,0
125263,99,144146,0
125263,86,144147,0
125263,90,144148,0
125263,82,144149,0
54143,46,54142,0
54143,33,399020,4
54143,29,263796,0
54143,57,784561,0
59146,32,59145,3
59146,36,139059,0
125274,19,125278,5
125274,3,144150,0
125274,27,393170,2
125274,30,689023,3
125274,16,756427,1
125274,30,801997,4
125274,30,812180,0
125278,66,125280,0
125278,46,125281,0
125278,83,125284,3
125278,83,125286,3
125278,50,125289,4
125278,66,125291,13
125278,46,125346,4
125278,82,125397,9
125278,94,125805,2
125278,58,125823,0
125278,74,125828,0
125278,94,125830,5
125278,86,125833,0
125278,39,125845,0
125278,66,126657,4
125278,74,35385,3
125278,66,127119,4
125278,49,127558,0
125278,86,127756,0
125278,86,127972,2
125278,75,144151,0
125278,75,144152,0
125278,50,144153,0
125278,50,126319,0
125278,41,144154,0
125278,41,144155,0
125278,49,144156,0
125278,49,144157,0
125278,49,127079,0
125278,52,144158,0
125278,61,144159,0
125278,61,127047,0
125278,49,144160,0
125278,39,144161,0
125278,39,144162,0
125278,49,173079,0
125278,46,190453,0
125286,9,144164,0
125286,0,741905,0
125286,0,754704,0
125291,67,133358,14
125291,73,133367,4
125291,35,133394,13
125291,67,133400,1
125291,54,133366,3
125291,43,144165,0
125291,55,144166,0
125291,55,144167,0
125291,55,133369,0
125291,55,133384,0
125291,60,133352,0
125291,59,826178,0
125291,0,826179,0
125308,16,125346,0
125397,52,678091,0
125397,103,678092,0
125397,54,724034,0
125397,73,724033,0
125397,86,724032,0
125397,52,724031,0
125397,109,724030,0
125399,47,125397,10
125399,24,144169,0
125399,24,144170,0
125399,31,144171,0
125399,46,415214,1
125405,53,125399,0
125405,54,125400,6
125405,24,144176,0
125405,20,144177,0
125405,9,144178,0
125405,9,144179,0
125405,60,169936,0
125405,50,177475,5
125405,53,175886,0
125405,59,221487,1
125405,50,415214,1
125405,50,565373,1
125405,47,590287,0
125405,56,572389,0
125405,56,437523,1
125405,43,437571,3
125405,56,727281,0
125405,9,724194,0
125405,52,724021,1
125405,50,723945,1
125405,50,717497,6
125405,52,717496,5
125405,29,437277,2
125427,0,125405,0
125427,2,768877,0
125400,27,125397,0
125400,40,144173,0
125400,40,144174,0
125400,29,144175,0
125400,44,615670,4
125400,26,678037,0
125400,23,678038,0
125400,22,678039,0
125400,18,678041,0
125400,26,678048,0
125400,43,678049,2
125400,39,144172,0
125400,27,133394,0
125493,0,125680,0
125494,1,125493,0
125494,0,677276,0
125494,1,771080,0
125494,1,771076,0
125494,0,125221,0
125700,0,125688,0
125700,0,832519,0
125809,41,125823,0
125809,16,129884,0
125809,34,144181,0
125809,44,144182,0
125809,37,144183,0
125809,34,144184,0
125809,22,272410,2
125809,20,349211,0
125809,19,286142,0
125809,27,738296,4
125809,20,203688,6
125809,36,752831,0
125809,29,770753,2
125809,19,264235,2
125810,8,125809,0
125810,8,271519,0
125810,15,235424,0
125810,9,190452,1
125810,8,688551,0
125810,8,688554,0
125810,15,689780,0
125810,23,814687,0
125837,52,125841,0
125837,38,144187,0
125837,52,126301,0
125837,49,144188,0
125837,49,127045,0
125837,49,144189,0
125837,55,144190,0
125837,27,144191,0
125837,27,144192,0
125837,19,144193,0
125837,72,380321,0
125837,63,186146,0
125837,39,717113,0
125837,65,168209,8
125853,28,125886,0
125853,9,173298,0
125853,15,686680,0
125853,9,811826,0
125853,13,824272,0
125853,15,830106,0
125886,22,125999,0
125886,27,144196,0
125886,27,144197,0
125886,21,735827,7
125886,24,736743,3
125886,24,838618,0
125999,101,126091,4
125999,115,144198,0
125999,115,144199,0
125999,101,144200,9
125999,101,144201,0
125999,55,144202,0
125999,34,144203,0
125999,92,344173,6
125999,0,226264,0
125999,117,349116,0
125999,109,300735,2
125999,100,725825,0
125999,100,750725,2
126007,63,127961,0
126007,113,264267,2
126007,89,185626,9
126007,67,676440,7
126007,75,286929,4
126007,76,687068,0
126007,97,348805,0
126007,194,349053,22
126007,36,144199,0
126007,74,791227,2
126091,93,144205,0
126091,93,144206,0
126091,90,126098,0
126091,91,144207,0
126091,87,144208,0
126091,93,144209,0
126091,96,144210,0
126091,90,144211,0
126091,93,355171,0
126091,99,60830,12
126091,0,691104,0
126091,0,691106,0
126091,0,448720,0
126091,117,776398,0
126091,94,791453,0
126014,53,126007,3
126014,46,235428,1
126014,108,151777,2
126014,78,678341,3
126014,77,204822,10
126014,63,758061,2
126014,31,721445,0
126014,78,767692,9
126320,74,126319,0
126320,76,127558,0
126320,82,127832,0
126320,50,144214,0
126320,68,144215,0
126320,74,144216,0
126320,76,127079,0
126320,76,144217,0
126320,75,144218,0
126320,83,144219,0
126320,53,156434,0
126320,0,448720,0
126320,72,58563,0
126326,47,126320,0
126326,9,144220,0
126326,9,144221,0
126326,22,680003,3
126326,47,437277,0
126339,2,126326,0
126339,21,144223,0
126339,13,556713,0
126339,2,714789,0
126339,0,768017,0
126339,18,144150,0
126339,0,51793,0
126339,24,839527,1
126325,33,126320,0
126325,33,573231,0
126353,0,126325,0
126381,50,126382,0
126381,40,144243,0
126381,53,144244,0
126381,53,144245,0
126381,53,144246,0
126381,50,144247,0
126380,20,126381,0
126380,24,126657,4
126380,24,127119,1
126380,37,144225,0
126380,37,144226,0
126380,33,144227,0
126380,35,144228,0
126380,35,144229,0
126380,35,144230,0
126380,29,144231,0
126380,31,144232,0
126380,31,144233,0
126380,29,144234,0
126380,22,144235,0
126380,25,144236,0
126380,25,144237,0
126380,31,144238,0
126380,31,144239,0
126380,32,144240,0
126380,36,144241,0
126380,36,144242,0
126380,17,175886,0
126380,32,146963,0
126380,14,286935,0
126380,15,287605,0
126380,14,398995,0
126380,25,459892,5
126380,0,187871,0
126380,0,773150,0
126380,0,66426,0
126380,15,783086,0
126455,0,126453,0
126455,21,127005,0
126455,0,175880,0
126455,0,459928,0
126455,0,590280,0
126455,0,21085,0
126451,14,126452,0
126451,28,144678,0
126451,14,210909,0
25893,0,5408,0
25893,0,126455,0
25893,0,127592,0
25893,0,162378,0
25893,0,164945,0
25893,0,176004,0
25893,0,675850,0
25893,0,583243,0
25893,0,676435,0
25893,0,831838,0
25893,0,837964,0
126456,15,34827,2
126456,28,144261,0
126456,28,144262,0
126456,21,144263,0
126456,22,144264,0
126456,22,144265,0
126456,24,144266,0
126456,33,144267,0
126456,39,144268,0
126456,43,144269,0
126456,34,144270,0
126456,43,144271,0
126456,43,144272,0
126456,6,416374,0
126456,7,587742,0
126456,7,766044,0
34827,0,34825,0
34827,64,126392,0
34827,51,126393,0
34827,29,770069,0
34987,16,34986,0
34987,22,472281,0
34987,10,677450,0
34987,21,767062,0
34987,16,348984,0
126533,25,59696,6
126533,22,228197,0
126533,25,688231,0
126533,26,690675,3
34986,6,34985,0
34986,10,677719,3
126657,17,48425,0
38090,0,79075,0
38090,0,169215,0
38090,0,190026,0
38090,0,689805,0
38090,0,745535,0
38090,0,538743,0
38090,0,5407,0
79075,9,113200,0
79075,30,113201,0
79075,41,113202,0
79075,6,126715,0
79075,10,190454,0
79075,10,176748,0
79075,0,831330,0
79075,0,831331,0
79075,10,831333,0
79075,45,831350,0
79075,7,831360,0
79075,9,831364,0
79075,10,831366,0
79075,10,831368,0
79075,10,831369,0
79075,11,831370,0
79075,10,831371,0
79075,7,831372,0
79075,49,170183,0
79075,0,187822,0
79075,9,831373,0
79075,6,831374,0
79075,63,584305,0
79075,8,393179,0
79075,35,831376,0
79075,5,831377,0
79075,0,831378,0
79075,10,831379,0
79075,45,831381,0
79075,9,831382,0
79075,30,831383,0
79075,63,831384,0
79075,10,831385,0
79075,10,443783,0
79075,10,595175,0
79075,10,831386,0
79075,10,784714,0
79075,10,831387,0
35614,117,35613,0
35614,117,126940,0
35614,109,126941,0
35614,109,126942,0
126950,0,35614,0
126950,0,634856,0
126950,0,734170,0
126950,0,183092,0
35385,9,35384,0
35385,23,133394,0
127005,14,127011,0
127005,16,144296,0
127005,12,144297,0
127005,25,144298,0
127005,25,144299,0
127005,37,144300,0
127005,14,676810,0
127005,15,738239,0
127005,0,760815,0
127009,13,127005,0
127009,14,144309,0
127009,46,144310,0
127009,11,520536,0
127009,7,456343,0
127049,74,127047,0
127049,70,206060,0
127049,0,690193,0
127049,36,468567,0
71803,63,109130,0
71803,51,109131,0
71803,39,109132,0
71803,68,71802,0
71803,0,151373,0
71803,42,491280,0
71803,0,187806,0
71803,36,67359,9
71803,29,226224,3
127387,137,127388,0
127387,212,144315,0
127387,234,144316,0
127387,234,144317,0
127387,270,144318,0
127387,257,144319,0
127387,51,688209,0
127385,50,127836,0
127385,47,127386,0
127385,8,5680,0
127385,33,393173,10
127384,0,127387,0
127384,0,127385,0
127384,0,127840,0
127384,0,560869,0
127384,0,448809,0
127381,0,127382,0
127381,0,713129,0
127378,0,127379,0
127378,0,787849,0
127498,34,144320,0
127498,42,144321,0
127498,43,144322,0
127498,38,144323,0
127498,38,144324,0
127498,38,144325,0
127498,27,144326,0
127498,26,144327,0
127498,26,144328,0
127498,40,144352,0
127498,0,171007,0
70259,20,127592,0
70259,8,70254,0
70259,17,169034,1
70259,11,170057,0
70259,17,194108,0
70259,14,400865,4
127587,7,70259,0
127592,32,144331,0
127592,23,127596,0
127592,13,144332,0
127592,23,192950,0
127592,23,221482,0
127592,25,436707,0
127592,23,167143,0
127592,22,510667,0
127592,44,714707,9
127592,44,195534,10
127592,0,144368,0
127592,49,782624,8
127592,21,820469,12
70254,23,70255,5
70254,14,70256,1
70254,23,70258,3
70254,23,70253,0
70254,27,108112,0
70254,5,211370,0
70254,14,70257,2
70254,5,578938,0
70254,22,838336,0
70254,22,838337,9
70254,23,838338,1
70254,14,838339,9
86525,0,86526,0
86525,0,127676,0
86525,0,138669,0
86525,0,165338,0
86525,4,595135,0
86525,4,16619,0
86525,0,398844,0
86525,0,677433,0
86525,0,677435,0
86525,0,686427,0
86525,0,687352,0
86525,0,767461,0
127739,10,144351,0
127739,8,173420,0
127739,11,35240,1
127739,7,491110,0
127739,7,607029,0
127739,7,622837,0
127739,11,605795,0
127739,6,667102,0
127739,7,448773,0
127739,4,686320,0
127739,11,714821,0
127739,11,745535,0
127739,2,792556,0
127739,7,823223,0
127739,0,675422,0
127766,0,807171,0
127766,0,807168,0
127813,0,127814,0
127813,0,144354,0
127813,0,144355,0
127813,8,144356,0
127813,13,144357,0
127747,0,127744,0
127747,0,127765,0
127747,38,797979,0
127753,0,127752,0
127753,13,690543,0
127753,17,690544,0
127753,19,690545,0
128031,3,128061,1
128031,2,285072,0
128037,0,675421,0
128037,0,688968,0
128037,1,825694,0
128037,0,786922,0
128037,0,839133,0
128045,66,128044,0
128061,0,128062,0
128061,0,395628,0
128060,0,128061,0
128060,0,153390,0
128060,0,170291,0
128060,0,182155,0
128060,0,187873,0
128060,0,300027,0
128060,0,71386,0
128059,4,128060,2
128059,2,84040,0
128059,5,664893,0
128059,6,791867,0
128059,5,825694,0
128059,6,825743,0
128058,1,128059,0
128058,0,678973,0
128058,0,679617,0
128062,9,144431,0
128062,17,482952,0
127380,10,127381,2
127380,3,792181,0
128166,51,144437,0
128166,50,144438,0
128166,39,144439,0
128166,39,128167,0
128165,13,128166,2
128165,0,140409,0
128165,16,144435,0
128165,3,144436,0
128165,12,177451,0
128165,5,25556,0
128165,5,195477,1
128165,0,689122,0
128165,1,250588,0
128165,14,349180,4
128165,16,380151,0
128165,11,742110,1
128165,13,235400,0
128165,16,808437,0
128164,14,128165,1
128164,17,52339,0
128164,18,140409,0
128164,20,164345,0
128164,17,182743,0
128164,23,299664,0
128164,23,483597,0
128164,16,525200,0
128164,29,688621,0
128164,18,691151,0
128164,26,703128,0
128164,9,713108,1
128164,29,713114,0
128164,15,721030,0
128164,25,721653,1
128164,15,193581,2
128163,80,128164,0
128163,95,68540,0
128163,22,128242,0
128163,77,689927,0
128163,78,690539,0
128163,70,717261,0
128163,78,720976,0
68540,23,68539,0
68540,20,128226,0
68540,21,128272,1
68540,24,128926,0
68540,8,128979,4
68540,18,703188,0
68540,16,703298,0
68540,11,703307,4
68540,15,717118,0
128226,1,59134,0
128226,3,128267,1
128226,3,690703,0
128226,2,717118,0
59134,0,26307,0
59134,18,199201,0
59134,24,771645,0
59134,1,790915,0
59134,19,828886,0
128235,27,131279,4
128235,32,665763,0
128235,26,235424,0
128235,34,686434,2
128235,25,717261,0
128235,37,164428,1
128242,23,128250,0
128242,38,210150,0
128242,48,233596,0
128242,60,689171,0
128242,42,714719,0
128242,30,717201,0
128250,0,191944,0
128250,0,271519,0
128250,0,689822,0
128250,0,714719,0
128250,0,128235,0
128262,5,703146,0
128267,1,129490,0
128267,2,493345,0
128272,2,165511,0
128272,1,237284,0
128272,2,285292,0
128272,0,234543,0
128272,0,344147,0
128272,4,687229,0
128272,2,717256,0
128272,3,824088,0
128503,50,191987,0
128503,58,271522,0
128503,44,493347,0
128503,47,689113,0
128503,60,689857,1
128503,52,690713,0
128503,56,712937,0
128503,70,714721,0
128503,51,493346,0
128503,71,689115,0
128503,52,744539,0
128503,0,667011,0
128534,7,37437,0
128534,7,152832,0
128534,26,75073,3
128534,0,817685,0
37436,1,128520,0
37436,0,138057,0
37436,0,179467,0
37436,1,37435,0
37436,4,665222,0
128520,31,37141,0
128520,15,144485,3
128520,24,176769,0
128520,52,398864,14
37225,73,128453,0
37225,73,128454,0
37225,101,128455,0
37225,101,37217,0
37225,106,128456,0
37225,106,128457,0
37225,106,128458,0
37225,131,128459,0
37225,131,128460,0
37225,136,128461,0
37225,136,128462,0
37225,139,128463,0
37225,139,128464,0
37225,139,128465,0
37225,145,128466,0
37225,0,783069,0
37225,145,107697,0
128865,69,786694,17
128926,5,130028,0
128926,4,688210,0
128926,0,689975,0
128926,5,690134,0
128926,2,690318,0
128926,4,810726,0
128979,29,128999,3
128979,31,689833,5
128979,29,706427,2
128979,51,743267,5
128999,6,285295,0
128999,4,213937,0
128999,10,685541,0
128999,0,797707,0
129002,0,129000,0
129002,0,129003,0
129002,51,678273,4
129002,5,437414,0
129025,23,273103,5
129025,14,690238,0
129031,25,399572,8
129031,0,349213,0
129031,24,689240,12
129031,95,235464,4
129031,0,250535,0
129031,62,802386,2
129184,4,129164,0
129210,21,138794,1
129210,210,144535,0
129210,27,165023,0
129210,182,169078,0
129210,21,177560,0
129210,44,346851,9
129210,47,564539,0
129210,27,679453,0
129210,27,817685,8
70885,0,70884,0
70885,1,448716,0
70885,5,190450,0
70885,2,690051,0
70885,0,677508,0
70885,0,113965,0
70885,1,590233,0
129374,1,129375,0
129374,0,602283,0
129375,0,129210,0
129382,2,512803,0
129382,2,832420,0
129383,0,129382,0
129383,1,165432,0
129451,8,287615,1
129451,14,286924,0
95604,21,95453,2
95604,0,463987,0
95604,27,721911,0
95604,20,742595,0
95604,15,790275,1
129511,1,129513,0
129511,7,811694,1
129513,0,129515,0
129513,8,273150,0
129513,4,690122,0
129513,1,713107,0
129513,1,713338,0
129513,1,769063,0
129513,1,770762,0
129513,4,443591,0
129513,1,798077,0
129515,1,145220,0
129294,0,144552,0
129294,0,127141,0
129811,27,395633,0
129810,20,129811,2
129810,0,437534,0
129884,46,144585,0
129884,55,144586,0
129884,57,144587,0
129884,16,213923,2
129884,40,249779,0
129884,0,395535,0
129941,0,129940,0
129964,4,211805,1
129964,4,685341,1
130028,0,130034,0
130028,1,690150,0
4472,101,93200,0
4472,58,4471,3
4472,58,179462,6
4472,58,443666,0
4472,58,437423,0
4472,101,685779,0
4472,67,730072,4
4472,0,742778,0
4472,50,68098,4
4472,47,766661,0
4472,105,685194,0
4472,0,788565,0
4472,0,788568,0
67205,126,146958,0
67205,143,146959,0
67205,143,146960,33
67205,169,146961,0
67205,199,146962,0
67205,224,146963,0
67205,224,146964,15
67205,262,146965,0
67205,262,146966,0
67205,289,146967,0
67205,284,146968,0
67205,284,146969,0
67205,284,146970,0
67205,284,187832,0
67205,262,67203,51
67205,284,677333,12
67205,315,750861,0
67205,0,783383,0
67205,0,784221,0
67205,0,784233,0
67205,0,784321,0
67205,0,125298,0
67205,284,827043,0
67205,224,834283,18
129984,0,129994,0
129984,15,437534,15
129984,8,754045,0
129984,0,180699,0
131278,60,131277,0
131278,47,395535,11
131669,0,131670,0
131670,2,300727,0
52339,5,52338,0
52339,6,52340,2
52339,29,132064,0
52339,1,264252,0
52339,0,766075,0
132235,1,132236,0
132234,11,132237,0
132234,12,203753,0
115515,0,115512,0
115515,4,115517,0
115515,8,115998,0
115515,6,168948,0
115515,4,731451,0
115515,7,751812,0
115515,9,751731,0
115515,9,144035,0
115515,0,788124,0
115515,0,788144,0
115515,4,833605,0
132360,1,115515,0
132360,3,66654,0
132418,2,144047,1
132418,0,718103,0
132418,7,723091,0
132418,0,752909,0
132418,1,833848,0
132368,1,132360,0
132368,1,132418,0
132368,1,789204,0
135441,1,52257,0
135441,0,529827,0
135441,0,272446,0
135441,0,713115,0
135445,6,135441,0
135445,6,148428,0
135445,9,661497,0
135445,9,676834,0
135451,14,135445,0
135451,16,77103,0
135451,13,225599,0
135451,13,604926,5
135451,23,752055,0
135451,1,829896,0
52257,4,52256,0
52257,39,131985,0
52257,46,131986,0
52257,49,131987,0
52257,110,131988,0
52257,197,131989,0
52257,197,131990,0
52257,11,380349,1
52257,10,380245,0
135703,18,52257,0
135703,3,529827,0
135703,0,713115,0
135721,0,135703,0
135727,3,135721,0
135727,0,654704,0
50834,31,131636,0
50834,38,131637,0
50834,34,131638,0
50834,41,131639,0
50834,57,131640,0
50834,32,802856,0
50834,16,802857,2
50834,16,802858,0
50834,11,792648,3
50834,7,802861,0
50834,8,802862,0
50834,8,802863,2
50834,11,802864,0
50834,15,802865,0
50834,38,802866,0
50834,62,802867,0
50834,78,802868,0
50834,78,802869,0
50834,66,802870,0
50834,66,802871,0
50834,56,802872,0
136171,5,50834,0
136171,16,172046,0
136171,16,172047,0
136171,14,172048,0
136171,18,172049,0
136171,18,172050,0
136171,27,172051,0
136171,28,172052,0
136171,28,172053,0
136171,37,172054,0
136171,41,172055,0
136171,49,172056,0
136171,52,172057,0
136171,16,405063,0
136171,51,405064,0
136171,2,286181,0
136171,9,516242,0
136171,1,839519,0
136170,26,50834,7
136170,0,756871,0
136164,5,136167,0
136164,1,36729,0
136164,3,272412,0
136164,3,195516,0
136164,1,689548,0
136164,4,739980,0
136161,0,136164,0
136161,0,187820,0
136153,1,136161,1
136153,0,136157,0
136153,0,496830,0
136153,0,675243,0
136148,13,182155,6
136266,138,136263,0
136266,94,161676,5
136266,99,785352,0
136142,12,136145,0
136142,15,184551,0
136142,4,663357,0
136142,2,665770,0
136142,8,675409,0
136142,12,675850,0
136142,12,5408,0
136142,1,837707,0
137699,20,137741,0
137741,3,689252,0
137985,15,138016,0
137985,15,491214,0
137985,12,110869,0
137985,15,689134,0
137985,18,713114,0
137985,8,826898,0
138057,0,176791,0
138057,0,464085,0
138450,64,172112,0
138450,59,172113,0
138450,35,176762,8
138450,43,538741,7
138450,35,286151,0
138450,30,831524,0
138450,21,831709,1
138465,6,349236,1
138465,3,482560,0
138465,4,456334,0
138496,0,138476,0
138665,1,138666,1
138665,4,172119,0
138665,4,172120,0
138665,26,172121,0
138665,36,172122,0
138665,45,172123,0
138665,2,449953,0
138666,159,172114,0
138666,235,172115,0
138666,306,172116,0
138666,559,172117,0
138666,670,172118,0
138666,0,172456,0
138669,0,138477,0
138669,6,183096,0
138669,5,801998,0
138669,0,801999,0
138669,25,802000,0
138669,25,802001,0
138669,25,802002,0
138669,18,186136,0
138669,19,802003,0
138669,18,802004,0
138669,17,802005,0
138677,0,191375,0
138677,1,660466,0
138677,0,817684,0
138677,1,830637,1
138729,5,138750,0
138729,5,439972,2
138729,3,752400,0
138729,3,522574,0
138750,12,175321,1
139579,5,139580,0
139579,5,281856,0
139579,4,496809,0
139579,2,678432,0
139579,4,284745,0
139580,0,59225,0
139580,0,169078,0
139580,0,170724,0
139580,0,174964,0
139580,0,219529,0
139580,0,380213,0
139580,0,263802,0
139580,0,180695,0
139580,1,687662,0
139580,0,790606,0
139580,1,753582,0
139580,0,83234,0
139580,2,835997,0
59225,63,59200,1
59225,22,139249,0
59225,60,139250,0
59225,54,139251,0
59225,54,139252,0
59225,19,715805,7
59225,13,833181,9
77028,0,112443,0
77028,3,77026,0
77028,0,448722,0
71849,0,71848,0
71849,28,109163,0
71849,14,109164,0
71849,14,109165,0
71849,12,109166,0
140075,3,140076,0
140074,17,140075,1
140074,9,795720,0
140409,25,60768,14
140409,67,161924,0
140409,67,161925,0
140409,63,161926,0
140409,21,203663,12
140409,12,578947,0
140409,23,213949,0
140409,28,578948,0
140409,33,578949,0
140409,36,393081,3
140409,59,578950,0
140409,58,691935,0
60768,210,140317,0
60768,231,140318,69
60768,214,140319,0
60768,220,140320,0
60768,220,140321,0
60768,216,140322,0
60768,233,140323,121
60768,252,140324,0
60768,208,299758,0
60768,231,299759,0
60768,87,60767,0
60768,177,286154,0
60768,258,188367,0
60768,258,738239,0
60768,110,777803,0
60768,0,803018,0
60768,246,836147,0
60902,0,60901,0
60902,25,140414,0
60902,37,140415,0
140642,2,140643,0
140650,17,140642,0
140650,14,161936,0
140650,7,161937,0
140677,0,691367,0
140677,0,140650,0
140677,0,213808,0
140677,0,213697,0
140677,0,783041,0
140651,2,140650,2
140651,0,783041,0
140763,52,140651,0
61551,53,61550,9
61551,26,140806,0
61551,23,140807,0
61551,17,140808,0
61551,23,140809,0
61551,23,468338,0
61551,53,437616,20
61551,59,180708,23
141596,19,61551,5
141628,23,141596,16
141628,8,552229,1
141628,0,765687,0
141627,25,141596,14
141627,7,299651,6
49885,48,94211,9
49885,93,161031,0
49885,76,161032,0
49885,198,161033,0
49885,209,161034,0
49885,48,167124,13
49885,85,800000,19
49885,38,284746,6
94211,0,94212,0
94211,0,94234,0
94211,0,94237,0
94211,89,94236,14
94211,83,151713,0
94211,75,151714,0
94211,69,151715,0
94211,69,151716,0
94211,79,151717,0
94211,78,151718,0
94211,81,151719,0
94211,83,151720,0
94211,83,151721,0
94211,83,151722,0
94211,79,151723,0
94211,54,151724,0
94211,54,151725,0
94211,59,151726,0
94211,0,110710,0
94211,83,780014,8
94211,75,174233,0
49884,0,49886,0
49884,25,49885,5
49884,120,94207,10
49884,176,248571,0
49884,30,398985,5
49884,0,679853,0
49884,0,732416,0
49884,176,777261,0
49884,26,796115,0
49884,0,802937,0
49884,196,475298,6
49884,90,823738,9
49884,0,823739,0
49884,191,835492,0
49888,12,49889,0
49888,2,12407,0
49888,4,175894,0
49888,6,645178,0
49888,7,508627,2
49888,5,731247,0
49888,4,751740,0
67867,94,94206,16
67867,63,94211,5
67867,54,62579,9
67867,102,185617,0
67867,99,271657,0
67867,56,536617,8
67867,57,70344,0
67867,53,59222,11
67867,43,67866,0
67867,71,729834,0
67867,89,167064,0
67867,51,462550,10
67867,57,803040,0
24526,10,24525,0
24526,15,24557,0
24526,19,52640,0
24526,10,58871,0
24526,14,169135,0
24526,10,816269,0
24526,12,826259,0
11451,72,1774,8
11451,0,24911,0
11451,0,55795,0
11451,0,57079,0
11451,85,62883,0
11451,45,73621,1
11451,72,73636,16
11451,66,82547,0
11451,0,94207,0
11451,102,76275,0
11451,99,110715,0
11451,105,110716,0
11451,105,116385,0
11451,103,116386,0
11451,103,116387,0
11451,102,116388,0
11451,97,116389,0
11451,85,116390,0
11451,86,116391,0
11451,90,116392,0
11451,97,147923,0
11451,0,169696,0
11451,39,179481,2
11451,73,768656,11
11451,0,52775,0
11451,64,687334,7
11451,0,148559,0
11451,0,743989,0
11451,86,758036,0
11451,105,94215,20
11451,92,825548,0
11451,48,811669,0
48874,10,48873,0
48874,14,51799,0
48874,13,81147,0
48874,19,26450,0
48874,13,60146,0
48874,0,76679,0
48874,21,62861,0
48874,12,794544,0
26449,24,145760,0
26449,33,34761,0
26449,10,248493,0
26449,18,468309,0
26449,35,25570,0
26449,21,82391,0
26449,24,677277,0
26449,23,677957,0
26449,7,348861,0
26449,18,754209,0
26449,10,782590,0
26449,7,788834,0
26449,30,789240,0
26449,9,789241,0
26449,15,789242,0
26449,9,789243,0
26449,10,789244,0
26449,10,789245,0
26449,17,789246,0
26449,27,789247,0
26449,34,771080,0
26449,34,789248,0
26449,34,789249,0
26449,33,789251,1
26449,28,771073,0
26449,28,771076,0
26449,23,789254,0
143693,4,170838,0
143693,0,192087,0
143693,0,792523,0
143693,0,839074,0
50320,11,10783,1
50320,9,56881,0
50320,3,50321,0
50320,9,163501,0
50320,11,85093,0
143969,168,161968,0
143969,181,161969,0
143969,113,161970,0
143969,108,161971,0
143969,114,161972,0
143969,33,176438,1
143969,125,226829,0
143969,45,349217,0
143969,45,203688,2
143969,58,488403,8
143969,24,510545,0
143969,52,195497,0
143969,52,552821,0
143969,30,250587,0
143969,52,273175,1
143969,24,250550,0
143969,97,448770,6
143969,45,826898,0
144047,0,144046,0
144047,7,718128,0
144428,21,162014,0
144428,21,162015,0
144428,20,162016,0
144428,5,162379,0
144428,3,176769,0
144428,11,348887,0
144428,4,380229,0
144428,8,560863,0
144428,6,757604,1
144428,3,175884,0
67480,0,94214,0
67480,12,175885,2
67480,0,686494,0
67480,0,556791,0
67480,1,176071,0
144617,2,67480,1
144617,0,764645,0
144617,0,801156,0
67481,0,142117,0
67481,0,188929,0
67481,0,219612,0
67481,0,285324,0
67481,0,467203,0
67481,0,662398,0
67481,0,663356,0
67481,0,675782,0
67481,0,676764,0
67481,0,684830,0
67481,0,691153,0
67481,0,714763,0
67481,0,779064,0
67481,0,796708,0
67481,0,818890,0
67481,0,176071,0
67481,0,835230,0
144678,32,676834,0
145220,0,163377,0
145220,12,203699,0
145220,6,249779,0
145220,0,190435,0
145220,0,234515,0
145220,13,777803,0
145220,5,785190,0
65833,40,145332,0
65833,44,145333,0
65833,33,145334,0
65833,34,145335,0
65833,41,65832,0
17375,24,48634,0
17375,31,48635,0
17375,27,126657,0
17375,20,68036,0
17375,28,165551,0
17375,16,192950,0
17375,11,542235,0
17375,20,79957,1
17375,11,395621,0
17375,16,677957,0
17375,19,754209,0
17375,16,768959,0
17375,20,771066,0
17375,24,771067,0
17375,24,771068,0
17375,24,771069,0
17375,24,771070,0
17375,26,179486,0
17375,16,832402,1
17375,14,771073,0
17375,14,771074,0
17375,14,771076,0
17375,17,176720,0
17375,20,771077,0
17375,20,771078,0
17375,26,771080,0
17375,16,771081,0
17375,20,771082,0
17375,17,771083,0
17375,20,771084,1
17375,20,771085,0
17375,15,771086,0
17375,15,771087,0
17375,24,351066,1
66128,9,145645,0
66128,6,145646,0
66128,7,66127,4
145680,20,66128,1
145680,12,162042,0
145680,14,162043,0
145680,14,169160,4
145680,6,92432,0
145680,16,431440,10
145680,14,226224,0
145680,4,185611,0
24523,0,55447,0
24523,0,56474,0
24523,0,52672,0
24523,0,67065,0
24523,0,68111,0
24523,0,73768,0
24523,0,94980,0
24523,0,126540,0
24523,0,28564,0
24523,0,28562,0
24523,0,164841,0
24523,0,166939,0
24523,0,24296,0
24523,0,24524,0
24523,0,190278,0
24523,0,443762,0
24523,0,676560,0
24523,0,578010,0
24523,0,717227,0
24523,0,722939,0
24523,0,36878,0
24523,0,70082,0
24523,0,753704,0
24523,0,536316,0
24523,0,685848,0
24523,0,41308,0
24523,0,832122,0
145760,14,150546,0
145760,2,192942,0
145760,14,187851,3
145760,8,663713,1
145760,10,169713,0
145760,9,675657,0
145760,13,738798,1
145760,7,235037,0
49876,0,49873,0
49876,0,61885,0
49876,0,61889,0
49876,5,94980,0
49876,8,173238,0
49876,7,187254,0
