Mentor,PubsOfMentorInTraning,Mentee,CollaPubsOfWithMentor
715714,24,717033,0
715714,26,717034,0
715714,53,717035,0
715714,54,689265,0
715714,54,739976,0
715714,49,739977,0
715714,34,739978,0
715714,42,739975,0
715714,28,790163,0
398845,12,414340,0
398845,68,689265,0
715746,0,715745,0
715747,0,715746,0
715747,2,747411,0
715747,0,811443,0
715752,2,715753,0
715753,55,715754,17
176722,0,715081,0
714789,6,714726,0
348783,11,364488,0
715863,0,715865,0
715863,0,715866,0
715863,0,715867,0
715863,34,715868,0
715863,0,715869,0
715863,0,715870,0
715864,59,715863,11
715864,117,715891,0
715864,109,715892,0
715864,109,715893,0
715864,117,715894,0
715864,126,715896,5
715864,126,715897,0
715864,117,715898,0
715864,117,46871,6
715864,127,715899,0
715864,90,715901,0
715864,58,715902,9
715864,59,715904,0
715864,90,715910,4
715864,59,715926,13
715864,99,715934,7
715872,0,715874,0
715886,13,715884,0
715904,0,715896,0
715915,58,715918,0
715915,58,715919,0
715916,0,717338,0
715917,0,716879,0
715917,0,716880,0
715917,0,740284,0
715917,44,778371,6
715913,20,715912,2
715913,18,715915,4
715913,0,715916,0
715913,0,715917,0
715913,0,715920,0
715913,0,715921,0
715913,0,715923,0
715913,0,715924,0
715913,22,715925,0
715913,0,717337,0
715913,0,818014,0
715924,0,778387,0
715926,26,715928,0
715926,29,715927,0
715926,35,715930,0
715926,23,715931,0
715926,0,715932,0
715926,0,804730,0
715926,14,804731,0
715926,36,804732,0
715945,22,715944,3
348844,43,355633,0
348844,41,355634,0
348844,41,355635,0
348844,0,716866,0
716880,32,740275,0
716880,32,740276,0
716880,0,740277,0
716886,46,716885,0
716897,0,716895,0
221633,131,221634,22
221633,0,716941,0
221633,21,716942,8
221633,0,70437,0
716945,0,837517,0
716945,0,837519,0
716945,0,837520,0
716890,9,716948,0
716890,14,716889,9
716890,17,716964,0
716889,38,716892,0
716889,34,716888,8
716889,63,716894,0
716889,102,716893,0
716889,168,760872,0
716889,63,778096,0
716964,33,716963,0
715910,59,715911,0
394668,24,203672,1
717047,4,628824,1
250565,46,259806,0
250565,46,259807,0
250565,37,259808,0
250565,32,259809,0
250565,26,259810,0
250565,20,259811,0
552181,7,554605,5
552181,7,554606,0
552181,9,554607,0
552181,0,723984,0
552181,0,762257,0
717113,4,48425,0
717113,4,797276,0
717113,4,797277,0
348985,78,359708,0
348985,91,359709,0
348985,106,359710,0
348985,106,359711,0
348985,124,359712,0
348985,124,359713,0
348985,209,359714,0
348985,216,359715,0
348985,216,359716,0
348985,216,359717,0
348985,211,359718,0
348985,86,511882,0
587790,32,602832,0
437477,26,439609,0
437477,31,439610,0
381156,0,723969,0
723945,0,723950,0
723945,0,723949,0
723945,0,723948,0
723945,0,723947,0
723945,0,723946,0
82535,0,58525,0
82535,32,86540,13
82535,78,742911,0
82535,85,723937,0
82535,85,759500,0
82535,85,808392,0
82535,43,811218,0
286829,2,294233,0
286829,0,717243,0
286829,0,830130,0
717361,0,761541,0
717361,11,778363,0
685684,1,249759,0
380375,28,474607,0
380375,30,474608,0
380375,30,474609,0
380375,33,474610,0
380375,39,474611,0
380375,45,474612,0
380375,64,474613,0
380375,64,474614,0
380375,64,474615,0
380375,22,721192,1
170250,43,726639,0
170250,43,726638,0
717464,46,717543,0
717464,42,717508,0
717464,47,717547,0
393106,27,400694,0
393106,24,400695,0
393106,28,400696,0
393106,29,400697,0
393106,34,400698,0
717497,41,717713,0
717497,50,717712,0
717497,37,717498,0
717497,37,717499,2
717497,31,717500,0
717497,43,717728,0
717497,43,717729,0
714861,5,187763,0
717496,30,717495,0
717496,54,717728,0
717496,54,717729,0
717496,44,723840,3
717496,32,723839,0
717496,57,717712,0
717496,52,717713,0
717465,23,717464,3
717510,19,717464,3
717548,84,717547,0
437277,56,367947,0
437277,51,440941,0
448111,8,448112,0
448111,0,717613,0
448111,0,717614,0
456323,47,458403,0
456323,57,458404,0
456323,0,807016,0
717613,29,713088,9
717638,10,690882,0
190810,0,738687,0
300729,213,304043,0
349180,162,359773,0
349180,143,359774,0
349180,143,359775,0
349180,136,359776,0
349180,131,735612,0
349180,0,735613,0
516244,1,518979,0
300771,29,304156,0
300771,21,304157,0
300771,32,717920,0
717923,0,717921,0
717921,7,717920,0
723748,5,510663,0
510663,5,511404,0
510663,5,511405,0
497965,60,437501,9
497965,20,590224,0
547679,16,551324,0
547679,16,551325,0
547679,28,497965,10
547679,1,583266,0
547679,29,477550,2
437501,33,440303,0
437501,15,746806,7
437501,35,758337,0
437501,35,758338,0
437501,41,758339,0
437501,38,758340,0
437501,34,758341,0
437501,35,758342,0
437501,0,758343,0
723727,14,167142,0
167142,142,170682,0
675315,6,300747,2
675315,5,675316,0
675315,20,501893,0
522606,66,523177,0
522606,78,523178,0
522606,78,523179,0
522606,78,523180,0
677731,0,437588,0
393181,303,401749,0
393181,80,771494,1
393181,84,771349,0
393181,58,771509,0
393181,73,783038,0
393181,228,809385,0
718324,4,36674,0
157814,0,157815,0
157814,18,157816,0
157814,18,157817,0
157814,18,157818,0
157814,22,157820,0
157814,0,157821,0
157814,0,157822,0
157814,0,157823,0
157814,6,157824,0
157814,10,157825,0
157814,6,157826,0
157814,6,157827,0
157814,6,157828,0
157814,6,157829,0
157814,6,157830,0
157814,6,157831,0
157814,4,157832,0
157814,4,157833,0
157814,4,157834,0
157814,5,157835,0
157814,5,157836,0
157814,6,157837,0
157814,6,157839,0
157814,6,157840,0
157814,6,157841,0
157814,6,157842,0
157814,6,157843,0
157814,7,157844,0
157814,6,157845,0
157814,6,157846,0
157814,6,157847,0
157814,4,157848,0
157814,4,157849,0
157814,1,157850,0
157814,1,157851,0
157814,1,157852,0
157814,1,157853,0
157814,1,157854,0
157814,1,157856,0
157814,0,157857,0
157814,0,157858,0
157814,1,157859,0
157814,2,157860,0
157814,2,157861,0
157814,2,157862,0
157814,2,157863,0
157814,2,157864,0
157814,2,157865,0
157814,2,157866,0
157814,2,157868,0
157814,2,157869,0
157814,2,157870,0
157814,2,157871,0
157814,2,157872,0
157814,2,157873,0
157814,1,157874,0
157814,0,157875,0
157814,0,157876,0
157814,0,157877,0
157814,0,157878,0
157814,0,157879,0
157814,0,157880,0
157814,0,157881,0
157814,0,157883,0
157814,0,157884,0
157814,1,157855,0
157814,0,157882,0
157814,0,157887,0
157814,0,157888,0
157814,0,157889,0
157814,6,157838,0
157814,18,777437,0
526002,0,526616,0
526002,0,526617,0
718555,1,718474,0
718474,22,720662,0
718474,36,718473,7
718474,40,720891,0
718475,43,718473,2
38171,25,128920,0
38171,27,128921,0
38171,0,720911,0
607829,21,611914,0
607829,26,611915,0
607829,26,611916,0
607829,0,720959,0
17229,8,65268,1
17229,8,300033,1
17229,6,52382,0
733434,127,721913,0
512805,121,513802,0
512805,117,513803,9
512805,129,513804,0
512805,125,513805,0
512805,125,513806,0
512805,125,513807,0
512805,140,513808,0
512805,153,513809,0
512805,161,513810,0
512805,161,513811,0
512805,161,513812,0
512805,156,513813,0
512805,154,513814,0
512805,154,513815,0
512805,126,513816,0
512805,0,213252,0
512805,84,583280,17
721166,0,721169,0
721166,0,721170,0
721166,0,733378,0
721166,0,733641,0
721166,0,733642,0
721166,0,733643,0
721166,0,733644,0
721166,0,733719,0
721911,37,721912,0
721911,23,721913,0
721911,23,721915,0
180676,29,180769,0
180676,49,180770,0
180676,48,180771,0
180676,46,685230,0
380165,119,474738,0
380165,167,474739,0
380165,167,474740,0
380165,163,474741,0
380165,144,474742,0
380165,121,474743,0
380165,120,474744,0
393053,106,414828,0
393053,152,414829,0
393053,116,414830,0
605880,0,609407,0
605880,10,380165,2
605880,9,393053,2
605880,0,797502,0
605880,0,171046,0
213681,52,738689,0
213681,61,512848,8
502161,106,503199,0
502161,106,503200,0
502161,93,503201,0
502161,97,503202,0
502161,105,503204,0
502161,54,503205,0
51854,0,135727,0
51854,0,51855,0
51854,0,789717,0
529807,14,398967,4
529807,19,530782,0
722326,34,722324,2
722326,62,234538,0
722326,0,734176,0
380380,117,473569,0
380380,170,473570,0
380380,216,473571,0
380380,216,473572,0
380380,216,473573,0
380380,246,473574,0
380380,262,473575,0
380380,275,473576,0
380380,299,473577,0
380380,299,473578,0
380380,134,411184,0
380380,303,737634,0
380380,335,748213,0
249772,117,185616,14
249772,219,176741,0
249772,0,467022,0
249772,148,393119,27
167089,2,172471,0
167089,8,715913,0
722371,0,722372,0
722371,13,755270,0
722372,0,838624,0
722372,0,838625,0
722396,0,722397,0
722398,28,249772,3
722399,10,722400,1
722400,0,249772,0
393119,167,409095,0
393119,171,409096,0
393119,119,409097,0
393119,119,409098,0
393119,0,240761,0
393119,114,810523,0
726886,32,726885,0
76675,0,76673,0
76675,13,679287,0
76675,3,687371,0
76675,9,688873,0
76675,0,688465,0
716899,0,722537,0
716899,0,722538,0
716899,0,722539,0
722601,1,443748,0
722601,0,722602,0
443748,34,444446,0
443748,42,444447,0
722602,0,286200,0
722602,0,799995,0
286200,0,778791,0
180708,57,180834,0
722621,16,203676,4
203676,0,205549,0
203676,0,272394,0
723384,17,723385,0
176740,17,736542,0
176740,11,736543,0
679843,26,226236,3
679843,0,679844,0
101134,3,679843,0
272401,82,76941,0
234515,51,273101,10
234515,50,771900,1
615626,141,616759,0
615626,151,616760,0
615626,151,616761,0
615626,165,616762,0
348792,134,359722,0
348792,174,359723,0
348792,174,359724,78
348792,197,359725,0
348792,212,359726,0
348792,223,359727,0
348792,223,359728,0
348792,64,226234,2
348792,0,754040,0
395596,0,784101,0
235464,76,245346,0
235464,88,245347,0
235464,108,245348,0
235464,93,245349,0
235464,93,245350,0
235464,96,245351,0
235464,96,245352,0
235464,88,245353,0
235464,88,245354,0
235464,92,245355,0
235464,87,245356,0
235464,63,547360,2
235464,60,250555,3
235464,103,424465,0
235464,87,424466,0
235464,0,732193,0
235464,103,105897,0
286915,26,294490,0
286915,35,294491,0
286915,39,294492,0
286915,39,294493,0
286915,43,294494,0
286915,58,294495,0
286915,43,300119,0
286915,40,294295,0
286915,40,530940,0
249756,39,167120,0
273125,0,281342,0
273125,0,722822,0
273125,0,787478,0
723343,86,723345,0
723343,27,786009,3
723343,43,787828,0
186145,47,187333,0
186145,45,187334,0
186145,53,187335,0
186145,53,187336,0
186145,54,187337,0
186145,53,187338,0
186145,45,187339,0
186145,45,187340,0
186145,23,187341,0
687145,107,687144,0
722940,12,300448,0
722940,32,723236,0
722939,17,745157,0
722939,2,722940,0
722939,22,723228,0
722939,19,723227,0
722939,29,756913,0
722939,21,786342,0
722939,1,794764,0
722769,28,226248,4
722949,14,263798,1
272391,0,796713,0
167117,53,272391,5
75753,0,64768,0
75753,0,111659,0
75753,0,111660,0
75753,0,111661,0
75753,0,111662,0
75753,0,111663,0
75753,0,111664,0
75753,0,111665,0
75753,0,111666,0
75753,0,111667,0
75753,0,111668,0
75753,0,86776,0
75753,0,822292,0
573173,44,577167,0
573173,59,577168,0
573173,36,286191,10
723275,0,115240,0
723275,1,760342,0
723118,40,285115,15
285115,55,285114,0
285115,44,285267,0
285115,57,285268,0
285115,57,285116,25
285115,0,795382,0
443736,88,827200,0
443736,72,809275,32
443736,72,827201,0
443736,81,827202,0
443736,92,827203,0
285119,19,726983,15
285119,20,726982,0
285119,22,726981,0
285119,10,819106,0
723153,200,723266,0
723153,46,431443,0
723153,133,723154,0
723153,76,723212,0
723153,0,174629,0
723153,227,768319,0
723152,23,348938,8
723152,23,723153,4
723152,0,348931,0
235435,29,245260,0
235435,29,245261,0
235435,29,245262,0
235435,32,245263,3
235435,41,245264,0
235435,41,245265,0
235435,31,245266,0
235435,37,722964,0
235435,32,502564,11
723213,0,723214,0
723214,0,723216,0
726943,9,726947,0
726943,5,726942,0
437408,34,439440,0
437408,41,439441,0
437408,26,727774,0
437408,38,770018,0
437408,24,770019,0
437408,24,770020,0
437407,55,442791,0
625350,66,627180,0
625350,65,627181,0
625350,61,727844,0
727409,105,781479,0
69530,68,150400,0
69530,87,71476,0
69530,0,727844,0
723712,2,726672,0
723712,5,677731,0
723712,2,727955,0
565463,27,567776,0
67725,20,67719,0
67725,19,583299,4
67725,91,94235,0
67725,19,801201,7
273129,29,281351,0
273129,25,281352,0
273129,25,281353,0
273129,25,281354,0
273129,35,281355,0
273129,35,281356,0
273129,42,281357,0
273129,42,281358,0
273129,37,281359,0
273129,37,281360,0
273129,37,281361,0
273129,27,281362,0
273129,28,281363,0
273129,28,281364,0
273129,28,281365,0
273129,21,281366,0
273129,21,281367,0
273129,21,281368,0
728163,0,728271,0
728164,52,728273,0
728205,0,728206,0
728205,0,741746,0
728205,0,746160,0
728205,0,746161,0
728205,0,746162,0
728206,47,728218,5
728206,48,728221,6
728206,40,728223,3
728206,23,728231,0
714943,2,273079,0
491061,9,179489,5
491061,14,590296,0
728215,18,809238,6
714944,29,273079,0
714944,2,640278,0
728217,0,728236,0
728221,91,728232,0
728221,97,728235,0
728221,142,728239,0
728268,0,817837,0
728279,0,728280,0
728279,0,728281,0
728279,0,728282,0
728279,0,728283,0
728279,0,728284,0
728279,0,728286,0
728279,0,728292,0
728279,0,728293,0
728279,0,728294,0
728279,0,728295,0
728279,0,728296,0
728279,0,728297,0
728279,0,728301,0
728298,21,728279,8
714942,2,273079,0
714942,9,728208,0
714942,10,714943,3
714942,10,491061,0
714942,6,728209,0
714942,3,728215,0
728302,2,714942,0
728319,1,814943,0
393155,0,784194,0
393155,60,404077,0
393155,65,404078,0
393155,61,404079,0
393155,46,404080,0
393155,65,728334,28
393155,61,728881,0
393155,39,728882,0
393155,33,784209,0
393155,29,784210,0
393155,70,437623,13
167048,0,393155,0
728582,0,88979,0
728582,0,728583,0
728582,0,728584,0
728582,0,642271,0
728582,0,728633,0
728582,0,728634,0
728582,0,728635,0
728582,131,728636,0
728582,0,604764,0
728582,0,728710,0
728582,0,728719,0
728582,0,728722,0
728582,0,728725,0
728582,0,728723,0
728582,0,728991,0
250556,80,259777,0
250556,80,259778,0
250556,65,259779,0
250556,65,259780,0
250556,58,259781,0
250556,58,259782,0
250556,42,259783,0
250556,24,259784,0
250556,50,437514,1
437514,1,442646,0
437514,1,442647,0
349014,31,367036,0
349014,35,367037,0
349014,30,367038,0
349014,30,367039,0
349014,29,367040,0
349014,28,367041,0
728610,48,725587,0
728611,0,728610,0
456446,0,728583,0
456446,0,728720,0
728719,240,778844,0
728723,0,728722,0
264266,24,269548,0
264266,27,269549,0
264266,23,269550,0
264266,23,269551,0
264266,15,269552,0
264266,26,620238,0
728744,0,611377,0
727717,8,727714,0
727717,0,50058,0
727717,0,595044,0
727717,25,801613,5
727717,24,801614,6
727717,11,814543,2
459970,55,460715,0
459970,78,460716,0
577982,53,582228,0
728918,0,728924,0
728918,0,728926,0
728918,0,728928,0
728918,0,728931,0
348948,5,359524,0
348948,5,359525,0
348948,7,728933,0
348948,7,728934,0
728707,0,728584,0
728707,0,456446,0
728707,0,728709,0
728707,0,728720,0
728707,0,728723,0
728707,394,728889,0
728707,460,728890,0
728707,523,728891,0
728707,557,728892,0
728707,590,728893,0
728707,590,728894,0
728707,675,728895,0
728707,460,728961,0
728707,460,728962,0
728707,0,447991,0
728707,523,762561,0
728707,394,190242,0
728707,0,798105,0
728997,37,368170,0
729000,81,407915,0
459984,58,461585,0
459984,73,663177,11
459984,54,729023,0
459984,68,729026,0
459984,54,729031,0
459984,48,729032,0
459984,74,729035,0
729028,0,729025,0
625332,18,627000,0
729042,0,625332,0
729042,108,788753,9
729042,93,403191,0
729042,84,801226,0
729042,118,801615,0
729042,84,820480,0
443585,37,444704,0
443585,64,444705,0
443585,71,444706,0
443585,72,444707,0
273121,89,281335,0
273121,131,281336,0
273121,76,729188,0
729197,9,226112,0
380378,46,475616,0
380378,46,475617,0
380378,50,475618,0
380378,50,475619,0
380378,50,475620,0
380378,56,475621,0
380378,77,475622,0
380378,82,475623,0
380378,82,475624,0
380378,82,475625,0
380378,106,475626,0
380378,93,729209,0
380378,0,785854,0
729208,0,380378,0
729465,347,729471,0
729465,356,729472,0
729465,379,729473,0
729465,423,729474,0
729465,423,729475,0
729465,204,729476,0
729465,204,729477,0
729465,204,729478,0
729465,225,729479,0
729465,225,729480,0
729465,225,729481,0
729465,225,729482,0
729465,245,729483,0
729465,245,729484,0
729465,245,729485,0
729465,245,729486,0
729465,252,729487,0
729465,252,729488,0
729465,252,729489,0
729465,252,729490,0
729465,252,729491,0
729465,262,729492,0
729465,262,729493,0
729465,262,729494,0
729465,264,714573,0
729467,40,729465,15
71428,2,71427,0
71427,0,729610,0
71427,0,729611,0
273151,39,281417,0
273151,50,281418,0
273151,73,281419,0
273151,123,729677,0
273151,82,729678,0
273151,165,729679,0
273151,83,729680,0
273151,123,729681,0
273151,89,729682,0
273151,133,729683,0
273151,123,729684,0
273151,83,729685,0
273151,133,729686,0
273151,9,213224,0
273151,24,729687,1
273151,32,729688,0
729882,40,729881,0
729922,0,729923,0
729922,0,729926,0
729922,0,729927,0
729922,0,729928,0
729922,0,729931,0
729922,0,729932,0
729922,0,729933,0
729923,75,729945,0
729923,75,729946,0
729926,3,729989,0
729932,57,729947,0
729987,59,729924,0
729991,155,729987,3
729991,53,273959,0
729991,0,775382,0
729991,216,786324,0
729991,155,808477,0
729991,132,808481,10
729991,0,808482,0
729991,0,752848,0
729991,171,813620,1
729991,0,813831,0
729991,43,813050,7
729991,264,825579,0
729988,13,747340,0
729988,0,789479,0
730064,92,730065,0
730064,78,730066,0
730064,81,730067,0
730064,81,730068,0
730064,76,730069,0
730064,91,730070,0
730064,91,730071,0
730072,63,769142,0
730072,53,769143,0
730072,52,769144,0
730072,52,769145,0
730072,56,769146,0
730072,63,622178,10
730072,0,262855,0
573201,9,721420,2
730089,63,730090,0
730089,66,730092,0
730089,66,730093,0
730144,100,730056,0
730144,102,729937,0
730144,102,729940,0
730209,10,831938,0
730291,128,281288,0
730291,0,732314,0
730285,476,730300,0
730294,0,730285,0
730294,0,730295,0
730347,183,730346,0
730347,183,730348,0
730347,186,731095,0
730347,151,731096,0
730338,98,809377,0
286946,32,294586,0
286946,32,294587,0
286946,31,294588,0
286946,72,294589,0
286946,81,294590,0
286946,81,294591,0
286946,19,516646,2
286947,10,294592,0
286947,7,286946,2
640278,30,642360,0
640278,32,730375,2
640278,32,730376,0
640278,29,730377,4
640278,31,730378,0
640278,31,730379,0
794233,0,794234,0
730614,5,789486,0
448944,106,450560,0
448944,101,450561,0
448944,101,450562,0
448944,101,450563,0
448944,102,450564,0
448944,88,450565,0
448944,88,450566,0
448944,67,450567,0
448944,67,450568,0
448944,67,450569,0
448944,81,267212,0
448944,106,177924,0
448944,101,730645,0
448944,102,730649,0
448944,75,730653,0
448944,73,730654,0
448944,73,730655,0
448944,68,730657,0
448944,62,730661,0
448944,103,544088,0
448944,0,750543,0
149680,0,147693,0
149680,0,730634,0
149680,0,730635,0
149680,0,730636,0
149680,0,730637,0
149680,0,730638,0
149680,74,730639,0
149680,0,730640,0
730304,0,774631,0
730304,6,676415,1
443183,19,443182,0
443183,0,703316,0
443183,0,730641,0
443183,0,730646,0
443183,0,730647,0
443183,0,443186,0
443183,0,149680,0
443183,0,730648,0
285138,14,285139,0
285137,0,285139,0
227393,378,227394,0
227393,593,731001,0
731072,486,731070,0
731072,0,731120,0
731072,539,753634,18
731072,0,756376,0
731072,0,787434,0
731072,0,754354,0
456340,9,458620,0
456340,9,458621,0
380231,29,473655,0
380231,30,473656,0
380231,25,763571,0
731071,15,731070,0
731120,176,731070,0
731120,0,787434,0
94807,67,731121,0
94807,57,813111,0
577949,27,581180,0
577949,13,71688,0
731150,16,71688,0
678273,31,71688,0
731247,2,731248,0
731355,0,732268,0
731355,75,791081,0
731355,43,827069,0
731356,36,730081,0
552219,7,553954,0
552219,7,553955,0
552219,7,553956,0
552219,6,553957,0
552219,7,731616,0
273168,43,281444,0
273168,47,281445,0
273168,59,281446,0
273168,60,281447,0
273168,50,731786,4
273168,52,787410,0
273168,56,787411,0
273168,56,787412,0
273168,67,787413,0
273168,67,787414,0
273168,59,787415,0
273168,58,787416,0
273168,43,787417,0
273168,43,526925,0
273168,40,787418,2
273168,40,787419,0
273168,41,787420,0
273168,47,787421,0
273168,47,380066,1
273168,47,547170,1
273168,59,787422,0
273168,55,787423,0
273168,55,273182,9
273168,0,805803,0
273168,0,805804,0
273168,0,805805,0
273168,0,805806,0
273168,55,805807,0
273168,50,805808,0
273168,50,805809,4
273168,50,805810,0
273168,42,286843,0
273168,28,805811,0
273168,28,805815,0
273168,28,805817,0
273168,28,805821,0
273168,30,805825,0
273168,30,805826,6
273168,11,805827,0
273168,9,805828,0
731846,0,685669,0
731846,0,151027,0
38204,171,38176,0
38204,178,136587,0
38204,0,731887,0
38204,0,731884,0
38204,0,731885,0
38204,0,731889,0
38204,0,747681,0
38204,0,747684,0
38204,132,776837,8
38204,0,776845,0
38204,146,808655,0
38204,178,809224,0
38204,0,809232,0
731884,0,747681,0
731884,42,808655,1
731884,43,809230,0
731884,43,809231,0
731884,40,809232,11
731884,37,809233,0
731884,37,809234,0
24207,60,23012,6
85196,1,85197,0
625380,52,627652,0
625380,57,627653,0
625380,49,627654,0
732172,65,678325,0
732193,38,732194,0
732193,27,732195,0
732193,27,732196,0
732193,27,732197,0
732193,27,732198,0
732193,27,732199,0
348768,53,368177,0
348768,59,368178,0
348768,10,368179,0
348768,70,685460,12
732224,6,732222,0
732224,6,92372,0
732224,7,678165,0
732224,3,685682,0
635495,27,637646,0
635495,27,732225,0
349132,80,360222,0
349132,0,732238,0
689739,0,190435,0
689739,113,369081,0
689739,0,349132,0
448722,40,452693,0
448722,42,452694,0
448722,45,452695,0
448722,51,452696,0
448722,51,452697,0
448722,51,452698,0
448722,61,452699,0
448722,61,452700,0
448722,38,431754,0
448722,38,736699,2
437550,29,669984,7
437550,30,669985,0
437550,46,669986,0
437550,29,732249,0
437550,44,732250,0
437550,22,732251,0
437550,33,732252,0
437550,26,732253,6
437550,31,187308,6
437550,28,732254,5
437550,30,732255,0
437550,27,732256,0
437550,38,732257,0
437550,22,732258,0
437550,22,280887,0
437550,0,797996,0
437550,0,829090,0
460068,47,462516,0
460068,40,462517,0
460068,37,462518,0
460068,43,437550,2
460068,25,234520,7
460068,36,761563,6
460068,43,762015,8
732265,0,731356,0
732265,33,825947,0
605727,41,610358,0
605727,35,610359,0
605727,28,610360,0
605727,35,679073,0
605727,0,731356,0
605727,25,187741,0
732321,36,732326,0
732321,46,732328,0
732321,79,353704,0
732321,0,732332,0
732321,0,811237,0
732323,0,732321,0
732324,6,732321,0
502382,27,732321,0
732416,0,686487,0
732416,46,818338,0
732594,68,732595,20
380071,0,732594,0
431478,24,436152,0
431478,24,436153,0
431478,18,732700,4
431478,24,745588,0
431478,24,745589,0
431478,26,745590,0
431478,17,745591,0
431478,25,745592,0
431478,24,745593,0
431478,24,745594,0
431478,24,745595,0
732288,0,732291,0
732288,0,732292,0
732288,0,732293,0
380367,95,475003,0
380367,95,475004,0
380367,133,475005,0
380367,133,475006,0
380367,169,475007,0
380367,169,475008,0
380367,204,475009,0
380367,150,484958,0
380367,204,785365,0
234381,90,732764,0
62831,97,142063,0
62831,97,142064,0
62831,96,142065,0
62831,96,142066,0
62831,85,142067,0
62831,85,142068,0
62831,113,5030,0
62831,113,142069,0
62831,113,142070,0
62831,113,142071,0
62831,142,142072,0
62831,142,142073,0
62831,142,14894,0
62831,179,142074,0
62831,179,142075,0
62831,230,142076,0
62831,201,732770,0
250563,26,62831,6
250563,26,741214,1
732876,24,732878,0
732876,26,732881,0
732876,24,732883,0
732877,79,732876,0
732877,49,732879,0
732877,58,732880,0
732877,66,732888,0
732887,0,732877,0
732891,0,732887,0
506902,0,508121,0
506902,0,508122,0
506902,5,732954,1
732955,18,506902,0
732956,2,732955,0
732956,1,765856,0
733002,0,733003,0
733421,205,733424,0
349238,75,370913,0
71094,0,71071,0
71094,54,108542,0
71094,58,108543,0
733716,79,185597,0
565363,45,569878,0
565363,40,569879,0
733739,19,541477,0
349243,98,363101,0
349243,101,363102,0
349243,101,363103,0
349243,85,363104,0
349243,0,715714,0
349243,57,167111,2
349243,0,384150,0
349243,0,689188,0
349243,57,757118,5
349243,15,760867,0
349243,95,97895,0
349243,0,686735,0
349243,93,800603,0
349243,51,818698,1
349243,69,833573,4
349243,0,837893,0
734052,0,734054,0
734052,241,734088,0
734052,0,734089,0
734052,77,734090,16
734052,62,734091,0
734052,162,734092,0
734052,227,734093,0
734052,241,734094,0
734052,221,734095,0
734052,0,734096,0
734053,0,734052,0
734053,0,734091,0
573192,17,576155,0
573192,24,576156,0
573192,35,576157,0
573192,34,576158,0
552164,0,552944,0
731343,0,447203,0
456218,72,457098,0
456218,85,457099,0
456218,118,457100,0
456218,118,457101,0
456218,121,457102,0
456218,69,457103,0
456218,60,457104,0
456218,117,456953,29
456219,73,456953,18
456219,40,456954,0
734321,7,573128,0
51893,0,51892,0
51893,82,51894,0
51893,56,131888,0
51893,82,131889,0
51893,20,733819,0
443693,19,447057,0
443693,19,447058,0
443693,40,447059,0
443693,46,447060,16
443693,33,749998,0
734505,0,304121,0
443605,26,444489,0
443605,37,444490,0
734556,21,443605,4
734556,14,740595,0
165054,42,165056,3
165054,62,172319,9
165054,57,172320,0
165054,57,172321,0
165054,50,172322,0
165054,22,431426,3
165054,26,447997,0
165054,42,459915,2
165054,40,624119,0
165054,57,678578,0
165054,44,762443,6
165054,43,820375,4
165054,46,690097,0
448704,38,451610,0
448704,45,451611,0
448704,14,185584,3
448704,12,734856,1
448704,13,607918,3
635450,7,636773,0
635450,5,636774,0
734753,62,735112,2
734753,137,735113,0
734753,106,735114,0
734753,131,369756,0
734753,85,735115,0
734753,85,735116,0
734753,137,735117,0
734753,128,735118,0
734753,48,735119,2
734753,85,735120,0
734753,85,735121,0
734753,120,664958,9
734753,101,735122,0
734753,106,735123,0
734753,120,735124,0
734753,42,735125,0
734753,48,735126,0
734753,106,735127,0
734753,137,735128,0
734753,68,735206,0
734844,53,734842,0
734844,53,734845,1
734844,67,790827,0
607918,41,735075,0
735119,9,735590,0
735143,60,760546,0
384251,97,387052,0
384251,181,387053,0
384251,181,387054,0
384251,203,387055,0
384251,28,736366,4
665035,20,349022,0
665035,33,734721,2
665035,0,734723,0
665035,0,734724,0
665035,0,734725,0
665035,4,734726,0
665035,7,734727,0
665035,0,734728,0
665035,27,734730,4
665035,8,734731,0
665035,4,734732,0
665035,2,734733,0
665035,33,734734,0
665035,27,734753,6
665035,27,735083,0
665035,20,540727,0
665035,5,735084,0
665035,13,735085,0
665035,33,735086,2
665035,33,734729,0
665035,26,607917,0
665035,25,735088,4
665035,15,735089,1
665035,13,735209,0
665035,15,735087,0
665035,1,735577,0
665035,24,735578,0
665035,26,735584,0
665035,18,735585,2
665035,10,735586,0
665035,7,735587,0
665035,10,735588,0
665035,15,735589,0
665035,20,736072,0
665035,15,736073,0
691084,91,76836,13
25384,23,24121,0
25384,45,121916,0
25384,45,121917,0
25384,49,121918,0
25384,55,121919,0
25384,55,121920,0
25384,43,121921,0
25384,30,121922,0
25384,23,121923,0
25384,27,121924,0
735496,0,735497,0
735496,0,738791,0
349088,75,369078,0
349088,101,369079,0
349088,111,369080,0
735556,61,349088,38
735556,31,735883,0
393121,46,409073,0
735650,0,774655,0
536204,96,538020,0
536204,39,737949,0
735610,149,735609,0
735610,144,794192,0
264269,14,269559,0
264269,5,273175,0
735660,98,52779,1
735660,0,820633,0
380269,139,469514,0
235417,30,245203,0
685682,157,195519,19
685682,191,735813,0
162054,15,161915,4
162054,13,685580,0
162054,29,735814,0
162054,17,735816,0
162054,15,735817,0
162054,21,735818,0
162054,29,735820,0
162054,29,735821,0
162054,30,735822,0
162054,36,735823,6
