CID,MenteeID,MentorID,MentorshipType,Institution,InstitutionMAGID,StartYear,StopYear,NumOfMenteesOfTheMentor,NumOfMenteesOfTheMentor10,NumOfMenteesOfTheMenteeIn20,BigOrSmall,Survival0,Survival1,TotalPubsOfMentor,YearOfTheFirstPubsOfMentorPubs,YearlyPubsOfMentor,TotalCitationOfMentor,YearlyCitationOfMentor,TotalCollaOfMentor,YearllyCollaOfMentor,YearOfTheFirstPubsOfMenteePubs,First5YearPubsOfMentee,First5YearCitationOfMentee,First5YearCollaOfMentee,YearlyPubsOfMentee,YearlyCitationOfMentee,BirthYearOfMentee,CareerAgeOfMentorInTraining,PubsOfMentorInTraning,CollaPubsOfWithMentor,S_Or_DP
6,18761,9,1,"University of California, Berkeley",95457486.0,-1,1984,1,1,4,-1,1,1,98,1963.0,2.5128205128205128,10469,268.43589743589746,139,3.5641025641025643,1986.0,19,1487,25,7.666666666666668,880.6111111111113,1984.0,21.0,3,0,1
37,44,43,1,"University of California, Berkeley",95457486.0,-1,1985,27,5,9,1,1,1,157,1966.0,3.0192307692307687,23973,461.01923076923083,97,1.865384615384616,1986.0,5,477,9,3.75,1607.7777777777774,1985.0,19.0,30,2,1
40,46,43,1,"University of California, Berkeley",95457486.0,-1,1992,27,1,8,-1,1,1,157,1966.0,3.0192307692307687,23973,461.01923076923083,97,1.865384615384616,2010.0,1,0,1,1.0,0.0,1992.0,26.0,20,0,0
50,53,36,2,Massachusetts Institute of Technology,63966007.0,1962,1963,14,3,7,1,1,1,79,1946.0,1.1285714285714286,10071,143.87142857142857,58,0.8285714285714286,1963.0,16,1974,5,2.4655172413793105,443.6034482758622,1963.0,17.0,29,0,1
59,45,61,2,National Institutes of Health,1299303238.0,-1,1975,29,1,1,-1,1,1,226,1952.0,3.2285714285714286,61805,882.9285714285713,343,4.9,1979.0,11,14741,17,6.813953488372092,2299.6046511627906,1975.0,23.0,7,0,1
61,10,140,1,Johns Hopkins University,145311948.0,-1,1989,18,3,8,-1,1,1,74,1973.0,1.574468085106383,12926,275.0212765957447,113,2.404255319148936,-1.0,0,0,0,0.0,0.0,1989.0,16.0,4,0,0
77,77,76,1,"University of California, San Diego",36258959.0,1991,1995,87,12,9,1,1,1,922,1969.0,17.39622641509434,198249,3740.5471698113206,1056,19.924528301886788,1990.0,10,6032,11,3.8125,722.78125,1990.0,26.0,140,7,1
87,87,52,2,University of Cambridge,241749.0,1986,1990,7,1,2,-1,1,1,136,1972.0,2.833333333333333,18899,393.72916666666674,116,2.4166666666666665,1979.0,10,311,16,6.627906976744188,907.2558139534883,1979.0,18.0,8,0,1
96,92,43,1,"University of California, Berkeley",95457486.0,1979,1986,27,5,2,1,1,1,157,1966.0,3.0192307692307687,23973,461.01923076923083,97,1.865384615384616,1982.0,14,3732,10,3.2051282051282053,376.8205128205129,1982.0,20.0,31,14,1
103,100,102,1,Eberhard Karls Universität Tübingen,8087733.0,-1,1982,40,3,26,1,1,1,657,1972.0,13.14,145221,2904.42,371,7.42,1982.0,36,15419,23,20.025,4397.05,1982.0,10.0,53,15,1
116,114,115,1,University of Oxford,40120149.0,1925,1931,20,6,6,1,1,1,91,1885.0,1.0,25508,280.3076923076923,28,0.3076923076923077,1929.0,7,1753,7,3.952380952380953,682.5595238095239,1929.0,46.0,11,3,1
119,119,120,2,Johns Hopkins University,145311948.0,1914,1916,2,2,4,-1,1,1,116,1881.0,0.8345323741007195,13059,93.94964028776978,44,0.31654676258992803,1920.0,2,239,1,0.15384615384615385,70.10989010989012,1916.0,35.0,17,0,1
120,119,28180,1,Johns Hopkins University,145311948.0,-1,1914,6,2,4,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1920.0,2,239,1,0.15384615384615385,70.10989010989012,1914.0,-1.0,0,0,1
129,61,129,1,Stanford University,97018004.0,1949,1951,17,1,2,-1,1,1,346,1952.0,5.088235294117646,35586,523.3235294117649,153,2.25,1952.0,9,1865,6,3.2285714285714286,882.9285714285713,1951.0,-1.0,3,1,1
149,40,139,1,California Institute of Technology,122411786.0,-1,1980,12,2,7,-1,1,1,22,2001.0,2.2,3963,396.3,49,4.9,1980.0,10,5600,14,3.4047619047619047,1522.5,1980.0,-21.0,0,0,1
152,111,110,2,McGill University,5023651.0,1937,1939,27,1,4,-1,1,1,168,1924.0,1.826086956521739,44216,480.60869565217394,63,0.6847826086956522,1945.0,7,10898,3,0.5285714285714286,506.0285714285714,1939.0,15.0,15,0,1
153,111,119,1,Harvard University,136199984.0,-1,1936,17,2,4,-1,1,1,14,1920.0,0.15384615384615385,6380,70.10989010989012,10,0.10989010989010987,1945.0,7,10898,3,0.5285714285714286,506.0285714285714,1936.0,16.0,1,0,1
155,37,142,0,"University of Michigan, Ann Arbor",27837315.0,1958,1958,15,1,1,-1,1,1,51,1962.0,0.9622641509433962,12950,244.33962264150944,36,0.6792452830188679,1968.0,8,4541,3,2.792452830188679,917.1886792452832,1958.0,-4.0,0,0,1
156,37,143,1,"University of Michigan, Ann Arbor",27837315.0,1958,1961,15,2,1,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1968.0,8,4541,3,2.792452830188679,917.1886792452832,1961.0,-1.0,0,0,1
157,143,144,1,Harvard University,136199984.0,1947,1952,11,1,3,-1,1,1,38,1948.0,0.6229508196721312,15961,261.655737704918,24,0.3934426229508197,-1.0,0,0,0,0.0,0.0,1952.0,4.0,13,0,0
158,143,111,2,McGill University,5023651.0,1952,1954,25,3,3,1,1,1,37,1945.0,0.5285714285714286,35422,506.0285714285714,15,0.21428571428571427,-1.0,0,0,0,0.0,0.0,1954.0,9.0,7,0,0
159,144,49762,1,Brown University,27804330.0,1940,1947,6,2,4,-1,1,1,4,1966.0,0.21052631578947367,991,52.157894736842096,4,0.21052631578947367,1948.0,14,4507,7,0.6229508196721312,261.655737704918,1947.0,-19.0,0,0,1
169,154,122,1,University of Chicago,40347166.0,-1,1905,9,1,6,-1,1,1,74,1892.0,0.5826771653543307,2244,17.669291338582674,45,0.3543307086614173,1906.0,6,160,3,0.6363636363636364,17.21212121212121,1905.0,13.0,28,1,1
171,156,155,0,"Washington University, Saint Louis",204465549.0,-1,1928,2,1,2,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1929.0,1,54,2,0.4705882352941176,93.97058823529413,1928.0,-1.0,0,0,1
172,158,148,1,Columbia University,78577930.0,-1,1913,10,1,0,-1,1,0,2,1961.0,2.0,4,4.0,4,4.0,1937.0,2,4,1,0.3076923076923077,0.9230769230769232,1913.0,-48.0,0,0,1
183,167,154,1,University of Chicago,40347166.0,-1,1935,11,1,2,-1,1,1,21,1906.0,0.6363636363636364,568,17.21212121212121,5,0.15151515151515152,1937.0,22,1998,3,2.262295081967213,288.85245901639337,1935.0,29.0,3,0,1
189,171,114,2,Australian National University,118347636.0,1939,1944,34,3,2,1,1,1,332,1929.0,3.952380952380953,57335,682.5595238095239,137,1.630952380952381,1950.0,21,13631,16,1.362068965517241,645.6896551724138,1944.0,15.0,6,0,1
190,65,114,1,Australian National University,118347636.0,1938,1944,34,3,2,1,1,1,332,1929.0,3.952380952380953,57335,682.5595238095239,137,1.630952380952381,1941.0,16,1604,3,0.8684210526315791,287.9473684210526,1941.0,15.0,6,4,1
212,188,189,1,Harvard University,136199984.0,-1,1927,9,4,0,1,1,0,54,1901.0,0.4778761061946903,20953,185.42477876106202,20,0.17699115044247787,1928.0,5,1397,2,0.39130434782608703,65.17391304347827,1927.0,26.0,8,0,1
226,203,115,1,University of Oxford,40120149.0,-1,1928,20,9,2,1,1,1,91,1885.0,1.0,25508,280.3076923076923,28,0.3076923076923077,1926.0,13,1372,6,1.627906976744186,228.05813953488368,1926.0,43.0,10,3,1
227,203,204,3,Yale University,32971472.0,-1,1936,16,4,4,1,1,1,249,1884.0,1.8721804511278195,8788,66.07518796992481,121,0.9097744360902256,1926.0,13,1372,6,1.627906976744186,228.05813953488368,1926.0,52.0,44,0,1
229,204,206,3,Peter Bent Brigham Hospital,,-1,1928,35,3,6,1,1,1,144,1898.0,1.1900826446280992,12631,104.38842975206612,35,0.2892561983471074,1884.0,1,0,1,1.8721804511278195,66.07518796992481,1884.0,30.0,23,0,1
230,97,205,1,University of Cambridge,241749.0,1972,1975,28,4,3,1,1,1,348,1961.0,5.8,48125,802.0833333333335,441,7.35,1974.0,6,1400,7,3.9583333333333335,670.3333333333334,1974.0,14.0,58,1,1
233,209,161,1,Harvard University,136199984.0,-1,1915,12,1,2,-1,1,1,160,1889.0,1.2403100775193798,2859,22.162790697674414,41,0.3178294573643411,1917.0,6,460,2,0.7326732673267327,207.71287128712868,1915.0,26.0,42,0,1
235,208,210,1,Massachusetts Institute of Technology,63966007.0,1987,1993,21,4,45,1,1,1,247,1965.0,4.333333333333333,67723,1188.122807017544,153,2.6842105263157894,1987.0,13,4370,9,7.9714285714285715,3235.3142857142852,1987.0,28.0,36,3,1
256,224,25,2,National Institutes of Health,1299303238.0,1992,1994,39,2,2,-1,1,1,266,1979.0,6.186046511627908,95366,2217.8139534883717,336,7.813953488372092,1987.0,15,594,22,3.1428571428571432,524.4285714285714,1987.0,15.0,42,5,1
259,121,161,1,Harvard University,136199984.0,1897,1902,12,2,1,-1,1,1,160,1889.0,1.2403100775193798,2859,22.162790697674414,41,0.3178294573643411,1900.0,20,518,2,1.2016806722689075,120.68907563025208,1900.0,13.0,17,0,1
260,227,121,1,Harvard University,136199984.0,-1,1909,7,1,2,-1,1,1,143,1900.0,1.2016806722689075,14362,120.68907563025208,82,0.6890756302521008,1909.0,1,51,1,1.0,51.0,1909.0,9.0,12,0,0
261,228,229,1,Stanford University,97018004.0,-1,1930,4,2,3,-1,1,1,101,1921.0,1.10989010989011,2922,32.10989010989011,83,0.912087912087912,1932.0,10,665,5,2.6705882352941166,339.7176470588235,1930.0,9.0,21,0,1
262,228,230,0,Stanford University,97018004.0,-1,1927,1,1,2,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1932.0,10,665,5,2.6705882352941166,339.7176470588235,1927.0,-1.0,0,0,1
267,234,235,1,"University of California, San Diego",36258959.0,-1,1974,23,2,4,-1,1,1,350,1962.0,5.833333333333332,100785,1679.75,251,4.183333333333334,1975.0,7,1954,2,4.288888888888889,408.2444444444445,1974.0,12.0,36,0,1
268,236,235,1,"University of California, San Diego",36258959.0,-1,1985,23,12,29,1,1,1,350,1962.0,5.833333333333332,100785,1679.75,251,4.183333333333334,1986.0,20,10989,41,28.277777777777786,7979.25,1985.0,23.0,43,0,1
270,9798,236,2,Massachusetts Institute of Technology,63966007.0,1992,1995,46,6,14,1,1,1,1018,1986.0,28.277777777777786,287253,7979.25,705,19.58333333333333,1988.0,6,2121,9,8.382352941176471,2375.0,1988.0,9.0,76,7,1
278,246,245,2,"University of California, Berkeley",95457486.0,1989,1990,43,5,18,1,1,1,301,1938.0,3.583333333333333,47563,566.2261904761905,185,2.202380952380953,1970.0,3,10,7,7.134615384615384,800.3653846153846,1970.0,52.0,30,0,1
279,246,242,2,Brandeis University,6902469.0,-1,1995,34,3,21,-1,1,1,154,1973.0,3.208333333333333,34776,724.5,176,3.6666666666666665,1970.0,3,10,7,7.134615384615384,800.3653846153846,1970.0,22.0,31,0,1
283,249,250,2,National Institutes of Health,1299303238.0,1981,1982,4,1,3,-1,1,1,29,1955.0,0.5576923076923077,14233,273.71153846153845,18,0.3461538461538461,1949.0,3,78,2,1.0410958904109588,83.53424657534245,1949.0,27.0,1,0,1
284,249,251,2,National Institutes of Health,1299303238.0,1981,1982,22,1,3,-1,1,1,255,1973.0,5.204081632653062,30572,623.9183673469388,257,5.244897959183674,1949.0,3,78,2,1.0410958904109588,83.53424657534245,1949.0,9.0,21,0,1
285,249,252,1,"University of California, San Diego",36258959.0,-1,1980,12,4,2,1,1,1,119,1968.0,2.38,13649,272.98,90,1.8,1949.0,3,78,2,1.0410958904109588,83.53424657534245,1949.0,12.0,12,3,1
286,253,254,1,"State University of New York, Albany",392282.0,-1,1984,11,3,0,1,1,0,77,1972.0,1.673913043478261,7963,173.1086956521739,92,2.0,1991.0,1,278,3,0.7368421052631579,48.631578947368425,1984.0,12.0,20,0,1
288,256,160,1,Cornell University,205783295.0,1914,1918,15,3,8,1,1,1,71,1894.0,0.5966386554621849,4077,34.260504201680675,27,0.22689075630252106,1913.0,4,106,1,1.5196078431372548,150.41176470588238,1913.0,24.0,6,0,1
292,260,122,1,University of Chicago,40347166.0,-1,1920,9,3,2,1,1,1,74,1892.0,0.5826771653543307,2244,17.669291338582674,45,0.3543307086614173,1988.0,1,36,4,0.2222222222222222,5.333333333333333,1920.0,28.0,4,0,0
293,156,260,1,Yale University,32971472.0,-1,1932,2,2,2,-1,1,1,2,1988.0,0.2222222222222222,48,5.333333333333333,4,0.4444444444444444,1929.0,1,54,2,0.4705882352941176,93.97058823529413,1929.0,-56.0,0,0,1
294,261,156,1,"University of Michigan, Ann Arbor",27837315.0,-1,1965,9,2,0,-1,1,0,32,1929.0,0.4705882352941176,6390,93.97058823529413,15,0.22058823529411764,1966.0,21,2880,11,1.8269230769230769,242.9423076923077,1965.0,36.0,5,0,1
296,259,262,1,Harvard University,136199984.0,1928,1936,4,2,2,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1930.0,19,3755,4,2.483516483516484,989.4395604395604,1930.0,-1.0,0,0,1
301,264,263,1,"University of Wisconsin, Madison",135310074.0,-1,1918,1,1,5,-1,1,1,110,1883.0,0.8208955223880597,2240,16.71641791044776,20,0.14925373134328354,1916.0,5,162,3,1.0,300.01408450704224,1916.0,35.0,5,0,1
303,229,119,1,"University of Minnesota, Twin Cities",130238516.0,-1,1921,17,2,2,-1,1,1,14,1920.0,0.15384615384615385,6380,70.10989010989012,10,0.10989010989010987,1921.0,14,328,2,1.10989010989011,32.10989010989011,1921.0,1.0,1,0,1
306,13297,24297,1,Yale University,32971472.0,-1,1986,39,21,0,1,0,0,254,1974.0,5.291666666666667,44807,933.4791666666664,219,4.5625,1996.0,21,6890,59,5.0,563.6538461538463,1986.0,12.0,66,0,1
314,274,276,1,"University of California, San Francisco",180670191.0,-1,1989,32,2,8,-1,1,1,179,1972.0,3.58,47652,953.04,219,4.38,1988.0,12,1875,9,4.823529411764706,532.7941176470588,1988.0,17.0,25,6,1
316,277,112,1,Harvard University,136199984.0,1978,1983,19,4,1,1,1,1,117,1957.0,2.0172413793103448,113126,1950.448275862069,27,0.4655172413793103,1978.0,4,1172,5,4.113636363636363,364.8863636363636,1978.0,26.0,12,1,1
317,277,64,1,Harvard University,136199984.0,1978,1983,32,7,1,1,1,1,94,1958.0,1.5666666666666669,109612,1826.8666666666666,92,1.5333333333333334,1978.0,4,1172,5,4.113636363636363,364.8863636363636,1978.0,25.0,11,0,1
320,280,281,2,University of Utah,223532165.0,1982,1983,8,1,8,-1,1,1,41,1985.0,2.1578947368421053,11228,590.9473684210526,49,2.5789473684210527,1979.0,15,2869,17,15.627906976744184,1098.2790697674418,1979.0,-2.0,2,2,1
326,286,24297,2,Yale University,32971472.0,1980,1982,39,18,0,1,0,0,254,1974.0,5.291666666666667,44807,933.4791666666664,219,4.5625,1978.0,10,1217,16,2.386363636363636,161.36363636363637,1978.0,8.0,37,3,1
328,288,142,1,"University of California, Berkeley",95457486.0,-1,1985,15,3,8,1,1,1,51,1962.0,0.9622641509433962,12950,244.33962264150944,36,0.6792452830188679,1977.0,11,1378,11,4.177777777777779,1120.8666666666666,1977.0,23.0,8,1,1
352,314,315,2,Columbia University,78577930.0,1982,1991,68,3,6,-1,1,1,276,1967.0,5.0181818181818185,93387,1697.9454545454544,461,8.381818181818181,1976.0,1,34,6,1.7391304347826086,687.7391304347825,1976.0,24.0,60,5,1
356,320,315,2,Columbia University,78577930.0,1993,1995,68,2,4,-1,1,1,276,1967.0,5.0181818181818185,93387,1697.9454545454544,461,8.381818181818181,1993.0,2,382,5,4.0344827586206895,833.8275862068965,1993.0,28.0,36,0,1
362,329,327,2,"University of California, Berkeley",95457486.0,1988,1992,49,8,25,1,1,1,489,1974.0,10.1875,132201,2754.1875,800,16.666666666666668,1988.0,8,1535,14,7.117647058823527,1007.7941176470587,1988.0,18.0,78,6,1
363,330,327,2,"University of California, San Francisco",180670191.0,1990,1994,49,7,10,1,1,1,489,1974.0,10.1875,132201,2754.1875,800,16.666666666666668,1988.0,11,12671,17,7.9411764705882355,3143.0882352941176,1988.0,20.0,95,7,1
366,334,331,2,Columbia University,78577930.0,1986,1989,93,10,17,1,1,1,626,1961.0,10.262295081967213,204955,3359.918032786885,991,16.24590163934426,1987.0,6,653,16,6.529411764705883,1537.3235294117646,1987.0,28.0,72,2,1
368,331,335,1,Columbia University,78577930.0,1955,1957,6,1,5,-1,1,1,119,1931.0,1.4337349397590362,7953,95.81927710843374,122,1.4698795180722892,1961.0,5,2859,7,10.262295081967213,3359.918032786885,1957.0,26.0,30,0,1
370,335,339,1,Columbia University,78577930.0,-1,1932,6,4,1,1,1,1,89,1918.0,2.78125,9169,286.53125,24,0.75,1931.0,5,152,2,1.4337349397590362,95.81927710843374,1931.0,14.0,19,0,1
371,340,339,1,Columbia University,78577930.0,-1,1932,6,4,1,1,1,1,89,1918.0,2.78125,9169,286.53125,24,0.75,1933.0,20,2585,6,1.8235294117647056,268.9882352941177,1932.0,14.0,19,2,1
377,342,344,1,University of Chicago,40347166.0,-1,1935,10,3,0,1,1,0,159,1922.0,1.7472527472527473,11004,120.92307692307692,123,1.3516483516483515,1937.0,3,813,3,0.3333333333333333,50.375,1935.0,13.0,26,0,1
384,331,65,2,Harvard University,136199984.0,1960,1962,17,1,5,-1,1,1,66,1941.0,0.8684210526315791,21884,287.9473684210526,37,0.4868421052631579,1961.0,5,2859,7,10.262295081967213,3359.918032786885,1961.0,21.0,8,0,1
385,65654,351,2,California Institute of Technology,122411786.0,1988,1991,24,4,23,1,1,1,203,1981.0,5.8,22922,654.9142857142857,250,7.142857142857142,1987.0,11,3385,8,10.2,1347.1714285714286,1987.0,10.0,42,5,1
386,331,353,2,,,1962,1963,4,1,6,-1,1,1,79,1966.0,2.323529411764706,3871,113.85294117647058,89,2.617647058823529,1961.0,5,2859,7,10.262295081967213,3359.918032786885,1961.0,-3.0,0,0,1
387,65654,70,1,University of Oxford,40120149.0,1984,1988,23,1,22,-1,1,1,673,1969.0,12.698113207547168,136040,2566.7924528301887,438,8.264150943396226,1987.0,11,3385,8,10.2,1347.1714285714286,1987.0,19.0,51,5,1
394,334,361,1,Vanderbilt University,200719446.0,1982,1986,8,4,12,1,1,1,136,1973.0,2.9565217391304346,16614,361.1739130434783,207,4.5,1987.0,6,653,16,6.529411764705883,1537.3235294117646,1986.0,13.0,22,0,1
395,347,111,1,McGill University,5023651.0,-1,1952,25,3,0,1,1,0,37,1945.0,0.5285714285714286,35422,506.0285714285714,15,0.21428571428571427,1954.0,5,13668,3,1.4307692307692308,747.1846153846153,1952.0,7.0,8,0,1
396,347,110,2,McGill University,5023651.0,1950,1952,27,4,0,1,1,0,168,1924.0,1.826086956521739,44216,480.60869565217394,63,0.6847826086956522,1954.0,5,13668,3,1.4307692307692308,747.1846153846153,1952.0,28.0,28,0,1
400,90,364,1,"University of California, Berkeley",95457486.0,-1,1963,46,8,3,1,1,1,179,1955.0,2.8412698412698414,38894,617.3650793650794,107,1.6984126984126984,2003.0,1,0,2,1.0,0.0,1963.0,8.0,10,0,0
401,365,364,1,"University of California, Berkeley",95457486.0,-1,1966,46,12,3,1,1,1,179,1955.0,2.8412698412698414,38894,617.3650793650794,107,1.6984126984126984,1969.0,13,4584,20,3.270833333333333,985.3125,1966.0,11.0,8,0,1
405,366,114,1,Australian National University,118347636.0,-1,1965,34,6,1,1,1,1,332,1929.0,3.952380952380953,57335,682.5595238095239,137,1.630952380952381,1964.0,24,5597,22,7.017241379310343,1616.9655172413793,1964.0,36.0,103,9,1
406,351,367,1,"University of Wisconsin, Madison",135310074.0,-1,1981,3,1,19,-1,1,1,34,1959.0,0.6938775510204082,4864,99.26530612244898,47,0.9591836734693876,1981.0,6,1245,7,5.8,654.9142857142857,1981.0,22.0,10,1,1
408,369,368,1,Yale University,32971472.0,1967,1971,87,3,1,1,1,1,442,1963.0,7.491525423728813,61397,1040.627118644068,494,8.372881355932204,1977.0,6,2442,6,1.2564102564102564,241.94871794871798,1971.0,8.0,14,0,1
409,351,369,1,"University of Wisconsin, Madison",135310074.0,-1,1981,4,1,19,-1,1,1,49,1977.0,1.2564102564102564,9436,241.94871794871798,63,1.6153846153846154,1981.0,6,1245,7,5.8,654.9142857142857,1981.0,4.0,8,2,1
433,397,398,1,"University of Michigan, Ann Arbor",27837315.0,1980,1985,29,3,22,1,1,1,244,1970.0,4.6923076923076925,81783,1572.75,334,6.4230769230769225,1982.0,8,4340,12,4.0256410256410255,950.6666666666664,1982.0,15.0,17,5,1
446,409,385,1,"University of California, San Francisco",180670191.0,-1,1982,43,1,7,-1,1,1,339,1938.0,4.035714285714286,89214,1062.0714285714287,471,5.607142857142856,1980.0,5,1956,6,2.6904761904761907,361.66666666666674,1980.0,44.0,32,1,1
447,409,179,2,Stanford University,97018004.0,1982,1985,22,2,8,-1,1,1,155,1974.0,3.297872340425532,24839,528.4893617021277,80,1.702127659574468,1980.0,5,1956,6,2.6904761904761907,361.66666666666674,1980.0,11.0,16,0,1
448,179,90,2,California Institute of Technology,122411786.0,1976,1979,34,1,5,-1,1,1,1,2003.0,1.0,0,0.0,2,2.0,1974.0,13,3386,4,3.297872340425532,528.4893617021277,1974.0,-24.0,0,0,1
449,179,410,1,"University of California, San Diego",36258959.0,1973,1976,24,6,4,1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1974.0,13,3386,4,3.297872340425532,528.4893617021277,1974.0,-1.0,0,0,1
456,212,210,2,Massachusetts Institute of Technology,63966007.0,1987,1989,21,3,18,-1,1,1,247,1965.0,4.333333333333333,67723,1188.122807017544,153,2.6842105263157894,1983.0,8,2177,11,8.102564102564102,1670.051282051282,1983.0,24.0,27,2,1
457,210,97,2,New York University,57206974.0,1979,1981,50,2,12,-1,1,1,190,1974.0,3.9583333333333335,32176,670.3333333333334,177,3.6875,1965.0,1,0,1,4.333333333333333,1188.122807017544,1965.0,7.0,12,2,1
459,418,417,1,Duke University,170897317.0,-1,1966,8,2,7,-1,1,1,66,1963.0,2.129032258064516,9062,292.32258064516134,64,2.064516129032258,1970.0,31,6223,20,10.653846153846152,1579.3846153846155,1966.0,3.0,7,0,1
487,446,112,1,Harvard Medical School,136199984.0,-1,1976,19,5,8,1,1,1,117,1957.0,2.0172413793103448,113126,1950.448275862069,27,0.4655172413793103,1977.0,9,3539,5,3.511111111111111,1170.3111111111114,1976.0,19.0,15,0,1
488,446,447,2,Harvard Medical School,136199984.0,1976,1978,23,2,8,-1,1,1,402,1965.0,7.052631578947367,129134,2265.5087719298244,620,10.87719298245614,1977.0,9,3539,5,3.511111111111111,1170.3111111111114,1977.0,13.0,22,0,1
503,327,464,1,California Institute of Technology,122411786.0,-1,1974,17,2,9,-1,1,1,4,1966.0,0.08333333333333333,78,1.625,12,0.25,1974.0,10,5877,11,10.1875,2754.1875,1974.0,8.0,0,0,1
505,465,464,1,California Institute of Technology,122411786.0,-1,1974,17,2,4,-1,1,1,4,1966.0,0.08333333333333333,78,1.625,12,0.25,-1.0,0,0,0,0.0,0.0,1974.0,8.0,0,0,0
513,473,102,1,Massachusetts Institute of Technology,63966007.0,-1,1989,40,6,3,1,1,1,657,1972.0,13.14,145221,2904.42,371,7.42,1980.0,4,123,3,4.048780487804878,126.46341463414636,1980.0,17.0,74,9,1
515,473,474,2,University of Oxford,40120149.0,1990,1991,13,2,4,-1,1,1,323,1980.0,7.690476190476191,16232,386.4761904761905,342,8.142857142857142,1980.0,4,123,3,4.048780487804878,126.46341463414636,1980.0,11.0,33,3,1
516,475,102,2,Massachusetts Institute of Technology,63966007.0,1990,1991,40,5,0,1,1,0,657,1972.0,13.14,145221,2904.42,371,7.42,1985.0,16,2459,7,5.702702702702703,519.8918918918919,1985.0,19.0,98,9,1
517,66369,102,2,Massachusetts Institute of Technology,63966007.0,1986,1988,40,6,6,1,1,1,657,1972.0,13.14,145221,2904.42,371,7.42,1985.0,37,1384,27,8.432432432432432,273.40540540540536,1985.0,16.0,74,0,1
518,100,102,2,Massachusetts Institute of Technology,63966007.0,1982,1984,40,4,35,1,1,1,657,1972.0,13.14,145221,2904.42,371,7.42,1982.0,36,15419,23,20.025,4397.05,1982.0,12.0,53,15,1
519,474,102,2,Massachusetts Institute of Technology,63966007.0,1984,1985,40,5,5,1,1,1,657,1972.0,13.14,145221,2904.42,371,7.42,1980.0,6,639,3,7.690476190476191,386.4761904761905,1980.0,13.0,55,0,1
520,102,477,3,Massachusetts Institute of Technology,63966007.0,1971,1981,4,1,17,-1,1,1,41,1969.0,0.9761904761904762,48906,1164.4285714285713,10,0.2380952380952381,1972.0,27,6679,9,13.14,2904.42,1972.0,12.0,17,7,1
522,477,479,1,University of Cambridge,241749.0,1966,1973,5,1,1,-1,1,1,30,1953.0,0.46875,7199,112.484375,25,0.390625,1969.0,4,10568,1,0.9761904761904762,1164.4285714285713,1969.0,20.0,0,0,1
525,486,485,1,"Indiana University, Bloomington",592451.0,-1,1973,1,1,1,-1,1,1,15,1980.0,0.6,398,15.92,6,0.24,1977.0,2,555,1,1.4117647058823528,98.64705882352942,1973.0,-7.0,0,0,1
527,487,264,1,Yale University,32971472.0,-1,1936,14,3,5,1,1,1,71,1916.0,1.0,21301,300.01408450704224,27,0.38028169014084506,1934.0,10,949,11,0.9404761904761904,311.54761904761904,1934.0,20.0,11,0,1
528,488,489,1,Columbia University,78577930.0,-1,1935,11,3,0,1,1,0,108,1917.0,1.11340206185567,4785,49.3298969072165,63,0.6494845360824743,1932.0,6,4630,3,1.0465116279069768,273.8139534883721,1932.0,18.0,7,0,1
531,491,125,1,Harvard University,136199984.0,-1,1901,15,3,1,1,1,1,338,1884.0,2.449275362318841,69686,504.9710144927536,124,0.8985507246376812,1904.0,7,40,2,0.3173076923076923,7.961538461538463,1901.0,17.0,31,0,1
533,388,76,1,Salk Institute for Biological Studies,1307098950.0,1991,1992,87,6,8,1,1,1,922,1969.0,17.39622641509434,198249,3740.5471698113206,1056,19.924528301886788,1991.0,3,310,5,4.741935483870968,952.9032258064516,1991.0,23.0,103,1,1
534,388,493,2,Rockefeller University,83399316.0,1989,1991,28,1,8,-1,1,1,565,1958.0,9.112903225806454,121654,1962.161290322581,387,6.241935483870968,1991.0,3,310,5,4.741935483870968,952.9032258064516,1991.0,33.0,85,1,1
535,388,494,1,The University of Alabama,17301866.0,1984,1988,10,2,6,-1,1,1,63,1976.0,1.3695652173913044,7053,153.32608695652175,117,2.5434782608695654,1991.0,3,310,5,4.741935483870968,952.9032258064516,1988.0,12.0,9,0,1
536,494,495,1,University of Illinois,,1972,1977,3,1,3,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1976.0,6,1398,9,1.3695652173913044,153.32608695652175,1976.0,-1.0,0,0,1
537,494,24493,2,University of Virginia,51556381.0,1977,1979,26,1,3,-1,1,1,179,1971.0,3.5098039215686274,23575,462.2549019607843,168,3.294117647058824,1976.0,6,1398,9,1.3695652173913044,153.32608695652175,1976.0,8.0,22,1,1
540,497,116,2,University of Cambridge,241749.0,1922,1923,15,1,1,-1,1,1,7,1923.0,0.4117647058823529,560,32.94117647058823,5,0.29411764705882354,1926.0,8,430,9,2.409638554216868,222.80722891566262,1923.0,0.0,3,0,1
541,498,189,1,Harvard Medical School,136199984.0,1906,1910,9,1,2,-1,1,1,54,1901.0,0.4778761061946903,20953,185.42477876106202,20,0.17699115044247787,1906.0,3,2,2,1.0803571428571428,25.919642857142854,1906.0,9.0,5,0,1
