CID,MenteeID,MentorID,MentorshipType,Institution,InstitutionMAGID,StartYear,StopYear,NumOfMenteesOfTheMentor,NumOfMenteesOfTheMentor10,NumOfMenteesOfTheMenteeIn20,BigOrSmall,Survival0,Survival1,TotalPubsOfMentor,YearOfTheFirstPubsOfMentorPubs,YearlyPubsOfMentor,TotalCitationOfMentor,YearlyCitationOfMentor,TotalCollaOfMentor,YearllyCollaOfMentor,YearOfTheFirstPubsOfMenteePubs,First5YearPubsOfMentee,First5YearCitationOfMentee,First5YearCollaOfMentee,YearlyPubsOfMentee,YearlyCitationOfMentee,BirthYearOfMentee,CareerAgeOfMentorInTraining,PubsOfMentorInTraning,CollaPubsOfWithMentor,S_Or_DP
105782,82741,59126,1,"University of California, Berkeley",95457486.0,1988,1994,58,8,0,1,0,0,537,1991.0,17.322580645161292,81724,2636.2580645161293,977,31.516129032258068,1988.0,7,1140,15,6.382352941176472,935.9117647058824,1988.0,3.0,13,1,1
105836,82778,49732,1,Delft University of Technology,98358874.0,1963,1970,4,3,0,-1,0,0,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1970.0,-1.0,0,0,0
105855,82793,59126,2,"University of California, Berkeley",95457486.0,-1,1995,58,9,0,1,0,0,537,1991.0,17.322580645161292,81724,2636.2580645161293,977,31.516129032258068,1990.0,20,1114,41,6.6875,226.0625,1990.0,4.0,17,0,1
106049,82916,24653,1,Harvard University,136199984.0,-1,1961,24,12,0,1,0,0,791,1937.0,10.14102564102564,37718,483.56410256410254,300,3.8461538461538463,1970.0,5,37,1,0.875,9.75,1961.0,24.0,52,0,0
106179,83012,36624,1,Utrecht University,193662353.0,-1,1994,11,6,0,1,0,0,732,1972.0,14.64,45660,913.2,499,9.98,1992.0,13,715,8,12.1,403.7,1992.0,22.0,113,6,1
106184,36624,64881,2,"University of California, Los Angeles",161318765.0,1977,1980,1,1,8,-1,1,1,5,1964.0,0.29411764705882354,423,24.882352941176467,4,0.2352941176470588,1972.0,10,120,7,14.64,913.2,1972.0,16.0,1,0,1
106185,83020,1067,1,Utrecht University,193662353.0,-1,1952,8,7,2,1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1972.0,9,431,21,1.0,43.2,1952.0,-1.0,0,0,1
106186,83021,83020,1,Leiden University,121797337.0,1973,1978,4,3,6,1,1,1,40,1972.0,1.0,1728,43.2,47,1.175,1976.0,10,437,12,10.673913043478262,489.8043478260869,1976.0,6.0,16,8,1
106204,83028,56546,1,Princeton University,20089843.0,1983,1988,2,1,0,-1,0,0,163,1958.0,3.1346153846153846,6367,122.44230769230771,118,2.269230769230769,1987.0,2,824,5,0.42857142857142855,57.42857142857143,1987.0,30.0,16,0,1
106205,83028,52551,2,,,1988,1991,2,1,0,-1,0,0,379,1974.0,7.895833333333332,15687,326.8125,418,8.708333333333334,1987.0,2,824,5,0.42857142857142855,57.42857142857143,1987.0,17.0,32,0,1
106206,83029,53856,1,University College London,45129253.0,1924,1936,15,4,3,-1,1,1,1,2010.0,1.0,0,0.0,0,0.0,1948.0,3,30,1,0.3114754098360656,9.163934426229508,1936.0,-74.0,0,0,1
106260,83076,59135,2,Harvard University,136199984.0,1985,1987,4,1,0,-1,0,0,196,1963.0,3.3220338983050848,14845,251.61016949152543,237,4.016949152542373,1967.0,1,32,5,14.963636363636365,1152.8,1967.0,24.0,27,3,1
106282,83075,20839,2,Cornell University,205783295.0,1950,1951,23,3,0,-1,0,0,71,1909.0,1.1833333333333331,8396,139.93333333333334,32,0.5333333333333333,1951.0,9,590,9,2.833333333333333,85.76666666666667,1951.0,42.0,12,1,1
106304,83090,4177,1,Massachusetts Institute of Technology,63966007.0,-1,1966,6,4,0,1,0,0,0,-1.0,0.0,0,0.0,0,0.0,1965.0,15,418,4,5.017543859649122,52.368421052631575,1965.0,-1.0,0,0,1
106344,83133,83134,1,Ruprecht-Karls-Universität Heidelberg,,-1,1919,4,2,0,-1,0,0,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1919.0,-1.0,0,0,0
106357,83146,83145,1,Georg-August-Universität Göttingen,74656192.0,-1,1938,4,4,1,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1938.0,-1.0,0,0,0
106358,83146,51926,3,Kaiser Wilhelm Institute for Chemistry,,-1,1939,2,2,2,-1,1,1,101,1908.0,1.4852941176470589,1291,18.985294117647054,18,0.2647058823529412,-1.0,0,0,0,0.0,0.0,1939.0,31.0,27,0,0
106359,83143,83146,1,Johannes Gutenberg-Universität Mainz,,-1,1951,2,1,0,0,1,0,0,-1.0,0.0,0,0.0,0,0.0,1957.0,8,109,6,2.3888888888888893,200.66666666666663,1951.0,-1.0,0,0,1
106361,83147,22787,2,California Institute of Technology,122411786.0,-1,1926,31,14,0,1,1,0,189,1895.0,1.5,2584,20.50793650793651,84,0.6666666666666666,-1.0,0,0,0,0.0,0.0,1926.0,31.0,49,0,0
106362,83145,54645,1,Eberhard Karls Universität Tübingen,8087733.0,-1,1920,1,1,4,0,1,1,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1920.0,-1.0,0,0,0
106378,83157,83156,2,Kaiser-Wilhelms-Universität Straßburg,,1895,1905,5,5,2,1,1,1,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1905.0,-1.0,0,0,0
106379,83145,83157,2,Technische Hochschule München,,1921,1924,3,2,4,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1924.0,-1.0,0,0,0
106382,83145,63489,1,Eberhard Karls Universität Tübingen,8087733.0,-1,1920,9,3,4,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1920.0,-1.0,0,0,0
106392,83147,62867,1,Vienna University,,-1,1920,6,2,0,-1,1,0,20,1903.0,0.4651162790697674,70,1.627906976744186,6,0.13953488372093026,-1.0,0,0,0,0.0,0.0,1920.0,17.0,2,0,0
106438,67455,62549,1,Königliche Technische Hochschule zu Berlin,,-1,1934,7,6,1,1,1,1,88,1918.0,1.6923076923076923,1219,23.44230769230769,13,0.25,1950.0,2,0,1,1.9375,0.375,1934.0,16.0,32,0,1
106439,83189,67455,1,University of Bonn,135140700.0,-1,1958,2,1,0,0,1,0,31,1950.0,1.9375,6,0.375,7,0.4375,1959.0,1,16,1,1.0,16.0,1958.0,8.0,18,0,0
106441,83191,83190,1,Bonn,,-1,1985,1,1,1,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1981.0,8,189,11,3.097560975609756,54.926829268292686,1981.0,-1.0,0,0,1
106442,83176,83191,2,Fritz Haber Institute of the Max Planck Society,2800875726.0,1991,1994,1,1,1,-1,1,1,127,1981.0,3.097560975609756,2252,54.926829268292686,121,2.9512195121951224,1983.0,5,127,10,3.9743589743589753,74.05128205128206,1983.0,13.0,34,10,1
106539,61087,83268,1,University of St. Andrews,,-1,1975,1,1,1,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1976.0,2,197,9,2.45,136.9,1975.0,-1.0,0,0,1
106555,83280,615,2,"University of California, Berkeley",95457486.0,1969,1972,54,9,0,1,0,0,432,1939.0,5.333333333333333,16728,206.51851851851848,495,6.111111111111112,1992.0,1,0,9,1.0,0.0,1972.0,33.0,29,0,0
106556,83280,83281,1,Cornell University,205783295.0,-1,1969,3,2,0,-1,0,0,388,1958.0,6.0625,11844,185.0625,418,6.53125,1992.0,1,0,9,1.0,0.0,1969.0,11.0,51,0,0
106557,83281,83282,1,Massachusetts Institute of Technology,63966007.0,-1,1960,2,2,3,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1958.0,12,149,4,6.0625,185.0625,1958.0,-1.0,0,0,1
106558,83282,50748,2,Princeton University,20089843.0,1928,1929,10,5,0,1,1,0,67,1903.0,1.0307692307692309,1096,16.861538461538462,35,0.5384615384615384,-1.0,0,0,0,0.0,0.0,1929.0,26.0,10,0,0
106611,83318,82346,1,Harvard University,136199984.0,-1,1952,25,8,0,1,0,0,120,1927.0,2.0689655172413794,590,10.172413793103447,72,1.2413793103448276,-1.0,0,0,0,0.0,0.0,1952.0,25.0,18,0,0
106612,83318,83320,1,Harvard University,136199984.0,-1,1952,6,5,0,1,0,0,275,1928.0,3.160919540229885,4669,53.66666666666666,185,2.126436781609196,-1.0,0,0,0,0.0,0.0,1952.0,24.0,41,0,0
106614,83320,83322,1,"University of California, Berkeley",95457486.0,-1,1931,3,1,5,0,1,1,0,-1.0,0.0,0,0.0,0,0.0,1928.0,13,12,13,3.160919540229885,53.66666666666666,1928.0,-1.0,0,0,1
106655,83347,59135,1,Harvard University,136199984.0,-1,1974,4,1,2,-1,1,1,196,1963.0,3.3220338983050848,14845,251.61016949152543,237,4.016949152542373,1973.0,27,2171,35,13.6734693877551,460.4081632653061,1973.0,11.0,39,10,1
106834,83512,61969,1,Harvard University,136199984.0,1978,1984,2,1,0,-1,0,0,9,1965.0,0.16363636363636366,801,14.563636363636364,5,0.09090909090909093,1970.0,1,0,4,7.5769230769230775,126.05769230769229,1970.0,19.0,0,0,1
106921,83588,57878,1,Princeton University,20089843.0,1952,1955,7,3,0,-1,0,0,112,1939.0,1.5342465753424657,16222,222.21917808219175,62,0.8493150684931506,1955.0,3,141,2,1.981818181818182,128.9090909090909,1955.0,16.0,10,2,1
107073,52810,52793,1,Universite de Paris -Sorbonne,,1936,1936,2,1,0,0,1,0,7,1910.0,0.14583333333333334,103,2.145833333333333,9,0.1875,-1.0,0,0,0,0.0,0.0,1936.0,26.0,1,0,0
107090,83733,27672,1,University of Chicago,40347166.0,-1,1951,13,3,0,-1,0,0,241,1923.0,2.738636363636364,14038,159.52272727272728,175,1.9886363636363635,1953.0,8,5877,2,2.527272727272728,422.89090909090913,1951.0,28.0,29,1,1
107096,83318,27672,3,University of Chicago,40347166.0,1954,1957,13,4,0,-1,0,0,241,1923.0,2.738636363636364,14038,159.52272727272728,175,1.9886363636363635,-1.0,0,0,0,0.0,0.0,1957.0,34.0,38,0,0
107115,61410,83753,1,University of Toronto,185261750.0,-1,1949,2,2,4,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1951.0,10,196,11,2.2923076923076917,96.07692307692308,1949.0,-1.0,0,0,1
107158,83786,6507,1,Johns Hopkins University,145311948.0,-1,1907,8,3,1,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1908.0,1,0,1,1.0,0.0,1907.0,-1.0,0,0,0
107159,83787,83786,1,Johns Hopkins University,145311948.0,-1,1911,1,1,1,0,1,1,1,1908.0,1.0,0,0.0,1,1.0,-1.0,0,0,0,0.0,0.0,1911.0,3.0,1,0,0
107160,83788,83787,1,University of Virginia,51556381.0,-1,1925,1,1,9,0,1,1,0,-1.0,0.0,0,0.0,0,0.0,1925.0,17,204,6,1.6781609195402298,23.517241379310345,1925.0,-1.0,0,0,1
107163,83790,83788,1,University of Virginia,51556381.0,-1,1931,9,3,4,-1,1,1,146,1925.0,1.6781609195402298,2046,23.517241379310345,132,1.5172413793103448,-1.0,0,0,0,0.0,0.0,1931.0,6.0,17,0,0
107164,83790,38089,2,Bartol Research Foundation of the Franklin Institute,,-1,1932,7,2,4,-1,1,1,4,1925.0,1.0,3,0.75,3,0.75,-1.0,0,0,0,0.0,0.0,1932.0,7.0,0,0,0
107169,83793,83790,1,Harvard University,136199984.0,-1,1949,4,2,2,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1956.0,5,45,20,1.0,9.0,1949.0,-1.0,0,0,0
107170,83794,83793,1,Yale University,32971472.0,-1,1954,2,2,1,-1,1,1,5,1956.0,1.0,45,9.0,20,4.0,1955.0,4,344,5,2.783333333333333,150.98333333333332,1954.0,-2.0,2,0,1
107171,83757,83794,1,"Washington University, Saint Louis",204465549.0,-1,1985,2,1,0,-1,1,0,167,1955.0,2.783333333333333,9059,150.98333333333332,189,3.15,1982.0,10,408,17,11.85,384.7,1982.0,30.0,17,7,1
107237,742154,69102,2,University of Pennsylvania,79576946.0,1979,1981,16,5,0,1,0,0,26,1995.0,1.1304347826086956,374,16.26086956521739,83,3.608695652173913,1971.0,1,5,2,21.84313725490196,907.8039215686273,1971.0,-14.0,0,0,1
107364,36878,464,0,Universität zu Köln,,-1,1963,24,5,9,1,1,1,4,1966.0,0.08333333333333333,40,0.8333333333333334,12,0.25,1968.0,35,4571,30,24.98148148148148,1811.5,1963.0,-3.0,0,0,1
107425,83977,65268,1,"University of Maryland, College Park",66946132.0,-1,1962,6,1,0,-1,0,0,114,1940.0,1.6521739130434785,14863,215.40579710144928,66,0.9565217391304348,1963.0,16,371,12,8.694915254237289,428.3220338983051,1962.0,22.0,9,0,1
107432,83983,24923,1,"University of Michigan, Ann Arbor",27837315.0,-1,1932,10,3,0,-1,1,0,20,1948.0,0.8,1759,70.36,21,0.84,1953.0,2,26,2,0.37142857142857133,8.6,1932.0,-16.0,0,0,1
107435,83983,52640,2,"University of California, Berkeley",95457486.0,-1,1936,29,10,0,1,1,0,0,-1.0,0.0,0,0.0,0,0.0,1953.0,2,26,2,0.37142857142857133,8.6,1936.0,-1.0,0,0,1
107582,65556,48636,1,Georg-August-Universität Göttingen,74656192.0,-1,1970,3,3,1,-1,1,1,54,1971.0,1.08,2003,40.06,9,0.18,1980.0,18,193,41,12.38095238095238,337.3095238095238,1970.0,-1.0,2,0,1
107646,84130,56804,1,Johns Hopkins University,145311948.0,1941,1947,4,2,6,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1965.0,3,80,5,0.6,6.4,1947.0,-1.0,0,0,1
107647,84127,84130,1,Stanford University,97018004.0,1963,1968,8,3,0,-1,1,0,21,1965.0,0.6,224,6.4,28,0.8,1974.0,16,71,25,2.2142857142857144,26.92857142857143,1968.0,3.0,3,0,1
107680,84149,20839,2,Cornell University,205783295.0,1955,1957,23,3,0,-1,0,0,71,1909.0,1.1833333333333331,8396,139.93333333333334,32,0.5333333333333333,1971.0,1,7,4,1.0,7.0,1957.0,48.0,7,0,0
107837,84153,84248,1,ATOMKI,198412221.0,1992,1995,2,2,2,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1996.0,12,86,75,3.3461538461538463,20.576923076923077,1995.0,-1.0,0,0,1
108222,20837,57525,1,Cornell University,205783295.0,-1,1910,12,2,2,-1,1,1,22,1891.0,0.18487394957983194,94,0.7899159663865546,11,0.09243697478991596,-1.0,0,0,0,0.0,0.0,1910.0,19.0,0,0,0
108262,11224,62866,1,Vienna University,,-1,1965,5,4,0,1,1,0,156,1954.0,2.6,5679,94.65,50,0.8333333333333334,1967.0,17,883,7,7.4,535.0181818181818,1965.0,11.0,4,0,1
108272,84565,54028,1,Princeton University,20089843.0,-1,1945,18,7,1,1,1,1,164,1888.0,1.5619047619047621,3384,32.22857142857143,114,1.0857142857142856,1949.0,19,367,19,0.9827586206896552,33.51724137931034,1945.0,57.0,9,0,1
108344,51251,84608,2,Wageningen University,,1939,1941,1,1,1,0,1,1,0,-1.0,0.0,0,0.0,0,0.0,1951.0,1,98,2,2.333333333333333,182.76190476190484,1941.0,-1.0,0,0,1
108345,84608,76534,2,University of Groningen,169381384.0,1927,1928,7,3,1,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1928.0,-1.0,0,0,0
108346,84608,84609,1,University of Groningen,169381384.0,-1,1927,1,1,1,0,1,1,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1927.0,-1.0,0,0,0
108352,84560,84614,1,Massachusetts Institute of Technology,63966007.0,-1,1991,9,5,1,1,1,1,450,1982.0,11.25,15860,396.5,234,5.85,1988.0,13,276,10,5.653846153846153,166.4230769230769,1988.0,9.0,57,7,1
108353,84614,84615,1,Massachusetts Institute of Technology,63966007.0,-1,1983,7,3,8,1,1,1,150,1975.0,3.191489361702128,2239,47.638297872340424,101,2.148936170212766,1982.0,35,5065,14,11.25,396.5,1982.0,8.0,23,3,1
108354,84615,71626,1,"University of Illinois, Urbana-Champaign",157725225.0,-1,1977,5,2,6,-1,1,1,74,1967.0,1.7209302325581397,4901,113.97674418604653,68,1.5813953488372092,1975.0,1,12,1,3.191489361702128,47.638297872340424,1975.0,10.0,16,0,1
108420,84646,77298,2,Technische Universität Berlin,,1976,1977,3,1,0,-1,0,0,35,1957.0,0.6862745098039216,690,13.529411764705882,36,0.7058823529411765,1973.0,37,332,21,14.489795918367347,650.1428571428571,1973.0,20.0,13,0,1
108438,84657,58627,1,Georg-August-Universität Göttingen,74656192.0,-1,1969,5,1,0,-1,1,0,30,1926.0,0.6521739130434783,1094,23.782608695652176,21,0.4565217391304348,1966.0,1,0,1,1.0,0.0,1966.0,43.0,5,0,0
108439,84658,58627,1,Georg-August-Universität Göttingen,74656192.0,-1,1959,5,3,1,-1,1,1,30,1926.0,0.6521739130434783,1094,23.782608695652176,21,0.4565217391304348,1959.0,1,28,1,1.0,28.0,1959.0,33.0,4,0,0
108440,84657,84658,2,Universität zu Köln,,-1,1976,1,1,0,-1,1,0,1,1959.0,1.0,28,28.0,1,1.0,1966.0,1,0,1,1.0,0.0,1966.0,17.0,0,0,0
108564,84738,84743,1,Harvard University,136199984.0,-1,1934,3,1,3,0,1,1,12,1893.0,0.2608695652173913,131,2.847826086956522,5,0.10869565217391304,1932.0,1,0,1,1.0,0.0,1932.0,41.0,0,0,0
108565,66722,84738,1,Harvard University,136199984.0,-1,1940,4,2,4,-1,1,1,1,1932.0,1.0,0,0.0,1,1.0,1939.0,8,144,3,2.7654320987654315,49.54320987654321,1939.0,8.0,0,0,1
108566,84739,66722,1,Massachusetts Institute of Technology,63966007.0,-1,1954,4,3,1,-1,1,1,224,1939.0,2.7654320987654315,4013,49.54320987654321,69,0.8518518518518519,1968.0,5,491,12,1.5416666666666667,34.104166666666664,1954.0,15.0,23,0,1
108567,84740,84739,1,"Washington University, Saint Louis",204465549.0,-1,1973,1,1,1,-1,1,1,74,1968.0,1.5416666666666667,1637,34.104166666666664,165,3.4375,1973.0,4,162,6,1.2857142857142858,111.12244897959185,1973.0,5.0,8,0,1
108568,84741,84740,1,"University of California, Los Angeles",161318765.0,-1,1990,2,1,77,-1,1,1,63,1973.0,1.2857142857142858,5445,111.12244897959185,119,2.4285714285714284,1987.0,10,965,30,29.57142857142857,1907.571428571429,1987.0,17.0,22,0,1
108644,84798,49855,1,"University of Florida, Gainesville",33213144.0,-1,1966,10,8,0,1,0,0,199,1948.0,3.2096774193548385,15321,247.11290322580646,51,0.8225806451612904,-1.0,0,0,0,0.0,0.0,1966.0,18.0,26,0,0
108691,61845,72171,0,Universidad de Puerto Rico,200399037.0,1986,1988,1,1,10,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1990.0,8,621,13,4.928571428571429,71.14285714285714,1988.0,-1.0,0,0,1
108692,61845,84828,0,National Center for Atmospheric Research,107766831.0,1987,1987,1,1,10,-1,1,1,343,1969.0,6.471698113207547,13845,261.22641509433964,542,10.226415094339623,1990.0,8,621,13,4.928571428571429,71.14285714285714,1987.0,18.0,18,0,1
108711,33692,84839,2,"University of Colorado, Boulder",188538660.0,1964,1965,1,1,1,-1,1,1,1,1962.0,1.0,47,47.0,3,3.0,1961.0,17,742,13,21.9344262295082,978.7377049180327,1961.0,3.0,1,0,1
108916,85001,62655,1,"University of California, Berkeley",95457486.0,-1,1970,3,2,2,-1,1,1,47,1972.0,1.5666666666666669,607,20.233333333333334,114,3.8,1967.0,12,966,18,7.781818181818182,208.43636363636364,1967.0,-2.0,1,0,1
108917,85000,85001,1,"University of California at Davis & Advanced Light Source, Berkeley Lab",,-1,1991,3,2,0,-1,0,0,428,1967.0,7.781818181818182,11464,208.43636363636364,864,15.709090909090907,1986.0,10,291,26,2.7222222222222223,44.77777777777778,1986.0,24.0,47,15,1
108928,85009,79212,1,Chalmers University of Technology,66862912.0,-1,1969,3,2,2,-1,1,1,57,1963.0,1.2127659574468086,2678,56.97872340425533,31,0.6595744680851063,1967.0,9,2044,8,3.294117647058824,309.11764705882354,1967.0,6.0,11,5,1
108929,85009,85010,1,Chalmers University of Technology,66862912.0,-1,1969,1,1,2,-1,1,1,53,1967.0,1.2325581395348837,3546,82.46511627906976,34,0.7906976744186046,1967.0,9,2044,8,3.294117647058824,309.11764705882354,1967.0,2.0,10,6,1
108931,85010,79212,1,Chalmers University of Technology,66862912.0,-1,1965,3,2,1,-1,1,1,57,1963.0,1.2127659574468086,2678,56.97872340425533,31,0.6595744680851063,1967.0,12,2933,5,1.2325581395348837,82.46511627906976,1965.0,2.0,8,1,1
108933,85013,85009,1,University of Aarhus,,1976,1979,2,1,1,-1,1,1,168,1967.0,3.294117647058824,15765,309.11764705882354,160,3.1372549019607843,1979.0,15,1751,26,18.767441860465123,2733.581395348837,1979.0,12.0,5,4,1
109006,85059,47655,1,"University of Illinois, Urbana-Champaign",157725225.0,-1,1954,10,3,3,-1,1,1,136,1930.0,1.5813953488372092,22027,256.1279069767442,83,0.9651162790697676,-1.0,0,0,0,0.0,0.0,1954.0,24.0,15,0,0
109021,85068,53627,2,University of Breslau,,-1,1903,2,1,2,0,1,1,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1903.0,-1.0,0,0,0
109023,85069,85068,1,Universität zu Köln,,-1,1952,4,1,3,0,1,1,0,-1.0,0.0,0,0.0,0,0.0,1972.0,4,123,11,1.6756756756756757,21.27027027027027,1952.0,-1.0,0,0,1
109024,85070,85069,1,Technische Universität München (TUM),62916508.0,-1,1969,3,2,1,-1,1,1,62,1972.0,1.6756756756756757,787,21.27027027027027,105,2.8378378378378377,1976.0,4,156,8,2.6666666666666665,39.96969696969697,1969.0,-3.0,0,0,1
109026,85071,85070,1,Ruprecht-Karls-Universität Heidelberg,,-1,1990,1,1,2,-1,1,1,88,1976.0,2.6666666666666665,1319,39.96969696969697,117,3.5454545454545454,1989.0,16,5942,26,19.939393939393934,1545.7878787878788,1989.0,14.0,14,2,1
109031,52145,85069,0,Technische Universität München (TUM),62916508.0,-1,1971,3,2,0,-1,0,0,62,1972.0,1.6756756756756757,787,21.27027027027027,105,2.8378378378378377,1974.0,13,1926,24,3.5625,608.2083333333334,1971.0,-1.0,3,0,1
109048,85086,85087,1,University of Liverpool,146655781.0,-1,1951,1,1,4,0,1,1,11,1924.0,0.7333333333333333,202,13.466666666666667,5,0.3333333333333333,1957.0,1,2,2,0.9344262295081968,32.22950819672131,1951.0,27.0,0,0,1
109049,85087,13140,1,University of Cambridge,241749.0,-1,1927,48,21,1,1,1,1,1,2007.0,1.0,0,0.0,4,4.0,1924.0,7,104,4,0.7333333333333333,13.466666666666667,1924.0,-80.0,0,0,1
109064,85094,85093,1,"Washington University, Saint Louis",204465549.0,-1,1969,1,1,1,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1800.0,1,3,4,1.5806451612903225,47.49769585253456,1800.0,-1.0,0,0,1
109065,52873,85094,0,"Washington University, Saint Louis",204465549.0,-1,1975,10,1,0,-1,1,0,343,1800.0,1.5806451612903225,10307,47.49769585253456,368,1.695852534562212,1974.0,4,10,6,11.791666666666664,612.4166666666666,1974.0,175.0,21,4,1
109101,84880,27061,1,Brown University,27804330.0,-1,1974,7,3,0,-1,1,0,1165,1961.0,20.803571428571427,49575,885.2678571428571,1246,22.25,1993.0,2,1,6,0.6363636363636364,1.7272727272727273,1974.0,13.0,82,0,1
109102,27061,85118,1,Harvard University,136199984.0,-1,1959,2,2,5,-1,1,1,184,1954.0,2.8307692307692314,5707,87.8,194,2.9846153846153847,1961.0,31,3549,18,20.803571428571427,885.2678571428571,1959.0,5.0,12,0,1
109104,85118,85122,1,University of Aberdeen,195460627.0,-1,1951,2,2,2,-1,1,1,24,1954.0,0.3809523809523809,650,10.317460317460318,20,0.31746031746031744,1954.0,10,331,7,2.8307692307692314,87.8,1951.0,-3.0,0,0,1
109105,85122,85123,1,University of Oxford,40120149.0,-1,1934,2,2,2,-1,1,1,4,1923.0,4.0,57,57.0,4,4.0,1954.0,3,126,2,0.3809523809523809,10.317460317460318,1934.0,11.0,0,0,1
109106,85123,6989,1,Friedrich-Wilhelms-Universität zu Berlin,39343248.0,-1,1911,7,2,2,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1923.0,4,57,4,4.0,57.0,1911.0,-1.0,0,0,0
109108,85125,27061,1,Universität Stuttgart,,-1,1985,7,2,4,-1,1,1,1165,1961.0,20.803571428571427,49575,885.2678571428571,1246,22.25,1983.0,29,1686,53,10.512820512820513,210.12820512820514,1983.0,24.0,156,13,1
109115,85129,3204,1,Harvard University,136199984.0,-1,1992,18,2,9,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1988.0,12,117,9,8.382352941176471,150.7058823529412,1988.0,-1.0,0,0,1
109120,82542,2578,1,"University of California, Berkeley",95457486.0,-1,1962,18,10,1,1,1,1,47,1939.0,0.6438356164383562,29266,400.90410958904107,31,0.4246575342465753,1962.0,8,207,14,3.3666666666666667,167.01666666666668,1962.0,23.0,5,0,1
109121,82542,71717,2,CEA Saclay,,-1,1962,14,2,1,-1,1,1,8,2003.0,1.1428571428571428,88,12.571428571428573,6,0.8571428571428571,1962.0,8,207,14,3.3666666666666667,167.01666666666668,1962.0,-41.0,0,0,1
109166,85176,65836,1,Cornell University,205783295.0,-1,1948,11,3,1,-1,1,1,475,1966.0,8.482142857142858,7624,136.14285714285714,283,5.053571428571429,-1.0,0,0,0,0.0,0.0,1948.0,-18.0,0,0,0
109167,85176,32879,1,Cornell University,205783295.0,-1,1948,39,12,1,1,1,1,441,1924.0,4.59375,33835,352.44791666666674,330,3.4375,-1.0,0,0,0,0.0,0.0,1948.0,24.0,26,0,0
109168,85177,85176,1,Rensselaer Polytechnic Institute,165799507.0,-1,1967,1,1,1,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1968.0,4,80,3,0.75,6.65625,1967.0,-1.0,0,0,1
109169,85174,85177,1,"State University of New York, Buffalo",63190737.0,-1,1982,4,1,0,-1,1,0,24,1968.0,0.75,213,6.65625,7,0.21875,1982.0,3,19,3,10.8,160.5,1982.0,14.0,7,0,1
109170,85176,16600,3,University of Birmingham,79619799.0,-1,1957,23,12,1,1,1,1,89,1929.0,1.0348837209302326,6999,81.38372093023256,40,0.4651162790697674,-1.0,0,0,0,0.0,0.0,1957.0,28.0,7,0,0
109195,85194,85192,1,Freie Universität Berlin,,1985,1988,1,1,1,-1,1,1,202,1969.0,3.9607843137254894,5995,117.54901960784314,328,6.431372549019607,1990.0,21,2574,37,8.71875,577.3125,1988.0,19.0,27,0,1
109196,85194,83143,3,Hahn-Meitner-Institut für Kernforschung,,-1,1989,1,1,1,-1,1,1,129,1957.0,2.3888888888888893,10836,200.66666666666663,63,1.1666666666666667,1990.0,21,2574,37,8.71875,577.3125,1989.0,32.0,54,0,1
109197,85194,85195,1,Fritz-Haber-Institut,,1985,1988,1,1,1,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1990.0,21,2574,37,8.71875,577.3125,1988.0,-1.0,0,0,1
105291,82363,82364,1,Ludwig-Maximilians-Universität München,8204097.0,-1,1924,8,1,1,0,1,1,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1924.0,-1.0,0,0,0
109201,85195,85197,1,Julius-Maximilans-Universität Würzburg,,-1,1953,4,2,0,-1,1,0,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1953.0,-1.0,0,0,0
109202,85197,83157,2,Technische Hochschule München,,1922,1926,3,2,1,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1926.0,-1.0,0,0,0
