CID,MenteeID,MentorID,MentorshipType,Institution,InstitutionMAGID,StartYear,StopYear,NumOfMenteesOfTheMentor,NumOfMenteesOfTheMentor10,NumOfMenteesOfTheMenteeIn20,BigOrSmall,Survival0,Survival1,TotalPubsOfMentor,YearOfTheFirstPubsOfMentorPubs,YearlyPubsOfMentor,TotalCitationOfMentor,YearlyCitationOfMentor,TotalCollaOfMentor,YearllyCollaOfMentor,YearOfTheFirstPubsOfMenteePubs,First5YearPubsOfMentee,First5YearCitationOfMentee,First5YearCollaOfMentee,YearlyPubsOfMentee,YearlyCitationOfMentee,BirthYearOfMentee,CareerAgeOfMentorInTraining,PubsOfMentorInTraning,CollaPubsOfWithMentor,S_Or_DP
6,18761,9,1,"University of California, Berkeley",95457486.0,-1,1984,8,4,0,1,0,0,98,1963.0,2.5128205128205128,5250,134.61538461538458,139,3.5641025641025643,1986.0,19,745,25,7.666666666666668,441.08333333333326,1984.0,21.0,3,0,1
248,211,34756,1,University of Rome,,-1,1928,34,6,10,1,1,1,113,1921.0,1.2555555555555555,10361,115.12222222222222,66,0.7333333333333333,1930.0,7,329,8,1.4651162790697674,38.38372093023256,1928.0,7.0,12,0,1
273,4361,1216,1,Leiden University,121797337.0,-1,1968,24,14,5,1,1,1,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1968.0,-1.0,0,0,0
274,4394,1216,1,Leiden University,121797337.0,-1,1970,24,19,1,1,1,1,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1970.0,-1.0,0,0,0
278,246,245,2,"University of California, Berkeley",95457486.0,1989,1990,17,5,0,1,1,0,301,1938.0,3.583333333333333,23815,283.5119047619048,185,2.202380952380953,1970.0,3,5,7,7.134615384615384,400.6923076923077,1970.0,52.0,30,0,1
279,246,242,2,Brandeis University,6902469.0,-1,1995,20,3,1,-1,1,1,154,1973.0,3.208333333333333,17405,362.60416666666674,176,3.6666666666666665,1970.0,3,5,7,7.134615384615384,400.6923076923077,1970.0,22.0,31,0,1
306,13297,24297,1,Yale University,32971472.0,-1,1986,39,21,0,1,0,0,254,1974.0,5.291666666666667,22480,468.33333333333326,219,4.5625,1996.0,21,3451,59,5.0,282.11538461538464,1986.0,12.0,66,0,1
326,286,24297,2,Yale University,32971472.0,1980,1982,39,18,0,1,0,0,254,1974.0,5.291666666666667,22480,468.33333333333326,219,4.5625,1978.0,10,610,16,2.386363636363636,80.8409090909091,1978.0,8.0,37,3,1
428,376,51265,1,Wageningen University,,-1,1982,1,1,0,-1,0,0,5,1965.0,1.25,92,23.0,4,1.0,-1.0,0,0,0,0.0,0.0,1982.0,17.0,0,0,0
442,4502,1216,1,Leiden University,121797337.0,-1,1974,24,13,0,1,0,0,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1974.0,-1.0,0,0,0
503,327,464,1,California Institute of Technology,122411786.0,-1,1974,24,4,0,1,0,0,4,1966.0,0.08333333333333333,40,0.8333333333333334,12,0.25,1974.0,10,2945,11,10.1875,1379.770833333333,1974.0,8.0,0,0,1
505,465,464,1,California Institute of Technology,122411786.0,-1,1974,24,4,0,1,0,0,4,1966.0,0.08333333333333333,40,0.8333333333333334,12,0.25,-1.0,0,0,0,0.0,0.0,1974.0,8.0,0,0,0
507,464,467,3,California Institute of Technology,122411786.0,-1,1937,1,1,16,0,1,1,164,1890.0,1.251908396946565,5651,43.137404580152676,120,0.916030534351145,1966.0,2,5,6,0.08333333333333333,0.8333333333333334,1937.0,47.0,9,0,1
850,291,1216,1,Leiden University,121797337.0,1969,1974,24,13,0,1,0,0,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1974.0,-1.0,0,0,0
854,437,962,1,Delft University of Technology,98358874.0,-1,1992,3,2,0,-1,0,0,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1992.0,-1.0,0,0,0
855,962,766,1,Delft University of Technology,98358874.0,-1,1978,5,3,3,1,1,1,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1978.0,-1.0,0,0,0
860,291,27341,1,Leiden University,121797337.0,1974,1976,7,5,0,1,0,0,1,1984.0,1.0,65,65.0,4,4.0,-1.0,0,0,0,0.0,0.0,1976.0,-8.0,0,0,0
928,10072,766,1,Delft University of Technology,98358874.0,-1,1975,5,3,0,-1,0,0,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1975.0,-1.0,0,0,0
1165,76,80,1,Princeton University,20089843.0,-1,1978,18,3,0,1,0,0,230,1922.0,2.3,50290,502.9,149,1.49,1969.0,5,40,4,17.39622641509434,1873.9622641509436,1969.0,56.0,14,0,1
1176,1057,1058,1,Utrecht University,193662353.0,1965,1970,5,4,0,1,0,0,58,1947.0,0.90625,2376,37.125,51,0.796875,1984.0,2,46,4,0.972972972972973,17.432432432432428,1970.0,23.0,17,0,1
1177,1059,1058,1,Utrecht University,193662353.0,1967,1972,5,4,2,1,1,1,58,1947.0,0.90625,2376,37.125,51,0.796875,1967.0,10,512,9,9.472727272727274,384.1636363636364,1967.0,25.0,14,7,1
1187,1058,1067,1,Utrecht University,193662353.0,1944,1949,8,6,4,1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1947.0,10,199,5,0.90625,37.125,1947.0,-1.0,0,0,1
1229,1216,23348,1,Leiden University,121797337.0,-1,1949,15,7,24,1,1,1,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1949.0,-1.0,0,0,0
1424,1211,1212,1,Cornell University,205783295.0,1984,1989,28,5,6,1,1,1,408,1956.0,6.476190476190476,56925,903.5714285714287,469,7.4444444444444455,1984.0,6,2350,14,5.8108108108108105,902.1621621621623,1984.0,33.0,42,9,1
1425,1209,1212,1,Cornell University,205783295.0,-1,1983,28,4,1,1,1,1,408,1956.0,6.476190476190476,56925,903.5714285714287,469,7.4444444444444455,1981.0,20,9454,19,5.024390243902438,907.2926829268292,1981.0,27.0,43,9,1
1428,1214,1215,2,National Institutes of Health,1299303238.0,1961,1964,3,1,0,-1,0,0,27,1928.0,0.5510204081632653,9938,202.81632653061226,6,0.12244897959183673,1966.0,9,1305,3,1.6071428571428572,165.32142857142858,1964.0,36.0,0,0,1
1438,412,1835,1,California Institute of Technology,122411786.0,-1,1987,13,4,0,1,1,0,230,1962.0,3.8333333333333335,27264,454.4,191,3.183333333333333,1985.0,8,943,11,3.4054054054054053,447.4324324324325,1985.0,25.0,22,4,1
1487,527,1249,2,Johns Hopkins University,145311948.0,1927,1929,8,4,0,-1,0,0,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1929.0,-1.0,0,0,0
1528,284,659,1,Brown University,27804330.0,-1,1984,14,3,0,1,0,0,254,1953.0,3.681159420289855,19328,280.1159420289855,132,1.9130434782608696,1983.0,5,485,10,1.3243243243243243,91.75675675675676,1983.0,31.0,18,0,1
1747,55119,24297,2,Bell Laboratories,,1974,1975,39,8,0,1,0,0,254,1974.0,5.291666666666667,22480,468.33333333333326,219,4.5625,1978.0,4,76,4,0.8611111111111112,10.388888888888891,1975.0,1.0,3,0,1
2094,1673,464,2,California Institute of Technology,122411786.0,-1,1955,24,12,0,1,0,0,4,1966.0,0.08333333333333333,40,0.8333333333333334,12,0.25,1959.0,7,485,5,2.25,119.09375,1955.0,-11.0,0,0,1
2142,171,1716,1,University College London,45129253.0,1935,1939,15,1,0,0,0,0,139,1909.0,2.2419354838709675,13342,215.19354838709683,41,0.6612903225806451,1950.0,21,6832,16,1.362068965517241,323.8620689655172,1939.0,30.0,8,0,1
2186,1744,24297,1,Yale University,32971472.0,1979,1985,39,21,0,1,0,0,254,1974.0,5.291666666666667,22480,468.33333333333326,219,4.5625,1981.0,16,2045,22,4.560975609756096,382.02439024390236,1981.0,11.0,60,15,1
2292,1831,1832,2,Princeton University,20089843.0,1953,1954,7,1,1,0,1,1,126,1922.0,1.2727272727272727,44596,450.46464646464653,48,0.4848484848484849,1949.0,2,129,1,4.916666666666667,846.9444444444445,1949.0,32.0,5,0,1
2318,1773,1847,1,"University of California, San Diego",36258959.0,-1,1984,5,2,0,-1,1,0,1,1989.0,1.0,0,0.0,3,3.0,1982.0,10,919,8,7.0,467.175,1982.0,-5.0,0,0,1
2423,1923,1716,2,University College London,45129253.0,-1,1929,15,8,0,1,0,0,139,1909.0,2.2419354838709675,13342,215.19354838709683,41,0.6612903225806451,1924.0,10,714,7,1.3859649122807018,36.89473684210526,1924.0,20.0,42,0,1
2433,1929,1716,1,University College London,45129253.0,1930,1933,15,4,0,-1,0,0,139,1909.0,2.2419354838709675,13342,215.19354838709683,41,0.6612903225806451,1931.0,5,49,5,1.6666666666666667,16.333333333333332,1931.0,24.0,34,4,0
2439,185,1215,2,"Marine Biological Laboratory, Woods Hole",1338920048.0,1937,1937,3,1,0,0,0,0,27,1928.0,0.5510204081632653,9938,202.81632653061226,6,0.12244897959183673,1937.0,5,733,12,0.7142857142857143,540.0178571428571,1937.0,9.0,11,0,1
2443,527,1932,2,Leipzig University,926574661.0,1929,1929,31,11,0,1,0,0,198,1922.0,2.020408163265306,17502,178.59183673469386,127,1.2959183673469388,-1.0,0,0,0,0.0,0.0,1929.0,7.0,14,0,0
2447,1935,1215,1,Columbia University,78577930.0,-1,1944,3,1,0,0,0,0,27,1928.0,0.5510204081632653,9938,202.81632653061226,6,0.12244897959183673,1966.0,1,190,2,1.0,190.0,1944.0,16.0,6,0,0
2454,464,1942,1,Georg-August-Universität Göttingen,74656192.0,-1,1930,27,14,12,1,1,1,409,1906.0,3.5565217391304347,52405,455.69565217391306,142,1.2347826086956522,1966.0,2,5,6,0.08333333333333333,0.8333333333333334,1930.0,24.0,24,0,1
2456,1932,1827,2,Georg-August-Universität Göttingen,74656192.0,-1,1923,21,3,21,-1,1,1,180,1886.0,1.40625,20633,161.1953125,70,0.546875,1922.0,16,7434,7,2.020408163265306,178.59183673469386,1922.0,37.0,21,0,1
2457,464,1943,2,University of Copenhagen,124055696.0,1931,1931,46,24,12,1,1,1,198,1909.0,1.8333333333333333,11813,109.37962962962965,75,0.6944444444444444,1966.0,2,5,6,0.08333333333333333,0.8333333333333334,1931.0,22.0,12,0,1
2459,1945,1946,2,University of Cambridge,241749.0,1939,1947,15,4,0,-1,0,0,0,-1.0,0.0,0,0.0,0,0.0,1938.0,7,211,5,2.7922077922077917,288.3506493506493,1938.0,-1.0,0,0,1
2460,1944,1946,1,University of Cambridge,241749.0,1946,1949,15,3,0,-1,0,0,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1949.0,-1.0,0,0,0
2473,1953,1943,2,University of Copenhagen,124055696.0,-1,1927,46,22,3,1,1,1,198,1909.0,1.8333333333333333,11813,109.37962962962965,75,0.6944444444444444,1922.0,26,1659,10,6.41,555.02,1922.0,18.0,17,0,1
2474,1953,1954,2,Universität Zürich,202697423.0,-1,1927,16,6,3,1,1,1,197,1912.0,1.8073394495412844,16717,153.36697247706422,45,0.4128440366972477,1922.0,26,1659,10,6.41,555.02,1922.0,15.0,21,0,1
2542,1835,2017,1,Harvard University,136199984.0,-1,1964,22,6,5,1,1,1,300,1939.0,3.79746835443038,10032,126.98734177215191,250,3.1645569620253164,1962.0,9,344,11,3.8333333333333335,454.4,1962.0,25.0,37,1,1
2896,2292,2260,1,University of Amsterdam,887064364.0,-1,1931,2,1,4,0,1,1,2,1925.0,2.0,0,0.0,1,1.0,-1.0,0,0,0,0.0,0.0,1931.0,6.0,0,0,0
2901,2461,2299,1,Delft University of Technology,98358874.0,-1,1988,5,1,0,-1,0,0,1,1980.0,1.0,1,1.0,2,2.0,1993.0,34,2873,75,6.586206896551723,636.1379310344827,1988.0,8.0,0,0,1
2956,2343,80,1,California Institute of Technology,122411786.0,1984,1989,18,5,0,1,0,0,230,1922.0,2.3,50290,502.9,149,1.49,1990.0,1,13,3,4.46875,58.5625,1989.0,67.0,39,0,1
3277,194,80,2,California Institute of Technology,122411786.0,1990,1993,18,4,0,1,0,0,230,1922.0,2.3,50290,502.9,149,1.49,1970.0,1,0,7,2.3461538461538463,86.38461538461539,1970.0,71.0,21,3,1
3284,80,2577,1,Cornell University,205783295.0,-1,1958,5,3,5,-1,1,1,121,1974.0,3.27027027027027,2306,62.32432432432432,52,1.4054054054054057,1922.0,5,35,3,2.3,502.9,1922.0,-16.0,0,0,1
4039,766,867,1,Delft University of Technology,98358874.0,-1,1960,1,1,5,0,1,1,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1960.0,-1.0,0,0,0
4177,527,3211,2,Ludwig-Maximilians-Universität München,8204097.0,1929,1929,40,19,0,1,0,0,121,1891.0,0.968,7047,56.376000000000005,36,0.28800000000000003,-1.0,0,0,0,0.0,0.0,1929.0,38.0,8,0,0
4187,3221,80,1,California Institute of Technology,122411786.0,-1,1991,18,6,1,1,1,1,230,1922.0,2.3,50290,502.9,149,1.49,1963.0,1,15,1,1.7543859649122806,426.9473684210528,1963.0,69.0,25,0,1
4436,15981,4513,1,Leiden University,121797337.0,-1,1970,11,7,0,1,0,0,0,-1.0,0.0,0,0.0,0,0.0,2007.0,1,1,1,1.0,1.0,1970.0,-1.0,0,0,0
4616,1687,464,2,California Institute of Technology,122411786.0,1949,1951,24,11,0,1,0,0,4,1966.0,0.08333333333333333,40,0.8333333333333334,12,0.25,1947.0,2,125,1,1.9393939393939397,320.24242424242425,1947.0,-15.0,0,0,1
4646,1710,3561,1,University of Budapest,,-1,1923,1,1,0,0,0,0,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1923.0,-1.0,0,0,0
4690,2003,3600,1,Stanford University,97018004.0,-1,1985,2,1,0,-1,0,0,50,1971.0,1.162790697674419,3405,79.18604651162791,42,0.9767441860465116,1982.0,6,385,4,12.7,2841.225,1982.0,14.0,17,3,1
4809,8064,24297,2,Bell Laboratories,,1965,1967,39,4,0,1,0,0,254,1974.0,5.291666666666667,22480,468.33333333333326,219,4.5625,1963.0,7,193,8,4.898305084745763,125.61016949152544,1963.0,-7.0,0,0,1
4810,24297,1947,3,MRC Laboratory of Molecular Biology,,1962,1963,1,1,32,-1,1,1,180,1952.0,2.647058823529412,43193,635.1911764705882,99,1.4558823529411764,1974.0,6,439,13,5.291666666666667,468.33333333333326,1963.0,11.0,18,0,1
4811,24297,2851,3,MRC Laboratory of Molecular Biology,,1962,1963,1,1,32,-1,1,1,406,1957.0,6.246153846153847,50336,774.4,567,8.723076923076922,1974.0,6,439,13,5.291666666666667,468.33333333333326,1963.0,6.0,14,0,1
4813,3179,24297,1,Yale University,32971472.0,-1,1991,39,14,0,1,0,0,254,1974.0,5.291666666666667,22480,468.33333333333326,219,4.5625,1992.0,13,1547,26,4.833333333333333,385.6,1991.0,17.0,69,7,1
4920,1094,1216,1,Leiden University,121797337.0,-1,1967,24,13,0,1,0,0,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1967.0,-1.0,0,0,0
4963,3784,24297,1,Yale University,32971472.0,-1,1995,39,6,0,1,0,0,254,1974.0,5.291666666666667,22480,468.33333333333326,219,4.5625,-1.0,0,0,0,0.0,0.0,1995.0,21.0,54,0,0
5150,27341,3927,1,Delft University of Technology,98358874.0,-1,1957,3,2,5,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1984.0,1,65,4,1.0,65.0,1957.0,-1.0,0,0,0
5151,3925,3924,1,Columbia University,78577930.0,-1,1925,6,5,4,1,1,1,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1925.0,-1.0,0,0,0
5152,3926,23414,1,Leiden University,121797337.0,-1,1908,6,2,5,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1908.0,-1.0,0,0,0
5153,53323,3926,1,Utrecht University,193662353.0,-1,1925,8,3,1,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1925.0,-1.0,0,0,0
5154,1067,3926,1,Utrecht University,193662353.0,-1,1937,8,3,8,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1937.0,-1.0,0,0,0
5155,23498,3926,1,Utrecht University,193662353.0,-1,1937,8,3,0,-1,1,0,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1937.0,-1.0,0,0,0
5157,3927,3926,1,Utrecht University,193662353.0,-1,1924,8,3,1,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1924.0,-1.0,0,0,0
5198,291,24297,2,Bell Laboratories,,1977,1979,39,14,0,1,0,0,254,1974.0,5.291666666666667,22480,468.33333333333326,219,4.5625,-1.0,0,0,0,0.0,0.0,1979.0,5.0,13,0,0
5331,4062,23348,1,Leiden University,121797337.0,-1,1952,15,5,2,1,1,1,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1952.0,-1.0,0,0,0
5414,13297,52506,2,Brandeis University,6902469.0,1986,1988,5,2,0,-1,0,0,99,1969.0,1.8679245283018868,3125,58.96226415094339,124,2.339622641509434,1996.0,21,3451,59,5.0,282.11538461538464,1988.0,19.0,24,0,1
5449,4140,3924,1,Columbia University,78577930.0,-1,1925,6,5,5,1,1,1,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1925.0,-1.0,0,0,0
5450,4177,4139,1,Massachusetts Institute of Technology,63966007.0,-1,1953,6,5,6,1,1,1,28,1934.0,0.56,704,14.08,17,0.34,-1.0,0,0,0,0.0,0.0,1953.0,19.0,1,0,0
5538,23201,27341,1,Vrije Universiteit Amsterdam,865915315.0,-1,1985,7,3,0,1,0,0,1,1984.0,1.0,65,65.0,4,4.0,1985.0,2,80,5,11.756756756756756,1097.918918918919,1985.0,1.0,1,0,1
5589,4237,27341,1,Vrije Universiteit Amsterdam,865915315.0,-1,1980,7,4,0,1,0,0,1,1984.0,1.0,65,65.0,4,4.0,-1.0,0,0,0,0.0,0.0,1980.0,-4.0,0,0,0
5784,4424,1216,1,Leiden University,121797337.0,-1,1971,24,19,0,1,0,0,0,-1.0,0.0,0,0.0,0,0.0,1968.0,15,1478,16,9.038461538461537,422.5384615384616,1968.0,-1.0,0,0,1
5799,4259,1216,1,Leiden University,121797337.0,-1,1956,24,3,0,-1,0,0,0,-1.0,0.0,0,0.0,0,0.0,1959.0,3,87,4,1.8888888888888888,27.822222222222226,1956.0,-1.0,0,0,1
5919,3787,10291,2,NIDDK,,1991,1994,9,2,0,-1,0,0,508,1979.0,11.813953488372093,87694,2039.3953488372088,459,10.674418604651162,1986.0,17,591,29,4.371428571428571,548.3428571428572,1986.0,15.0,112,20,1
5931,4534,4533,1,Leiden University,121797337.0,-1,1989,10,2,0,-1,0,0,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1989.0,-1.0,0,0,0
5932,4535,4533,1,Leiden University,121797337.0,-1,1974,10,7,0,1,0,0,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1974.0,-1.0,0,0,0
5999,897,4583,1,University of Cambridge,241749.0,-1,1981,9,5,0,1,0,0,337,1965.0,5.912280701754386,68324,1198.6666666666667,95,1.6666666666666667,1978.0,4,38,3,18.727272727272727,1188.5227272727273,1978.0,16.0,34,0,1
6010,4592,4394,1,Leiden University,121797337.0,-1,1975,1,1,0,-1,0,0,0,-1.0,0.0,0,0.0,0,0.0,1975.0,3,13,3,1.5,6.5,1975.0,-1.0,0,0,0
6018,4592,1216,1,Leiden University,121797337.0,-1,1974,24,13,0,1,0,0,0,-1.0,0.0,0,0.0,0,0.0,1975.0,3,13,3,1.5,6.5,1974.0,-1.0,0,0,0
7313,1847,5635,1,"University of California, Berkeley",95457486.0,-1,1954,6,4,3,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1989.0,1,0,3,1.0,0.0,1954.0,-1.0,0,0,0
7402,24297,3900,1,Columbia University,78577930.0,-1,1949,1,1,7,0,1,1,8,1943.0,0.2962962962962963,137,5.074074074074074,7,0.25925925925925924,1974.0,6,439,13,5.291666666666667,468.33333333333326,1949.0,6.0,0,0,1
7540,2505,211,1,"University of California, Berkeley",95457486.0,-1,1942,16,4,5,-1,1,1,126,1930.0,1.4651162790697674,3301,38.38372093023256,149,1.7325581395348837,1946.0,5,687,19,2.9183673469387754,101.06122448979592,1942.0,12.0,13,0,1
7727,24297,615,1,Columbia University,78577930.0,-1,1949,54,7,7,1,1,1,432,1939.0,5.333333333333333,16728,206.51851851851848,495,6.111111111111112,1974.0,6,439,13,5.291666666666667,468.33333333333326,1949.0,10.0,34,0,1
8187,476,24297,3,Bell Laboratories,,1977,1978,39,12,0,1,0,0,254,1974.0,5.291666666666667,22480,468.33333333333326,219,4.5625,1971.0,19,2804,15,1.8636363636363635,135.9318181818182,1971.0,4.0,6,1,1
8472,6506,1249,1,Johns Hopkins University,145311948.0,-1,1924,8,4,3,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1939.0,1,1,2,1.0,1.0,1924.0,-1.0,0,0,0
9152,52793,6989,0,Georg-August-Universität Göttingen,74656192.0,-1,1905,7,1,0,0,1,0,0,-1.0,0.0,0,0.0,0,0.0,1910.0,1,1,2,0.14583333333333334,2.145833333333333,1905.0,-1.0,0,0,1
9916,24297,11711,2,California Institute of Technology,122411786.0,-1,1950,4,2,8,-1,1,1,114,1926.0,1.3902439024390243,1597,19.47560975609756,94,1.146341463414634,1974.0,6,439,13,5.291666666666667,468.33333333333326,1950.0,24.0,21,0,1
9961,4531,4533,1,Leiden University,121797337.0,-1,1971,10,5,1,1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1968.0,7,584,7,8.584905660377359,216.75471698113208,1968.0,-1.0,0,0,1
9965,4361,4513,1,Leiden University,121797337.0,-1,1968,11,7,5,1,1,1,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1968.0,-1.0,0,0,0
10098,1943,7661,1,University of Copenhagen,124055696.0,-1,1911,1,1,34,0,1,1,41,1997.0,2.5625,883,55.1875,70,4.375,1909.0,8,821,1,1.8333333333333333,109.37962962962965,1909.0,-86.0,0,0,1
10713,3683,1216,1,Leiden University,121797337.0,-1,1959,24,5,0,1,0,0,0,-1.0,0.0,0,0.0,0,0.0,1972.0,49,213,49,6.3265306122448965,46.46938775510204,1959.0,-1.0,0,0,1
10721,27594,24297,2,Bell Laboratories,,1977,1979,39,14,0,1,0,0,254,1974.0,5.291666666666667,22480,468.33333333333326,219,4.5625,1966.0,2,9,3,0.3333333333333333,1.5,1966.0,5.0,13,0,0
10897,1212,8200,1,Massachusetts Institute of Technology,63966007.0,-1,1955,1,1,5,0,1,1,43,1949.0,2.0476190476190474,3532,168.19047619047618,13,0.6190476190476191,1956.0,2,140,3,6.476190476190476,903.5714285714287,1955.0,6.0,27,2,1
11161,8393,1835,1,California Institute of Technology,122411786.0,-1,1987,13,4,0,1,0,0,230,1962.0,3.8333333333333335,27264,454.4,191,3.183333333333333,-1.0,0,0,0,0.0,0.0,1987.0,25.0,22,0,0
11541,4494,1216,1,Leiden University,121797337.0,-1,1971,24,19,0,1,0,0,0,-1.0,0.0,0,0.0,0,0.0,1972.0,1,7,1,6.6734693877551035,197.6938775510204,1971.0,-1.0,0,0,1
11678,8730,1059,1,Helmholtz Institute (Utrecht University - NL),,-1,1991,3,2,0,-1,0,0,521,1967.0,9.472727272727274,21129,384.1636363636364,218,3.963636363636364,1988.0,7,397,5,1.4285714285714286,63.57142857142857,1988.0,24.0,66,6,0
12020,8956,8957,1,"École Normale Supérieure, Paris",29607241.0,-1,1965,2,1,1,-1,1,1,3,1954.0,1.0,8,2.6666666666666665,3,1.0,-1.0,0,0,0,0.0,0.0,1965.0,11.0,0,0,0
12024,8960,8961,1,Utrecht University,193662353.0,-1,1988,4,2,5,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1987.0,19,3964,5,4.914285714285715,440.2,1987.0,-1.0,0,0,1
1570548,167155,13745,1,"University of California, Berkeley",95457486.0,-1,1984,64,10,1,1,1,1,623,1968.0,11.537037037037035,25234,467.2962962962963,828,15.333333333333336,-1.0,0,0,0,0.0,0.0,1984.0,16.0,63,0,0
12760,12960,24297,1,Yale University,32971472.0,-1,1988,39,20,0,1,0,0,254,1974.0,5.291666666666667,22480,468.33333333333326,219,4.5625,1984.0,8,335,15,2.838709677419355,70.7741935483871,1984.0,14.0,64,7,1
12791,766,49732,1,Delft University of Technology,98358874.0,-1,1960,4,1,5,0,1,1,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1960.0,-1.0,0,0,0
13194,101,24297,2,Yale  University,32971472.0,1979,1981,39,16,0,1,0,0,254,1974.0,5.291666666666667,22480,468.33333333333326,219,4.5625,1979.0,11,1104,17,5.488372093023256,383.37209302325584,1979.0,7.0,26,5,1
13570,1965,245,1,,,-1,1991,17,5,0,1,0,0,301,1938.0,3.583333333333333,23815,283.5119047619048,185,2.202380952380953,1989.0,6,1042,8,0.9642857142857144,107.78571428571428,1989.0,53.0,35,6,1
13621,17078,4177,1,Massachusetts Institute of Technology,63966007.0,-1,1970,6,4,1,1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1968.0,2,1,2,5.314814814814816,240.7962962962963,1968.0,-1.0,0,0,1
13991,10342,766,1,Delft University of Technology,98358874.0,-1,1985,5,2,0,-1,0,0,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1985.0,-1.0,0,0,0
14097,10402,10403,1,Queen Mary University of London,166337079.0,-1,1962,1,1,3,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1967.0,2,43,1,3.5777777777777784,211.02222222222218,1962.0,-1.0,0,0,1
14098,10404,10402,1,University of Nottingham,142263535.0,-1,1985,6,3,0,1,0,0,161,1967.0,3.5777777777777784,9496,211.02222222222218,139,3.088888888888889,1986.0,13,465,26,3.7714285714285714,140.6,1985.0,18.0,18,0,1
14099,10405,10402,1,University of Nottingham,142263535.0,-1,1988,6,3,0,-1,0,0,161,1967.0,3.5777777777777784,9496,211.02222222222218,139,3.088888888888889,1989.0,26,762,37,9.242424242424242,392.5757575757576,1988.0,21.0,33,3,1
14128,10431,10432,1,University of Cambridge,241749.0,-1,1935,3,2,6,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1935.0,-1.0,0,0,0
14129,737,10431,1,University of Cambridge,241749.0,-1,1948,7,5,0,1,1,0,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1948.0,-1.0,0,0,0
14130,10291,766,1,Delft University of Technology,98358874.0,-1,1981,5,3,8,1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1979.0,45,8172,34,11.813953488372093,2039.3953488372088,1979.0,-1.0,0,0,1
14135,10434,4139,1,Massachusetts Institute of Technology,63966007.0,-1,1951,6,5,0,1,0,0,28,1934.0,0.56,704,14.08,17,0.34,-1.0,0,0,0,0.0,0.0,1951.0,17.0,3,0,0
14229,10499,52643,2,Stanford University,97018004.0,1950,1951,8,7,4,1,1,1,56,1929.0,0.7088607594936709,9109,115.30379746835443,27,0.34177215189873417,1962.0,3,707,8,0.7307692307692307,27.538461538461537,1951.0,22.0,7,0,1
