CID,MenteeID,MentorID,MentorshipType,Institution,InstitutionMAGID,StartYear,StopYear,NumOfMenteesOfTheMentor,NumOfMenteesOfTheMentor10,NumOfMenteesOfTheMenteeIn20,BigOrSmall,Survival0,Survival1,TotalPubsOfMentor,YearOfTheFirstPubsOfMentorPubs,YearlyPubsOfMentor,TotalCitationOfMentor,YearlyCitationOfMentor,TotalCollaOfMentor,YearllyCollaOfMentor,YearOfTheFirstPubsOfMenteePubs,First5YearPubsOfMentee,First5YearCitationOfMentee,First5YearCollaOfMentee,YearlyPubsOfMentee,YearlyCitationOfMentee,BirthYearOfMentee,CareerAgeOfMentorInTraining,PubsOfMentorInTraning,CollaPubsOfWithMentor,TotalCitationOfMentee
113289,32667,33635,3,Vienna University,,1989,1990,2,1,1,0,1,1,674,1958.0,10.53125,84424,1319.125,969,15.140625,1991.0,8,2113,21,11.129032258064516,893.6451612903226,1990.0,32.0,70,4,27703
113290,32667,88443,2,Eberhard Karls Universität Tübingen,8087733.0,1986,1989,1,1,1,0,1,1,42,1964.0,0.9767441860465116,1759,40.906976744186046,62,1.441860465116279,1991.0,8,2113,21,11.129032258064516,893.6451612903226,1989.0,25.0,12,0,27703
113347,57376,88479,1,Utrecht University,193662353.0,-1,1990,3,1,5,0,1,1,67,1979.0,1.9142857142857144,6435,183.85714285714286,79,2.257142857142857,1982.0,1,82,5,27.475,3314.65,1982.0,11.0,45,2,132586
113348,57376,3995,1,Utrecht University,193662353.0,-1,1990,14,1,5,0,1,1,163,1972.0,4.075,15884,397.1,160,4.0,1982.0,1,82,5,27.475,3314.65,1982.0,18.0,32,0,132586
113361,88489,88487,1,University of Groningen,169381384.0,-1,1993,1,1,0,0,0,0,0,-1.0,0.0,0,0.0,0,0.0,1987.0,5,277,7,6.171428571428572,133.31428571428572,1987.0,-1.0,0,0,4666
113362,88489,88488,1,University of Groningen,169381384.0,-1,1993,1,1,0,0,0,0,0,-1.0,0.0,0,0.0,0,0.0,1987.0,5,277,7,6.171428571428572,133.31428571428572,1987.0,-1.0,0,0,4666
113416,88533,88532,1,Maastricht University,34352273.0,-1,1982,1,1,0,0,0,0,2,1987.0,1.0,66,33.0,4,2.0,1984.0,4,178,4,1.2666666666666666,103.23333333333333,1982.0,-5.0,0,0,3097
113417,88533,84452,1,Maastricht University,34352273.0,-1,1982,2,2,0,-1,0,0,0,-1.0,0.0,0,0.0,0,0.0,1984.0,4,178,4,1.2666666666666666,103.23333333333333,1982.0,-1.0,0,0,3097
113448,88560,50093,1,University of Groningen,169381384.0,-1,1986,7,2,0,-1,0,0,235,1966.0,5.0,22021,468.531914893617,261,5.553191489361702,-1.0,0,0,0,0.0,0.0,1986.0,20.0,31,0,0
113449,88560,88557,1,University of Groningen,169381384.0,-1,1986,2,2,0,-1,0,0,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1986.0,-1.0,0,0,0
113570,88644,75897,1,University of Groningen,169381384.0,-1,1980,4,2,1,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,2005.0,3,225,12,0.625,32.125,1980.0,-1.0,0,0,257
113708,88747,88648,1,Leiden University,121797337.0,-1,1986,2,1,0,0,0,0,0,-1.0,0.0,0,0.0,0,0.0,1982.0,3,44,3,12.675,1279.725,1982.0,-1.0,0,0,51189
113709,88747,88746,1,Leiden University,121797337.0,-1,1986,1,1,0,0,0,0,32,1982.0,1.391304347826087,2988,129.91304347826087,36,1.565217391304348,1982.0,3,44,3,12.675,1279.725,1982.0,4.0,5,0,51189
113726,88764,1351,1,Vrije Universiteit Amsterdam,865915315.0,-1,1986,7,3,0,-1,0,0,39,1985.0,1.625,3548,147.83333333333334,88,3.6666666666666665,1983.0,31,4298,83,7.743589743589744,823.1794871794872,1983.0,1.0,12,0,32104
113727,88766,88765,1,Vrije Universiteit Brussel,13469542.0,-1,1989,1,1,0,0,0,0,172,1982.0,4.3,4202,105.05,255,6.375,1950.0,1,0,1,3.8055555555555554,303.8888888888889,1950.0,7.0,33,0,21880
113730,88768,88767,1,Leiden University,121797337.0,-1,1992,3,1,0,0,0,0,0,-1.0,0.0,0,0.0,0,0.0,1991.0,4,132,13,3.2580645161290325,319.2903225806452,1991.0,-1.0,0,0,9898
113731,88768,10204,1,Leiden University,121797337.0,-1,1992,27,11,0,1,0,0,808,1967.0,14.690909090909091,79537,1446.1272727272728,1177,21.4,1991.0,4,132,13,3.2580645161290325,319.2903225806452,1991.0,25.0,107,1,9898
113737,88774,88772,1,Radboud University Nijmegen,145872427.0,-1,1983,1,1,2,0,1,1,0,-1.0,0.0,0,0.0,0,0.0,1985.0,12,814,22,5.8108108108108105,172.0,1983.0,-1.0,0,0,6364
113772,88797,88798,1,Erasmus University Rotterdam,913958620.0,-1,1989,1,1,1,0,1,1,103,1988.0,3.5517241379310347,10163,350.44827586206895,164,5.655172413793103,1987.0,6,195,30,17.257142857142856,1831.6857142857143,1987.0,1.0,7,0,64109
113776,88797,88801,1,Erasmus University Rotterdam,913958620.0,-1,1989,1,1,1,0,1,1,6,1984.0,0.46153846153846156,36,2.769230769230769,5,0.38461538461538464,1987.0,6,195,30,17.257142857142856,1831.6857142857143,1987.0,5.0,2,0,64109
113782,88805,88803,1,Radboud University Nijmegen,145872427.0,-1,1988,1,1,0,0,0,0,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1988.0,-1.0,0,0,0
113783,88805,88804,1,Radboud University Nijmegen,145872427.0,-1,1988,1,1,0,0,0,0,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1988.0,-1.0,0,0,0
113787,24009,89201,1,University of Amsterdam,887064364.0,-1,1977,1,1,1,0,1,1,0,-1.0,0.0,0,0.0,0,0.0,1989.0,3,428,2,3.5454545454545454,405.24242424242425,1977.0,-1.0,0,0,13373
113791,88812,25490,1,Erasmus University Rotterdam,913958620.0,-1,1977,7,1,5,0,1,1,2,1988.0,0.25,25,3.125,10,1.25,1987.0,7,1864,32,3.727272727272727,534.3636363636364,1977.0,-11.0,0,0,17634
113792,88812,88811,1,Erasmus University Rotterdam,913958620.0,-1,1977,3,1,5,0,1,1,1,1991.0,1.0,18,18.0,6,6.0,1987.0,7,1864,32,3.727272727272727,534.3636363636364,1977.0,-14.0,0,0,17634
113793,88813,88811,1,Erasmus University Rotterdam,913958620.0,-1,1987,3,2,1,-1,1,1,1,1991.0,1.0,18,18.0,6,6.0,1983.0,12,2348,15,22.58974358974359,1544.5641025641025,1983.0,-4.0,0,0,60238
113794,88813,88812,1,Erasmus University Rotterdam,913958620.0,-1,1987,5,5,1,1,1,1,123,1987.0,3.727272727272727,17634,534.3636363636364,210,6.363636363636363,1983.0,12,2348,15,22.58974358974359,1544.5641025641025,1983.0,0.0,3,0,60238
113796,88815,88812,1,Utrecht University,193662353.0,-1,1991,5,4,0,-1,0,0,123,1987.0,3.727272727272727,17634,534.3636363636364,210,6.363636363636363,1991.0,17,2060,21,13.0,1510.0,1991.0,4.0,7,1,46810
113797,88815,88813,1,Utrecht University,193662353.0,-1,1991,1,1,0,0,0,0,881,1983.0,22.58974358974359,60238,1544.5641025641025,890,22.82051282051282,1991.0,17,2060,21,13.0,1510.0,1991.0,8.0,32,4,46810
113817,88827,75813,1,Utrecht University,193662353.0,-1,1988,2,2,1,-1,1,1,103,1978.0,2.4523809523809526,8032,191.23809523809524,251,5.976190476190476,1987.0,13,840,40,6.645161290322581,443.7741935483871,1987.0,10.0,32,8,13757
113818,88827,64166,1,Utrecht University,193662353.0,-1,1988,6,2,1,-1,1,1,398,1970.0,10.205128205128204,25434,652.1538461538462,515,13.205128205128204,1987.0,13,840,40,6.645161290322581,443.7741935483871,1987.0,18.0,117,1,13757
113819,88828,64166,1,Utrecht University,193662353.0,-1,1982,6,2,1,-1,1,1,398,1970.0,10.205128205128204,25434,652.1538461538462,515,13.205128205128204,1994.0,3,189,8,0.6,49.9,1982.0,12.0,60,0,499
113820,88828,3995,1,Utrecht University,193662353.0,-1,1982,14,6,1,1,1,1,163,1972.0,4.075,15884,397.1,160,4.0,1994.0,3,189,8,0.6,49.9,1982.0,10.0,60,0,499
113830,88835,75897,1,University of Groningen,169381384.0,-1,1982,4,2,0,-1,0,0,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1982.0,-1.0,0,0,0
113831,88835,88834,1,University of Groningen,169381384.0,-1,1982,1,1,0,0,0,0,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1982.0,-1.0,0,0,0
113834,88838,88837,1,Utrecht University,193662353.0,-1,1987,1,1,0,0,0,0,0,-1.0,0.0,0,0.0,0,0.0,1994.0,4,122,15,7.928571428571429,548.5714285714286,1987.0,-1.0,0,0,15360
113835,88838,88839,1,Utrecht University,193662353.0,-1,1987,1,1,0,0,0,0,47,1983.0,1.205128205128205,2973,76.23076923076923,113,2.8974358974358974,1994.0,4,122,15,7.928571428571429,548.5714285714286,1987.0,4.0,3,0,15360
113845,36771,88845,1,Erasmus University Rotterdam,913958620.0,-1,1983,2,2,1,-1,1,1,113,1967.0,2.825,23734,593.35,212,5.3,1979.0,17,981,28,63.372093023255815,12381.558139534884,1979.0,16.0,21,6,532407
113846,12703,23863,1,Radboud University Nijmegen,145872427.0,-1,1991,5,4,4,-1,1,1,51,1979.0,1.275,2218,55.45,29,0.725,1988.0,9,1137,14,7.794117647058823,475.55882352941177,1988.0,12.0,23,0,16169
113848,12703,88846,1,Radboud University Nijmegen,145872427.0,-1,1991,2,1,4,0,1,1,97,1978.0,2.6216216216216215,9057,244.78378378378378,61,1.6486486486486487,1988.0,9,1137,14,7.794117647058823,475.55882352941177,1988.0,13.0,14,7,16169
113852,88850,88849,1,Radboud University Nijmegen,145872427.0,-1,1979,1,1,1,0,1,1,15,1977.0,0.7894736842105263,408,21.473684210526315,14,0.7368421052631579,1975.0,3,778,3,2.6666666666666665,228.88888888888889,1975.0,2.0,2,0,10300
113856,88853,88852,1,Utrecht University,193662353.0,-1,1980,1,1,2,0,1,1,0,-1.0,0.0,0,0.0,0,0.0,1984.0,1,162,1,6.457142857142857,1071.2571428571428,1980.0,-1.0,0,0,37494
113859,88857,88782,1,Vrije Universiteit Amsterdam,865915315.0,-1,1990,4,2,0,-1,0,0,49,1991.0,1.6333333333333333,11089,369.6333333333333,112,3.7333333333333334,-1.0,0,0,0,0.0,0.0,1990.0,-1.0,1,0,0
113860,88857,88858,1,Vrije Universiteit Amsterdam,865915315.0,-1,1990,1,1,0,0,0,0,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1990.0,-1.0,0,0,0
113876,88872,88763,1,Utrecht University,193662353.0,-1,1987,2,2,0,-1,0,0,56,1975.0,1.6470588235294117,1577,46.38235294117647,113,3.323529411764706,1986.0,3,18,6,1.7647058823529411,82.52941176470588,1986.0,12.0,29,1,2806
113877,88872,1271,1,Utrecht University,193662353.0,-1,1987,10,2,0,-1,0,0,96,1969.0,2.2857142857142856,11989,285.45238095238096,98,2.3333333333333335,1986.0,3,18,6,1.7647058823529411,82.52941176470588,1986.0,18.0,10,0,2806
113878,88872,88873,1,Utrecht University,193662353.0,-1,1987,1,1,0,0,0,0,11,1986.0,0.4782608695652174,1024,44.52173913043478,20,0.8695652173913043,1986.0,3,18,6,1.7647058823529411,82.52941176470588,1986.0,1.0,7,0,2806
113906,88904,88767,1,Leiden University,121797337.0,-1,1979,3,2,0,-1,0,0,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1979.0,-1.0,0,0,0
113907,88905,88812,1,Utrecht University,193662353.0,-1,1990,5,4,0,1,0,0,123,1987.0,3.727272727272727,17634,534.3636363636364,210,6.363636363636363,1989.0,4,66,7,9.878787878787879,759.3939393939394,1989.0,3.0,7,1,25060
113956,88943,88942,1,Erasmus University Rotterdam,913958620.0,-1,1982,1,1,1,0,1,1,0,-1.0,0.0,0,0.0,0,0.0,1992.0,1,10,1,1.0,10.0,1982.0,-1.0,0,0,10
113957,88944,88943,1,Utrecht University,193662353.0,-1,1988,1,1,0,0,0,0,1,1992.0,1.0,10,10.0,1,1.0,-1.0,0,0,0,0.0,0.0,1988.0,-4.0,0,0,0
113958,88944,88945,1,Vrije Universiteit Amsterdam,865915315.0,-1,1989,1,1,0,0,0,0,6,1992.0,0.2,12,0.4,1,0.03333333333333333,-1.0,0,0,0,0.0,0.0,1989.0,-3.0,0,0,0
113959,88944,88902,1,Vrije Universiteit Amsterdam,865915315.0,-1,1989,1,1,0,0,0,0,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1989.0,-1.0,0,0,0
113960,88944,88946,1,Utrecht University,193662353.0,1988,1989,1,1,0,0,0,0,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1989.0,-1.0,0,0,0
113961,88944,88947,1,Katholieke Universiteit Leuven,99464096.0,-1,1991,1,1,0,0,0,0,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1991.0,-1.0,0,0,0
113970,88955,88853,1,Utrecht University,193662353.0,-1,1991,3,2,1,-1,1,1,226,1984.0,6.457142857142857,37494,1071.2571428571428,358,10.228571428571428,1976.0,1,316,5,23.695652173913043,2279.8478260869565,1976.0,7.0,8,4,104873
113971,88955,51352,1,Utrecht University,193662353.0,-1,1991,4,3,1,-1,1,1,267,1974.0,5.5625,18799,391.6458333333333,321,6.6875,1976.0,1,316,5,23.695652173913043,2279.8478260869565,1976.0,17.0,43,2,104873
113972,88955,2445,1,Utrecht University,193662353.0,-1,1991,5,2,1,-1,1,1,60,1976.0,1.4634146341463414,7100,173.17073170731706,70,1.7073170731707317,1976.0,1,316,5,23.695652173913043,2279.8478260869565,1976.0,15.0,12,3,104873
113977,88961,88648,1,Leiden University,121797337.0,-1,1991,2,2,0,-1,0,0,0,-1.0,0.0,0,0.0,0,0.0,1992.0,4,150,15,1.7142857142857142,115.47619047619048,1991.0,-1.0,0,0,2425
114067,89025,89024,1,University of Amsterdam,887064364.0,-1,1984,1,1,0,0,1,0,0,-1.0,0.0,0,0.0,0,0.0,2017.0,5,48,19,1.25,12.0,1984.0,-1.0,0,0,48
114069,89027,88812,1,Erasmus University Rotterdam,913958620.0,-1,1984,5,3,1,-1,1,1,123,1987.0,3.727272727272727,17634,534.3636363636364,210,6.363636363636363,-1.0,0,0,0,0.0,0.0,1984.0,-3.0,0,0,0
114070,89027,88811,1,Erasmus University Rotterdam,913958620.0,-1,1984,3,2,1,-1,1,1,1,1991.0,1.0,18,18.0,6,6.0,-1.0,0,0,0,0.0,0.0,1984.0,-7.0,0,0,0
114073,1269,10077,1,University of Amsterdam,887064364.0,-1,1995,8,4,5,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1985.0,3,24,5,7.702702702702703,850.9459459459459,1985.0,-1.0,0,0,31485
114095,89042,89038,1,Utrecht University,193662353.0,-1,1991,4,2,1,-1,1,1,86,1979.0,2.4571428571428573,5350,152.85714285714286,121,3.4571428571428573,1989.0,13,1358,25,4.666666666666667,529.9090909090909,1989.0,12.0,28,4,17487
114126,89068,89067,1,University of Groningen,169381384.0,-1,1980,1,1,1,0,1,1,72,1968.0,1.6363636363636365,2264,51.45454545454545,69,1.5681818181818181,1981.0,15,655,30,7.945945945945946,573.918918918919,1980.0,12.0,14,1,21235
114127,89069,25490,1,University of Amsterdam,887064364.0,-1,1993,7,2,0,-1,0,0,2,1988.0,0.25,25,3.125,10,1.25,1988.0,25,1488,52,2.6774193548387095,183.03225806451613,1988.0,5.0,1,0,5674
114128,89069,87122,1,University of Amsterdam,887064364.0,-1,1993,1,1,0,0,0,0,647,1937.0,7.6117647058823525,77248,908.8,1616,19.011764705882353,1988.0,25,1488,52,2.6774193548387095,183.03225806451613,1988.0,56.0,137,6,5674
114130,89071,89070,1,Vrije Universiteit Amsterdam,865915315.0,-1,1978,1,1,1,0,1,1,0,-1.0,0.0,0,0.0,0,0.0,1982.0,5,912,9,3.55,589.375,1978.0,-1.0,0,0,23575
114131,89071,88782,2,"Valeriuskliniek, Amsterdam",,-1,1983,4,1,1,0,1,1,49,1991.0,1.6333333333333333,11089,369.6333333333333,112,3.7333333333333334,1982.0,5,912,9,3.55,589.375,1982.0,-8.0,0,0,23575
114160,89087,89049,1,University of Amsterdam,887064364.0,-1,1981,1,1,0,0,0,0,28,1960.0,1.4,2862,143.1,47,2.35,-1.0,0,0,0,0.0,0.0,1981.0,21.0,5,0,0
114175,11369,63252,1,Leiden University,121797337.0,-1,1978,2,1,2,0,1,1,92,1978.0,2.13953488372093,11461,266.5348837209302,107,2.488372093023256,1975.0,4,2199,6,3.760869565217391,968.1739130434783,1975.0,0.0,5,0,44536
114197,89108,89106,1,University of Groningen,169381384.0,-1,1977,3,2,1,-1,1,1,127,1968.0,3.0238095238095237,4295,102.26190476190476,257,6.119047619047619,1982.0,5,282,10,1.25,70.5,1977.0,9.0,10,0,282
114198,89109,89106,1,University of Groningen,169381384.0,-1,1987,3,1,1,0,1,1,127,1968.0,3.0238095238095237,4295,102.26190476190476,257,6.119047619047619,-1.0,0,0,0,0.0,0.0,1987.0,19.0,51,0,0
114199,89109,89107,1,University of Groningen,169381384.0,-1,1987,1,1,1,0,1,1,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1987.0,-1.0,0,0,0
114200,89109,89108,1,University of Groningen,169381384.0,-1,1987,1,1,1,0,1,1,5,1982.0,1.25,282,70.5,10,2.5,-1.0,0,0,0,0.0,0.0,1987.0,5.0,2,0,0
114211,22441,52450,1,"Pierre & Marie Curie University, Paris, France",,1994,1995,2,2,0,-1,1,0,22,1996.0,1.1,3659,182.95,86,4.3,1996.0,8,3327,29,2.423076923076923,463.38461538461536,1995.0,-1.0,4,2,12048
114218,89117,89116,1,Erasmus University Rotterdam,913958620.0,-1,1985,2,2,1,-1,1,1,5,1984.0,0.5,198,19.8,10,1.0,1985.0,19,3172,26,17.135135135135137,1579.918918918919,1985.0,1.0,3,0,58457
114219,89117,88845,1,Erasmus University Rotterdam,913958620.0,-1,1985,2,2,1,-1,1,1,113,1967.0,2.825,23734,593.35,212,5.3,1985.0,19,3172,26,17.135135135135137,1579.918918918919,1985.0,18.0,30,0,58457
114220,89118,89116,1,Erasmus University Rotterdam,913958620.0,-1,1985,2,2,1,-1,1,1,5,1984.0,0.5,198,19.8,10,1.0,1984.0,7,866,20,2.085714285714286,220.8,1984.0,1.0,3,0,7728
114221,89118,89119,1,Erasmus University Rotterdam,913958620.0,-1,1985,2,1,1,0,1,1,403,1962.0,7.60377358490566,66057,1246.3584905660377,444,8.377358490566039,1984.0,7,866,20,2.085714285714286,220.8,1984.0,23.0,105,4,7728
114222,89115,89117,1,Erasmus University Rotterdam,913958620.0,-1,1992,1,1,0,0,1,0,634,1985.0,17.135135135135137,58457,1579.918918918919,887,23.972972972972972,-1.0,0,0,0,0.0,0.0,1992.0,7.0,30,0,0
114223,89115,89118,1,Erasmus University Rotterdam,913958620.0,-1,1992,1,1,0,0,1,0,73,1984.0,2.085714285714286,7728,220.8,204,5.828571428571428,-1.0,0,0,0,0.0,0.0,1992.0,8.0,2,0,0
114226,89120,25490,1,University of Amsterdam,887064364.0,-1,1992,7,4,0,-1,0,0,2,1988.0,0.25,25,3.125,10,1.25,1986.0,13,413,30,1.2580645161290323,81.93548387096774,1986.0,4.0,0,0,2540
114227,89120,89113,1,University of Amsterdam,887064364.0,-1,1992,2,1,0,0,0,0,37,1978.0,1.5416666666666667,1616,67.33333333333333,128,5.333333333333333,1986.0,13,413,30,1.2580645161290323,81.93548387096774,1986.0,14.0,15,1,2540
114228,89120,89121,1,University of Amsterdam,887064364.0,-1,1992,1,1,0,0,0,0,66,1983.0,1.9411764705882353,8146,239.58823529411765,78,2.2941176470588234,1986.0,13,413,30,1.2580645161290323,81.93548387096774,1986.0,9.0,15,1,2540
114229,89121,88812,1,University of Amsterdam,887064364.0,-1,1986,5,4,1,1,1,1,123,1987.0,3.727272727272727,17634,534.3636363636364,210,6.363636363636363,1983.0,22,4518,39,1.9411764705882353,239.58823529411765,1983.0,-1.0,2,1,8146
114230,89121,25490,1,University of Amsterdam,887064364.0,-1,1986,7,4,1,1,1,1,2,1988.0,0.25,25,3.125,10,1.25,1983.0,22,4518,39,1.9411764705882353,239.58823529411765,1983.0,-2.0,1,1,8146
114244,89132,53741,1,University of Amsterdam,887064364.0,-1,1995,1,1,0,0,0,0,198,1971.0,5.076923076923077,13012,333.64102564102564,464,11.897435897435898,1992.0,7,937,28,6.8,895.1333333333333,1992.0,24.0,56,6,26854
114246,89132,89130,1,University of Amsterdam,887064364.0,-1,1995,1,1,0,0,0,0,0,-1.0,0.0,0,0.0,0,0.0,1992.0,7,937,28,6.8,895.1333333333333,1992.0,-1.0,0,0,26854
114251,89135,89134,1,University of Amsterdam,887064364.0,-1,1987,1,1,0,0,0,0,0,-1.0,0.0,0,0.0,0,0.0,1985.0,5,236,8,3.361111111111111,497.75,1985.0,-1.0,0,0,17919
114252,89135,25490,1,University of Amsterdam,887064364.0,-1,1987,7,4,0,1,0,0,2,1988.0,0.25,25,3.125,10,1.25,1985.0,5,236,8,3.361111111111111,497.75,1985.0,-1.0,1,0,17919
114263,21941,1351,1,Vrije Universiteit Amsterdam,865915315.0,-1,1992,7,4,1,-1,1,1,39,1985.0,1.625,3548,147.83333333333334,88,3.6666666666666665,1970.0,1,0,11,26.442307692307693,2769.0384615384614,1970.0,7.0,9,3,143990
114266,47856,1351,1,Vrije Universiteit Amsterdam,865915315.0,-1,1993,7,3,1,-1,1,1,39,1985.0,1.625,3548,147.83333333333334,88,3.6666666666666665,1991.0,21,6043,56,51.935483870967744,5646.612903225807,1991.0,8.0,12,0,175045
114269,38006,3995,1,Utrecht University,193662353.0,-1,1984,14,5,0,1,1,0,163,1972.0,4.075,15884,397.1,160,4.0,1982.0,9,744,8,10.275,1545.575,1982.0,12.0,64,0,61823
114270,47856,89144,1,Vrije Universiteit Amsterdam,865915315.0,-1,1993,2,2,1,-1,1,1,11,1988.0,1.5714285714285714,1052,150.28571428571428,30,4.285714285714286,1991.0,21,6043,56,51.935483870967744,5646.612903225807,1991.0,5.0,9,0,175045
114272,21941,89145,1,Vrije Universiteit Amsterdam,865915315.0,-1,1992,1,1,1,0,1,1,0,-1.0,0.0,0,0.0,0,0.0,1970.0,1,0,11,26.442307692307693,2769.0384615384614,1970.0,-1.0,0,0,143990
114275,17359,21778,1,University of Groningen,169381384.0,-1,1981,3,3,2,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1985.0,1,171,2,7.054054054054054,1118.8918918918919,1981.0,-1.0,0,0,41399
114285,89154,89153,1,Vrije Universiteit Amsterdam,865915315.0,-1,1987,1,1,1,0,1,1,177,1976.0,5.709677419354839,22699,732.2258064516129,351,11.32258064516129,1987.0,9,2405,31,3.3142857142857145,354.51428571428573,1987.0,11.0,29,1,12408
114286,89154,1351,1,Vrije Universiteit Amsterdam,865915315.0,-1,1987,7,4,1,1,1,1,39,1985.0,1.625,3548,147.83333333333334,88,3.6666666666666665,1987.0,9,2405,31,3.3142857142857145,354.51428571428573,1987.0,2.0,12,1,12408
114293,89155,89144,1,Vrije Universiteit Amsterdam,865915315.0,-1,1988,2,1,1,0,1,1,11,1988.0,1.5714285714285714,1052,150.28571428571428,30,4.285714285714286,1970.0,1,0,11,9.625,2279.0208333333335,1970.0,0.0,3,1,109393
114329,4865,4875,1,University of Michigan Medical School,,1980,1986,3,1,17,0,1,1,1,1981.0,1.0,417,417.0,7,7.0,1986.0,17,4433,25,4.916666666666667,927.8888888888889,1986.0,5.0,0,0,33404
114348,89192,24480,1,Scuola Normale Superiore,,-1,1976,18,2,0,-1,1,0,261,1965.0,4.578947368421052,38389,673.4912280701755,339,5.947368421052632,1980.0,10,788,10,1.5625,105.53125,1976.0,11.0,11,0,3377
114349,89192,85,2,Max-Planck-Institut für Psychiatrie,,1978,1984,45,3,1,-1,1,1,662,1969.0,12.49056603773585,127795,2411.2264150943397,747,14.09433962264151,1980.0,10,788,10,1.5625,105.53125,1980.0,15.0,34,1,3377
114361,1081,89194,1,Utrecht University,193662353.0,-1,1983,1,1,6,0,1,1,96,1984.0,3.4285714285714284,9087,324.5357142857143,99,3.5357142857142856,1983.0,12,2803,5,3.3157894736842106,259.5263157894737,1983.0,-1.0,3,0,9862
114386,33710,56467,1,"University of California, Davis",84218800.0,-1,1984,1,1,2,0,1,1,48,1972.0,0.9795918367346939,3258,66.48979591836735,54,1.1020408163265305,1982.0,11,951,11,3.825,319.95,1982.0,12.0,10,6,12798
114403,89257,10204,1,University of Amsterdam,887064364.0,-1,1989,27,8,1,1,1,1,808,1967.0,14.690909090909091,79537,1446.1272727272728,1177,21.4,1987.0,17,3153,26,9.142857142857142,850.5428571428571,1987.0,22.0,78,0,29769
115117,90513,35721,1,Children's Hospital of Boston,,-1,1976,28,15,0,1,0,0,7,1993.0,3.5,406,203.0,2,1.0,-1.0,0,0,0,0.0,0.0,1976.0,-17.0,0,0,0
115119,90515,35721,1,Children's Hospital of Boston,,-1,1977,28,14,0,1,0,0,7,1993.0,3.5,406,203.0,2,1.0,-1.0,0,0,0,0.0,0.0,1977.0,-16.0,0,0,0
115120,90516,35721,1,Children's Hospital of Boston,,-1,1978,28,13,0,1,0,0,7,1993.0,3.5,406,203.0,2,1.0,1968.0,8,154,7,2.0555555555555554,70.38888888888889,1968.0,-15.0,0,0,3801
115122,90518,35721,1,Children's Hospital of Boston,,-1,1980,28,10,0,1,0,0,7,1993.0,3.5,406,203.0,2,1.0,-1.0,0,0,0,0.0,0.0,1980.0,-13.0,0,0,0
115401,18588,11369,1,Vrije Universiteit Amsterdam,865915315.0,-1,1991,3,2,2,-1,1,1,173,1975.0,3.760869565217391,44536,968.1739130434783,266,5.782608695652174,1988.0,9,6290,8,7.176470588235294,745.9705882352941,1988.0,16.0,28,9,25363
115407,48733,90557,1,Vrije Universiteit Amsterdam,865915315.0,-1,1995,1,1,1,0,1,1,0,-1.0,0.0,0,0.0,0,0.0,1992.0,8,293,11,12.533333333333333,570.3666666666667,1992.0,-1.0,0,0,17111
115409,90558,10204,1,University of Amsterdam,887064364.0,-1,1992,27,11,0,1,0,0,808,1967.0,14.690909090909091,79537,1446.1272727272728,1177,21.4,1988.0,27,1722,74,5.352941176470588,644.1176470588235,1988.0,25.0,107,4,21900
115410,90558,89023,1,University of Amsterdam,887064364.0,-1,1992,1,1,0,0,0,0,3,2010.0,0.75,62,15.5,4,1.0,1988.0,27,1722,74,5.352941176470588,644.1176470588235,1988.0,-18.0,0,0,21900
115474,90571,10204,1,University of Amsterdam,887064364.0,-1,1980,27,1,2,0,1,1,808,1967.0,14.690909090909091,79537,1446.1272727272728,1177,21.4,-1.0,0,0,0,0.0,0.0,1980.0,13.0,48,0,0
115475,90571,3995,1,University of Amsterdam,887064364.0,-1,1980,14,8,2,1,1,1,163,1972.0,4.075,15884,397.1,160,4.0,-1.0,0,0,0,0.0,0.0,1980.0,8.0,55,0,0
115476,10246,90571,1,University of Amsterdam,887064364.0,-1,1985,3,1,7,0,1,1,0,-1.0,0.0,0,0.0,0,0.0,1981.0,1,569,3,2.3902439024390243,412.0487804878049,1981.0,-1.0,0,0,16894
115487,67519,25994,1,Princeton University,20089843.0,1982,1986,1,1,0,0,1,0,0,-1.0,0.0,0,0.0,0,0.0,1986.0,6,1139,7,3.0833333333333335,438.6666666666667,1986.0,-1.0,0,0,15792
