CID,MenteeID,MentorID,MentorshipType,Institution,InstitutionMAGID,StartYear,StopYear,NumOfMenteesOfTheMentor,NumOfMenteesOfTheMentor10,NumOfMenteesOfTheMenteeIn20,BigOrSmall,Survival0,Survival1,TotalPubsOfMentor,YearOfTheFirstPubsOfMentorPubs,YearlyPubsOfMentor,TotalCitationOfMentor,YearlyCitationOfMentor,TotalCollaOfMentor,YearllyCollaOfMentor,YearOfTheFirstPubsOfMenteePubs,First5YearPubsOfMentee,First5YearCitationOfMentee,First5YearCollaOfMentee,YearlyPubsOfMentee,YearlyCitationOfMentee,BirthYearOfMentee,CareerAgeOfMentorInTraining,PubsOfMentorInTraning,CollaPubsOfWithMentor,TotalCitationOfMentee
8669,6639,6421,1,University of Toronto,185261750.0,1983,1988,7,1,2,-1,1,1,197,1973.0,4.020408163265306,30568,623.8367346938776,353,7.204081632653061,1979.0,2,16,12,8.093023255813954,836.3255813953489,1979.0,15.0,28,6,35962
8683,6646,6647,1,"Indiana University, Bloomington",592451.0,1991,1995,14,1,4,-1,1,1,129,1982.0,3.225,21682,542.05,71,1.775,1992.0,10,4446,7,5.133333333333334,450.2,1992.0,13.0,17,6,13506
8793,6738,1027,1,"University of California, Berkeley",95457486.0,1984,1988,38,7,7,1,1,1,349,1973.0,7.122448979591836,29581,603.6938775510204,255,5.204081632653061,1984.0,5,922,5,7.45945945945946,287.02702702702703,1984.0,15.0,13,4,10620
8810,6747,85,2,,,1975,1978,45,2,0,-1,1,0,662,1969.0,12.49056603773585,127795,2411.2264150943397,747,14.09433962264151,1975.0,6,546,2,1.288888888888889,39.111111111111114,1975.0,9.0,33,0,1760
8842,5122,6358,1,"University of Washington, Seattle",201448701.0,1983,1988,32,2,0,-1,0,0,547,1968.0,10.12962962962963,89974,1666.1851851851852,877,16.24074074074074,1985.0,7,170,13,2.388888888888889,120.05555555555556,1985.0,20.0,42,1,4322
8843,6767,558,1,Brown University,27804330.0,1990,1994,90,7,5,1,1,1,19,1980.0,0.4634146341463415,667,16.26829268292683,45,1.0975609756097562,1991.0,9,493,9,5.516129032258065,289.3225806451613,1991.0,14.0,1,0,8969
8844,6768,558,1,Brown University,27804330.0,1988,1992,90,3,4,-1,1,1,19,1980.0,0.4634146341463415,667,16.26829268292683,45,1.0975609756097562,1990.0,7,1588,7,8.375,778.03125,1990.0,12.0,1,0,24897
8846,558,4256,3,Max Planck Institute Tuebingen,,1980,1988,5,1,31,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1980.0,1,66,3,0.4634146341463415,16.26829268292683,1980.0,-1.0,0,0,667
8848,1658,4256,3,Max Planck Institute for Biological Cybernetics,,1972,1993,5,3,0,-1,1,0,0,-1.0,0.0,0,0.0,0,0.0,1967.0,4,247,4,1.542857142857143,122.8,1967.0,-1.0,0,0,4298
8938,320,1480,1,Massachusetts Institute of Technology,63966007.0,1987,1992,63,2,4,-1,1,1,442,1966.0,7.892857142857143,139671,2494.125,864,15.428571428571429,1993.0,2,382,5,4.0344827586206895,833.8275862068965,1992.0,26.0,77,1,24181
8982,6863,3080,2,"University of California, Los Angeles",161318765.0,1979,1980,40,1,36,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1981.0,18,2380,37,5.2439024390243905,397.8536585365854,1980.0,-1.0,0,0,16312
8983,6864,6863,2,"University of California, Los Angeles",161318765.0,1982,1985,46,7,0,1,1,0,215,1981.0,5.2439024390243905,16312,397.8536585365854,384,9.365853658536585,1985.0,15,1032,17,17.945945945945947,1353.5405405405406,1985.0,4.0,22,0,50081
8985,6864,3080,2,"University of California, Los Angeles",161318765.0,1982,1985,40,9,0,1,1,0,0,-1.0,0.0,0,0.0,0,0.0,1985.0,15,1032,17,17.945945945945947,1353.5405405405406,1985.0,-1.0,0,0,50081
9003,6879,6863,2,"University of California, Los Angeles",161318765.0,1983,1985,46,7,0,1,0,0,215,1981.0,5.2439024390243905,16312,397.8536585365854,384,9.365853658536585,1986.0,3,232,7,1.5,116.0,1985.0,4.0,22,0,232
9004,6879,3080,2,"University of California, Los Angeles",161318765.0,1983,1985,40,9,0,1,0,0,0,-1.0,0.0,0,0.0,0,0.0,1986.0,3,232,7,1.5,116.0,1985.0,-1.0,0,0,232
9005,6880,6863,2,"University of California, Los Angeles",161318765.0,1984,1986,46,9,0,1,0,0,215,1981.0,5.2439024390243905,16312,397.8536585365854,384,9.365853658536585,1988.0,1,14,3,1.0,14.0,1986.0,5.0,30,0,14
9006,6880,3080,2,"University of California, Los Angeles",161318765.0,1984,1986,40,10,0,1,0,0,0,-1.0,0.0,0,0.0,0,0.0,1988.0,1,14,3,1.0,14.0,1986.0,-1.0,0,0,14
9007,6881,6863,2,"University of California, Los Angeles",161318765.0,1985,1987,46,12,0,1,0,0,215,1981.0,5.2439024390243905,16312,397.8536585365854,384,9.365853658536585,1978.0,2,241,3,1.3863636363636365,110.54545454545455,1978.0,6.0,31,0,4864
9008,6881,3080,2,"University of California, Los Angeles",161318765.0,1985,1987,40,12,0,1,0,0,0,-1.0,0.0,0,0.0,0,0.0,1978.0,2,241,3,1.3863636363636365,110.54545454545455,1978.0,-1.0,0,0,4864
9009,6882,6863,2,"University of California, Los Angeles",161318765.0,1986,1988,46,13,10,1,1,1,215,1981.0,5.2439024390243905,16312,397.8536585365854,384,9.365853658536585,1988.0,16,2786,26,3.9411764705882355,527.6470588235294,1988.0,7.0,33,0,17940
9010,6882,3080,2,"University of California, Los Angeles",161318765.0,1986,1988,40,13,10,1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1988.0,16,2786,26,3.9411764705882355,527.6470588235294,1988.0,-1.0,0,0,17940
9011,6883,6863,2,"University of California, Los Angeles",161318765.0,1987,1989,46,15,0,1,0,0,215,1981.0,5.2439024390243905,16312,397.8536585365854,384,9.365853658536585,1980.0,1,26,4,1.0,26.0,1980.0,8.0,32,0,26
9012,6883,3080,2,"University of California, Los Angeles",161318765.0,1987,1989,40,14,0,1,0,0,0,-1.0,0.0,0,0.0,0,0.0,1980.0,1,26,4,1.0,26.0,1980.0,-1.0,0,0,26
9013,6884,6863,2,"University of California, Los Angeles",161318765.0,1987,1989,46,15,1,1,1,1,215,1981.0,5.2439024390243905,16312,397.8536585365854,384,9.365853658536585,1989.0,3,1219,7,0.8260869565217391,84.8695652173913,1989.0,8.0,32,0,1952
9014,6884,3080,2,"University of California, Los Angeles",161318765.0,1987,1989,40,14,1,1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1989.0,3,1219,7,0.8260869565217391,84.8695652173913,1989.0,-1.0,0,0,1952
9015,6885,6863,2,"University of California, Los Angeles",161318765.0,1988,1990,46,18,0,1,0,0,215,1981.0,5.2439024390243905,16312,397.8536585365854,384,9.365853658536585,-1.0,0,0,0,0.0,0.0,1990.0,9.0,33,0,0
9016,6885,3080,2,"University of California, Los Angeles",161318765.0,1988,1990,40,16,0,1,0,0,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1990.0,-1.0,0,0,0
9017,6884,6886,2,"University of California, Los Angeles",161318765.0,1987,1989,2,2,1,-1,1,1,2,2006.0,1.0,210,105.0,11,5.5,1989.0,3,1219,7,0.8260869565217391,84.8695652173913,1989.0,-17.0,0,0,1952
9018,6887,6863,2,"University of California, Los Angeles",161318765.0,1989,1990,46,18,0,1,0,0,215,1981.0,5.2439024390243905,16312,397.8536585365854,384,9.365853658536585,-1.0,0,0,0,0.0,0.0,1990.0,9.0,33,0,0
9019,6887,3080,2,"University of California, Los Angeles",161318765.0,1989,1990,40,16,0,1,0,0,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1990.0,-1.0,0,0,0
9020,6887,6886,2,"University of California, Los Angeles",161318765.0,1989,1990,2,2,0,-1,0,0,2,2006.0,1.0,210,105.0,11,5.5,-1.0,0,0,0,0.0,0.0,1990.0,-16.0,0,0,0
9021,6888,6863,2,"University of California, Los Angeles",161318765.0,1989,1991,46,17,0,1,0,0,215,1981.0,5.2439024390243905,16312,397.8536585365854,384,9.365853658536585,1988.0,1,20,3,1.0,20.0,1988.0,10.0,29,0,20
9022,6888,3080,2,"University of California, Los Angeles",161318765.0,1989,1991,40,15,0,1,0,0,0,-1.0,0.0,0,0.0,0,0.0,1988.0,1,20,3,1.0,20.0,1988.0,-1.0,0,0,20
9023,6889,6863,2,"University of California, Los Angeles",161318765.0,1990,1991,46,17,1,1,1,1,215,1981.0,5.2439024390243905,16312,397.8536585365854,384,9.365853658536585,1978.0,2,135,2,1.5909090909090908,57.29545454545455,1978.0,10.0,29,2,2521
9024,6890,6863,2,"University of California, Los Angeles",161318765.0,1990,1991,46,17,0,1,0,0,215,1981.0,5.2439024390243905,16312,397.8536585365854,384,9.365853658536585,-1.0,0,0,0,0.0,0.0,1991.0,10.0,29,0,0
9025,6890,3080,2,"University of California, Los Angeles",161318765.0,1990,1991,40,15,0,1,0,0,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1991.0,-1.0,0,0,0
9026,6891,6863,2,"University of California, Los Angeles",161318765.0,1991,1992,46,18,0,1,0,0,215,1981.0,5.2439024390243905,16312,397.8536585365854,384,9.365853658536585,1992.0,10,800,41,22.533333333333335,2601.3333333333335,1992.0,11.0,28,2,78040
9027,6892,6863,2,"University of California, Los Angeles",161318765.0,1991,1993,46,19,0,1,0,0,215,1981.0,5.2439024390243905,16312,397.8536585365854,384,9.365853658536585,-1.0,0,0,0,0.0,0.0,1993.0,12.0,32,0,0
9028,6892,3080,2,"University of California, Los Angeles",161318765.0,1991,1993,40,14,0,1,0,0,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1993.0,-1.0,0,0,0
9029,6893,6863,2,"University of California, Los Angeles",161318765.0,1992,1993,46,19,0,1,0,0,215,1981.0,5.2439024390243905,16312,397.8536585365854,384,9.365853658536585,1996.0,7,324,20,3.5384615384615383,263.6923076923077,1993.0,12.0,32,0,6856
9030,6894,6863,2,"University of California, Los Angeles",161318765.0,1992,1994,46,20,0,1,0,0,215,1981.0,5.2439024390243905,16312,397.8536585365854,384,9.365853658536585,-1.0,0,0,0,0.0,0.0,1994.0,13.0,30,0,0
9031,6894,3080,2,"University of California, Los Angeles",161318765.0,1992,1994,40,14,0,1,0,0,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1994.0,-1.0,0,0,0
9032,6894,6895,2,"University of California, Los Angeles",161318765.0,1992,1994,1,1,0,-1,0,0,51,1982.0,1.7,6200,206.66666666666666,95,3.1666666666666665,-1.0,0,0,0,0.0,0.0,1994.0,12.0,23,0,0
9033,6896,6863,2,"University of California, Los Angeles",161318765.0,1992,1994,46,20,0,1,0,0,215,1981.0,5.2439024390243905,16312,397.8536585365854,384,9.365853658536585,-1.0,0,0,0,0.0,0.0,1994.0,13.0,30,0,0
9034,6896,3080,2,"University of California, Los Angeles",161318765.0,1992,1994,40,14,0,1,0,0,0,-1.0,0.0,0,0.0,0,0.0,-1.0,0,0,0,0.0,0.0,1994.0,-1.0,0,0,0
9035,6897,6863,2,"University of California, Los Angeles",161318765.0,1993,1994,46,20,0,1,0,0,215,1981.0,5.2439024390243905,16312,397.8536585365854,384,9.365853658536585,2003.0,4,146,30,1.0909090909090908,41.36363636363637,1994.0,13.0,30,0,455
9036,6898,6863,2,"University of California, Los Angeles",161318765.0,1993,1995,46,19,0,1,0,0,215,1981.0,5.2439024390243905,16312,397.8536585365854,384,9.365853658536585,1996.0,5,118,12,0.6923076923076923,17.076923076923077,1995.0,14.0,36,0,222
9037,6898,3080,2,"University of California, Los Angeles",161318765.0,1993,1995,40,13,0,1,0,0,0,-1.0,0.0,0,0.0,0,0.0,1996.0,5,118,12,0.6923076923076923,17.076923076923077,1995.0,-1.0,0,0,222
9157,102,1673,3,Max Planck Institute Tuebingen,,1971,1981,11,2,17,-1,1,1,72,1959.0,2.25,7572,236.625,34,1.0625,1972.0,27,6679,9,13.14,2904.42,1972.0,22.0,14,6,145221
9163,6995,6996,1,Yale University,32971472.0,1970,1976,4,2,5,-1,1,1,104,1958.0,1.7627118644067796,10057,170.45762711864407,73,1.2372881355932204,1982.0,6,222,2,2.473684210526316,143.97368421052633,1976.0,18.0,14,0,5471
9164,6995,944,2,Stanford University,97018004.0,1976,1979,27,4,5,1,1,1,58,1961.0,1.0357142857142858,5593,99.875,74,1.3214285714285714,1982.0,6,222,2,2.473684210526316,143.97368421052633,1979.0,18.0,4,0,5471
9167,6995,6997,2,"University of California, Davis",84218800.0,1979,1981,23,9,9,1,1,1,68,1974.0,1.619047619047619,3776,89.9047619047619,61,1.4523809523809523,1982.0,6,222,2,2.473684210526316,143.97368421052633,1981.0,7.0,2,0,5471
9170,6999,6995,1,Georgia State University,181565077.0,1984,1989,14,2,0,-1,0,0,94,1982.0,2.473684210526316,5471,143.97368421052633,95,2.5,1988.0,6,725,10,1.15625,67.28125,1988.0,7.0,10,2,2153
9175,5313,6997,2,"University of California, Davis",84218800.0,1979,1981,23,9,3,1,1,1,68,1974.0,1.619047619047619,3776,89.9047619047619,61,1.4523809523809523,1971.0,5,148,1,0.6153846153846154,26.025641025641026,1971.0,7.0,2,0,1015
9184,7010,6995,2,,,1993,1995,14,4,0,1,0,0,94,1982.0,2.473684210526316,5471,143.97368421052633,95,2.5,-1.0,0,0,0,0.0,0.0,1995.0,13.0,8,0,0
9186,7012,6995,2,Georgia State University,181565077.0,1989,1991,14,3,0,-1,0,0,94,1982.0,2.473684210526316,5471,143.97368421052633,95,2.5,1968.0,4,68,6,0.9803921568627451,39.78431372549019,1968.0,9.0,9,2,2029
9203,7020,6997,1,"University of California, Davis",84218800.0,1975,1981,23,9,1,1,1,1,68,1974.0,1.619047619047619,3776,89.9047619047619,61,1.4523809523809523,1984.0,1,61,2,0.8648648648648649,58.67567567567568,1981.0,7.0,2,0,2171
9204,7021,6997,2,"University of California, Davis",84218800.0,1975,1978,23,9,2,1,1,1,68,1974.0,1.619047619047619,3776,89.9047619047619,61,1.4523809523809523,1985.0,7,420,11,1.2424242424242424,103.6969696969697,1978.0,4.0,3,0,3422
9205,7022,6997,2,"University of California, Davis",84218800.0,1977,1978,23,9,0,1,1,0,68,1974.0,1.619047619047619,3776,89.9047619047619,61,1.4523809523809523,1974.0,9,1715,6,1.2093023255813953,77.93023255813954,1974.0,4.0,3,0,3351
9206,7012,6997,2,"University of California, Davis",84218800.0,1983,1987,23,5,0,1,0,0,68,1974.0,1.619047619047619,3776,89.9047619047619,61,1.4523809523809523,1968.0,4,68,6,0.9803921568627451,39.78431372549019,1968.0,13.0,11,4,2029
9207,3490,6997,1,"University of California, Davis",84218800.0,1978,1982,23,9,0,1,0,0,68,1974.0,1.619047619047619,3776,89.9047619047619,61,1.4523809523809523,1990.0,1,2,4,0.6842105263157895,361.8421052631579,1982.0,8.0,2,0,6875
9208,253,6997,1,"University of California, Davis",84218800.0,1978,1980,23,9,0,1,1,0,68,1974.0,1.619047619047619,3776,89.9047619047619,61,1.4523809523809523,1991.0,1,278,3,0.7368421052631579,48.63157894736842,1980.0,6.0,2,0,924
9209,7023,6997,1,"University of California, Davis",84218800.0,1979,1981,23,9,0,1,0,0,68,1974.0,1.619047619047619,3776,89.9047619047619,61,1.4523809523809523,-1.0,0,0,0,0.0,0.0,1981.0,7.0,2,0,0
9210,7024,6997,1,"University of California, Davis",84218800.0,1981,1982,23,9,0,1,0,0,68,1974.0,1.619047619047619,3776,89.9047619047619,61,1.4523809523809523,-1.0,0,0,0,0.0,0.0,1982.0,8.0,2,0,0
9211,7025,6997,1,"University of California, Davis",84218800.0,1983,1990,23,6,0,1,0,0,68,1974.0,1.619047619047619,3776,89.9047619047619,61,1.4523809523809523,-1.0,0,0,0,0.0,0.0,1990.0,16.0,10,0,0
9212,7026,6997,1,"University of California, Davis",84218800.0,1987,1995,23,7,0,1,0,0,68,1974.0,1.619047619047619,3776,89.9047619047619,61,1.4523809523809523,1990.0,2,98,5,0.5,23.75,1990.0,21.0,11,2,190
9214,7028,6997,1,"University of California, Davis",84218800.0,1987,1989,23,6,0,1,0,0,68,1974.0,1.619047619047619,3776,89.9047619047619,61,1.4523809523809523,1993.0,5,262,6,0.5833333333333334,34.333333333333336,1989.0,15.0,14,0,412
9215,7029,6997,2,"University of California, Davis",84218800.0,1991,1992,23,8,0,1,0,0,68,1974.0,1.619047619047619,3776,89.9047619047619,61,1.4523809523809523,1994.0,4,60,5,0.8333333333333334,7.0,1992.0,18.0,11,0,168
9216,7030,6997,2,"University of California, Davis",84218800.0,1992,1993,23,7,0,1,0,0,68,1974.0,1.619047619047619,3776,89.9047619047619,61,1.4523809523809523,1992.0,1,20,2,1.0,20.0,1992.0,19.0,11,0,20
9217,7031,6997,2,"University of California, Davis",84218800.0,1991,1993,23,7,0,1,0,0,68,1974.0,1.619047619047619,3776,89.9047619047619,61,1.4523809523809523,-1.0,0,0,0,0.0,0.0,1993.0,19.0,11,0,0
9263,5002,7064,1,University of Konstanz,189712700.0,1982,1984,2,1,15,-1,1,1,463,1976.0,10.28888888888889,34616,769.2444444444444,472,10.488888888888889,1983.0,21,2676,17,7.564102564102564,879.4615384615385,1983.0,8.0,53,7,34299
9264,5002,7065,1,Heinrich Heine University Düsseldorf,,1979,1982,5,1,13,-1,1,1,437,1972.0,8.74,30659,613.18,527,10.54,1983.0,21,2676,17,7.564102564102564,879.4615384615385,1982.0,10.0,33,0,34299
9265,7066,5002,1,"Ohio State University, Columbus",52357470.0,1989,1993,23,2,3,-1,1,1,295,1983.0,7.564102564102564,34299,879.4615384615385,262,6.717948717948718,1990.0,14,1261,11,2.78125,300.6875,1990.0,10.0,35,13,9622
9267,7068,5002,1,"Ohio State University, Columbus",52357470.0,1991,1995,23,4,2,1,1,1,295,1983.0,7.564102564102564,34299,879.4615384615385,262,6.717948717948718,1997.0,8,1445,9,1.1,448.1,1995.0,12.0,47,0,4481
9318,7103,10341,1,"University of Illinois, Urbana-Champaign",157725225.0,1987,1994,7,1,43,-1,1,1,81,1975.0,1.7234042553191489,3982,84.72340425531915,182,3.872340425531915,1996.0,9,3530,15,2.423076923076923,447.3076923076923,1994.0,19.0,6,0,11630
9331,7116,7117,1,"University of Washington, Seattle",201448701.0,1988,1992,21,3,2,-1,1,1,214,1976.0,4.6521739130434785,33895,736.8478260869565,360,7.826086956521739,1991.0,11,1146,17,4.870967741935484,373.258064516129,1991.0,16.0,33,3,11571
9341,7121,1777,2,Stanford University,97018004.0,-1,1994,60,5,2,1,1,1,311,1968.0,5.7592592592592595,110196,2040.6666666666667,482,8.925925925925926,1995.0,8,984,6,1.0869565217391304,68.69565217391305,1994.0,26.0,47,0,1580
9342,7122,1207,1,"Washington University, Saint Louis",204465549.0,-1,1988,16,2,0,-1,0,0,485,1970.0,9.326923076923077,22465,432.0192307692308,97,1.8653846153846154,-1.0,0,0,0,0.0,0.0,1988.0,18.0,25,0,0
9346,1451,364,2,Rockefeller University,83399316.0,1984,1989,46,10,24,1,1,1,179,1955.0,2.8412698412698414,38894,617.3650793650794,107,1.6984126984126984,1969.0,1,2,1,2.69811320754717,281.75471698113205,1969.0,34.0,30,3,14933
9370,811,6423,1,Stanford University,97018004.0,1978,1983,14,2,11,-1,1,1,869,1968.0,16.09259259259259,107598,1992.5555555555557,1165,21.574074074074073,1980.0,9,1166,10,7.857142857142857,3604.8809523809523,1980.0,15.0,85,7,151405
9387,7152,3698,1,Stanford University,97018004.0,1985,1990,9,3,10,1,1,1,61,1958.0,0.9682539682539683,15857,251.6984126984127,33,0.5238095238095238,1985.0,3,140,4,2.6216216216216215,71.83783783783784,1985.0,32.0,17,1,2658
9388,7152,7153,2,NASA Ames Research Center,,1990,1992,1,1,10,-1,1,1,27,1984.0,1.8,752,50.13333333333333,11,0.7333333333333333,1985.0,3,140,4,2.6216216216216215,71.83783783783784,1985.0,8.0,9,0,2658
9409,28658,26798,1,Radboud University Nijmegen,145872427.0,-1,1983,1,1,0,-1,0,0,47,1982.0,1.3823529411764706,8859,260.55882352941177,173,5.088235294117647,1984.0,3,272,10,8.026315789473685,1056.421052631579,1983.0,1.0,1,0,40144
9442,7197,7198,1,Cornell University,205783295.0,-1,1985,11,1,5,-1,1,1,125,1976.0,2.717391304347826,21471,466.7608695652174,162,3.5217391304347827,1984.0,3,390,2,0.5,65.0,1984.0,9.0,13,2,390
9467,7153,7216,1,University of Virginia,51556381.0,-1,1983,11,1,1,-1,1,1,221,1978.0,5.0227272727272725,19997,454.47727272727275,150,3.409090909090909,1984.0,8,692,4,1.8,50.13333333333333,1983.0,5.0,24,4,752
9487,7232,386,1,University of Southern California,1174212.0,1989,1993,39,3,20,-1,1,1,260,1958.0,4.482758620689655,51926,895.2758620689655,327,5.637931034482759,1991.0,21,5293,22,6.0,1266.967741935484,1991.0,35.0,52,5,39276
9650,906,139,0,California Institute of Technology,122411786.0,1975,1976,12,2,7,-1,1,1,22,2001.0,2.2,3963,396.3,49,4.9,1977.0,4,300,11,2.022727272727273,148.36363636363637,1976.0,-25.0,0,0,6528
9653,7348,553,1,Johns Hopkins University School of Medicine,2799853436.0,1991,1993,22,3,0,-1,0,0,138,1938.0,1.6428571428571428,15761,187.63095238095238,126,1.5,1993.0,3,391,4,0.7037037037037037,91.81481481481481,1993.0,55.0,18,2,2479
9654,7349,906,1,Johns Hopkins University School of Medicine,2799853436.0,1992,1995,23,6,0,1,0,0,89,1977.0,2.022727272727273,6528,148.36363636363637,151,3.4318181818181817,-1.0,0,0,0,0.0,0.0,1995.0,18.0,12,0,0
9665,5612,7357,1,Ben Gurion University,,-1,1988,1,1,5,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1995.0,11,810,19,2.814814814814815,129.7037037037037,1988.0,-1.0,0,0,3502
9666,5612,2027,2,Rockefeller University,83399316.0,1988,1991,4,2,7,-1,1,1,67,1959.0,1.5952380952380953,8140,193.8095238095238,56,1.3333333333333333,1995.0,11,810,19,2.814814814814815,129.7037037037037,1991.0,32.0,15,0,3502
9746,4739,4582,1,Weizmann Institute of Science,53964585.0,1992,1994,11,2,19,-1,1,1,230,1976.0,5.0,39589,860.6304347826087,188,4.086956521739131,1996.0,11,2333,18,5.5,868.1153846153846,1994.0,18.0,23,1,22571
9773,7431,3570,1,,,1989,1991,10,4,1,1,1,1,222,1972.0,4.723404255319149,81092,1725.3617021276596,155,3.297872340425532,1990.0,4,290,10,1.5,202.3125,1990.0,19.0,48,1,6474
9774,7431,707,1,Universidade Federal do Rio de Janeiro,,1986,1989,6,3,1,1,1,1,101,1971.0,1.9803921568627452,10242,200.8235294117647,122,2.392156862745098,1990.0,4,290,10,1.5,202.3125,1989.0,18.0,8,1,6474
9780,7436,707,1,Universidade Federal do Rio de Janeiro,,1984,1989,6,3,1,1,1,1,101,1971.0,1.9803921568627452,10242,200.8235294117647,122,2.392156862745098,1988.0,4,538,5,0.9705882352941176,45.5,1988.0,18.0,8,2,1547
9874,2907,252,2,"University of California, San Diego",36258959.0,1975,1978,12,6,3,1,1,1,119,1968.0,2.38,13649,272.98,90,1.8,1972.0,3,284,3,1.2083333333333333,52.1875,1972.0,10.0,10,1,2505
9875,7491,2907,1,"University of California, Riverside",103635307.0,1978,1981,11,1,0,-1,1,0,58,1972.0,1.2083333333333333,2505,52.1875,65,1.3541666666666667,1983.0,8,356,6,0.9411764705882353,42.05882352941177,1981.0,9.0,6,2,1430
9878,2907,7494,2,CNRS-Marseille,,1975,1976,9,1,2,-1,1,1,124,1969.0,2.3846153846153846,8480,163.07692307692307,123,2.3653846153846154,1972.0,3,284,3,1.2083333333333333,52.1875,1972.0,7.0,5,1,2505
9886,7496,7499,1,Harvard University,136199984.0,1987,1991,2,1,5,-1,1,1,69,1971.0,1.6046511627906976,19627,456.4418604651163,62,1.441860465116279,1997.0,16,7552,20,1.1578947368421053,464.5263157894737,1991.0,20.0,12,0,8826
9897,7505,3438,2,"Children's Hospital, Harvard Medical School",,1991,1995,67,5,12,1,1,1,327,1974.0,6.8125,205710,4285.625,1075,22.395833333333332,1989.0,11,6437,11,3.78125,1086.25,1989.0,21.0,56,5,34760
9898,7505,446,1,Stanford University,97018004.0,1985,1991,41,3,12,-1,1,1,158,1977.0,3.511111111111111,52664,1170.3111111111111,179,3.977777777777778,1989.0,11,6437,11,3.78125,1086.25,1989.0,14.0,41,6,34760
9971,7567,364,2,Rockefeller University,83399316.0,1975,1977,46,14,1,1,1,1,179,1955.0,2.8412698412698414,38894,617.3650793650794,107,1.6984126984126984,1981.0,5,744,5,0.625,36.95,1977.0,22.0,13,0,1478
9977,7571,21,2,Cambridge University,,1975,1976,18,1,1,-1,1,1,153,1943.0,2.125,34963,485.59722222222223,80,1.1111111111111112,1969.0,11,1397,5,1.5294117647058822,83.23529411764706,1969.0,33.0,17,0,4245
9996,7483,2150,1,Albert-Ludwigs-University Freiburg,,1978,1981,2,2,3,-1,1,1,83,1970.0,1.9761904761904763,13539,322.35714285714283,41,0.9761904761904762,1969.0,1,66,2,7.339622641509434,471.8867924528302,1969.0,11.0,8,2,25010
9997,7483,7586,1,Albert-Ludwigs-University Freiburg,,1978,1981,2,1,3,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1969.0,1,66,2,7.339622641509434,471.8867924528302,1969.0,-1.0,0,0,25010
10007,7594,559,1,Brandeis University,6902469.0,1981,1986,41,1,2,-1,1,1,369,1974.0,7.6875,46320,965.0,358,7.458333333333333,1987.0,2,419,4,1.8285714285714285,98.42857142857143,1986.0,12.0,15,1,3445
10020,7609,2278,2,Salk Institute for Biological Studies,1307098950.0,1984,1990,25,7,1,1,1,1,334,1971.0,6.549019607843137,133282,2613.372549019608,318,6.235294117647059,1984.0,18,6144,11,1.8888888888888888,787.3611111111111,1984.0,19.0,65,9,28345
10029,7620,7619,1,Massachusetts Institute of Technology,63966007.0,1973,1977,6,2,0,-1,1,0,106,1967.0,2.0384615384615383,12941,248.8653846153846,88,1.6923076923076923,1978.0,11,1202,15,14.155555555555555,742.6222222222223,1977.0,10.0,11,3,33418
10040,7625,7624,1,"University of California, San Francisco",180670191.0,-1,1976,1,1,1,-1,1,1,33,1954.0,0.7857142857142857,1098,26.142857142857142,27,0.6428571428571429,-1.0,0,0,0,0.0,0.0,1976.0,22.0,3,0,0
10060,67,872,1,University of Utah,223532165.0,1982,1986,4,1,6,-1,1,1,51,1979.0,1.59375,10038,313.6875,46,1.4375,1983.0,10,1147,7,6.82051282051282,907.6923076923077,1983.0,7.0,17,10,35400
10065,7527,7644,1,University of Cambridge,241749.0,-1,1994,1,1,1,-1,1,1,75,1983.0,2.027027027027027,11799,318.8918918918919,61,1.6486486486486487,1989.0,1,2,2,6.757575757575758,387.6060606060606,1989.0,11.0,19,0,12791
10129,606,6371,1,Massachusetts Institute of Technology,63966007.0,-1,1985,9,1,13,-1,1,1,130,1949.0,1.8571428571428572,15375,219.64285714285714,113,1.6142857142857143,1980.0,5,438,9,8.595238095238095,638.6190476190476,1980.0,36.0,23,4,26822
10131,1638,134,2,Max Planck Institute,,1982,1984,31,2,5,-1,1,1,150,1962.0,4.545454545454546,15322,464.3030303030303,157,4.757575757575758,1982.0,5,650,20,5.9,1934.7,1982.0,22.0,30,3,77388
10132,1638,7675,2,"Scripps Research Institute, La Jolla",123431417.0,1988,1990,7,1,7,-1,1,1,732,1959.0,11.619047619047619,99508,1579.4920634920634,942,14.952380952380953,1982.0,5,650,20,5.9,1934.7,1982.0,31.0,126,4,77388
10136,7248,7678,2,,,1989,1991,1,1,1,-1,1,1,166,1988.0,5.03030303030303,10714,324.6666666666667,268,8.121212121212121,-1.0,0,0,0,0.0,0.0,1991.0,3.0,17,0,0
