CID,MenteeID,MentorID,MentorshipType,Institution,InstitutionMAGID,StartYear,StopYear,NumOfMenteesOfTheMentor,NumOfMenteesOfTheMentor10,NumOfMenteesOfTheMenteeIn20,BigOrSmall,Survival0,Survival1,TotalPubsOfMentor,YearOfTheFirstPubsOfMentorPubs,YearlyPubsOfMentor,TotalCitationOfMentor,YearlyCitationOfMentor,TotalCollaOfMentor,YearllyCollaOfMentor,YearOfTheFirstPubsOfMenteePubs,First5YearPubsOfMentee,First5YearCitationOfMentee,First5YearCollaOfMentee,YearlyPubsOfMentee,YearlyCitationOfMentee,BirthYearOfMentee,CareerAgeOfMentorInTraining,PubsOfMentorInTraning,CollaPubsOfWithMentor
1180,1060,1057,1,Utrecht University,193662353.0,1986,1990,10,5,1,1,1,1,36,1984.0,0.972972972972973,1290,34.864864864864856,46,1.2432432432432432,1989.0,9,451,7,1.9629629629629632,64.1111111111111,1989.0,6.0,0,0
1181,1061,1057,1,Utrecht University,193662353.0,1990,1994,10,6,30,1,1,1,36,1984.0,0.972972972972973,1290,34.864864864864856,46,1.2432432432432432,1993.0,33,2546,30,7.0,269.5862068965517,1993.0,10.0,9,5
1185,1065,1057,1,Utrecht University,193662353.0,1990,1994,10,6,0,1,0,0,36,1984.0,0.972972972972973,1290,34.864864864864856,46,1.2432432432432432,1996.0,1,6,2,1.0,6.0,1994.0,10.0,9,1
1190,1068,1057,1,Utrecht University,193662353.0,1990,1994,10,6,0,1,0,0,36,1984.0,0.972972972972973,1290,34.864864864864856,46,1.2432432432432432,1994.0,6,540,5,0.42857142857142855,28.095238095238088,1994.0,10.0,9,2
1197,1061,1074,0,Radboud University Nijmegen,145872427.0,1988,1990,7,3,26,1,1,1,10,1993.0,0.5555555555555556,140,7.777777777777778,9,0.5,1993.0,33,2546,30,7.0,269.5862068965517,1990.0,-3.0,0,0
1209,371,1082,0,Regensburg University,,1981,1985,2,1,5,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1988.0,5,715,4,14.411764705882351,568.0882352941177,1985.0,-1.0,0,0
1228,1074,26352,1,Radboud University Nijmegen,145872427.0,-1,1976,22,5,4,1,1,1,333,1961.0,5.55,50219,836.9833333333332,140,2.333333333333333,1993.0,6,92,6,0.5555555555555556,7.777777777777778,1976.0,15.0,42,0
1234,1081,1097,2,Erasmus University Rotterdam,913958620.0,1983,1985,3,1,6,-1,1,1,117,1972.0,2.3877551020408165,15721,320.83673469387764,81,1.6530612244897958,1983.0,12,2803,5,3.3157894736842106,259.5263157894737,1983.0,13.0,29,5
1250,1104,1105,1,Northwestern University,111979921.0,1987,1993,11,1,1,-1,1,1,71,1977.0,1.9189189189189189,20702,559.5135135135135,37,1.0,1991.0,4,1204,4,0.6551724137931034,73.0,1991.0,16.0,10,4
1252,1105,64,1,Harvard University,136199984.0,1974,1980,32,7,3,1,1,1,94,1958.0,1.5666666666666669,109612,1826.8666666666666,92,1.5333333333333334,1977.0,4,1686,3,1.9189189189189189,559.5135135135135,1977.0,22.0,15,0
1275,312,1124,1,"University of California, Irvine",204250578.0,-1,1977,12,1,6,-1,1,1,264,1949.0,3.7183098591549295,56166,791.0704225352112,101,1.4225352112676055,1974.0,5,208,5,7.979166666666668,1007.2291666666664,1974.0,28.0,30,1
1277,1126,93,1,"University of California, San Francisco",180670191.0,1985,1991,35,3,7,-1,1,1,204,1974.0,4.25,30692,639.4166666666666,177,3.6875,1989.0,7,1080,4,4.727272727272728,352.75757575757575,1989.0,17.0,20,4
1280,1131,236,1,University of Rochester,5388228.0,-1,1990,46,1,10,-1,1,1,1018,1986.0,28.277777777777786,287253,7979.25,705,19.58333333333333,1974.0,10,769,12,5.208333333333333,579.8333333333334,1974.0,4.0,24,8
1303,571,1137,0,Seoul National University,139264467.0,1988,1989,16,1,9,-1,1,1,34,1984.0,1.0,2232,65.64705882352939,34,1.0,1992.0,7,603,9,5.233333333333333,538.7,1989.0,5.0,7,0
1321,67,53,2,Massachusetts Institute of Technology,63966007.0,1986,1989,36,6,7,1,1,1,143,1963.0,2.4655172413793105,25729,443.6034482758622,64,1.1034482758620692,1983.0,10,1147,7,6.82051282051282,907.6923076923076,1983.0,26.0,20,0
1326,1153,76,1,Salk Institute for Biological Studies,1307098950.0,1988,1994,87,10,11,1,1,1,922,1969.0,17.39622641509434,198249,3740.5471698113206,1056,19.924528301886788,1966.0,1,2,3,2.5535714285714284,537.5714285714286,1966.0,25.0,127,9
1332,1155,1156,1,Stony Brook University,59553526.0,1990,1995,6,1,5,-1,1,1,91,1975.0,1.9782608695652173,9029,196.2826086956522,150,3.260869565217391,1993.0,13,3478,15,2.827586206896552,286.3793103448276,1993.0,20.0,18,8
1340,1163,1135,1,"University of California, San Diego",36258959.0,-1,1979,26,2,2,-1,1,1,153,1972.0,3.06,12152,243.04,128,2.56,-1.0,0,0,0,0.0,0.0,1979.0,7.0,18,0
1367,1177,588,1,New York University,57206974.0,-1,1992,45,1,3,-1,1,1,517,1974.0,10.770833333333336,158897,3310.354166666666,488,10.166666666666666,1986.0,6,3145,9,1.2777777777777777,383.13888888888886,1986.0,18.0,48,10
1379,750,1185,1,Brown University,27804330.0,-1,1984,2,2,20,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1977.0,3,537,24,7.1555555555555586,1873.733333333333,1977.0,-1.0,0,0
1380,284,1185,1,Brown University,27804330.0,-1,1984,2,2,4,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1983.0,5,966,10,1.3243243243243243,183.1891891891892,1983.0,-1.0,0,0
1399,1195,40,1,Stanford University,97018004.0,-1,1995,27,5,6,1,1,1,143,1980.0,3.4047619047619047,63945,1522.5,184,4.380952380952381,2005.0,10,3716,8,2.1875,348.5,1995.0,15.0,28,0
1400,280,417,1,Duke University,170897317.0,-1,1982,8,3,8,1,1,1,66,1963.0,2.129032258064516,9062,292.32258064516134,64,2.064516129032258,1979.0,15,2869,17,15.627906976744184,1098.2790697674418,1979.0,19.0,16,8
1414,1206,175,2,Yale University,32971472.0,1975,1976,46,5,8,1,1,1,262,1966.0,4.763636363636363,70269,1277.6181818181815,208,3.7818181818181817,1969.0,7,1458,4,4.547169811320755,1704.4150943396226,1969.0,10.0,16,2
1424,1211,1212,1,Cornell University,205783295.0,1984,1989,10,1,6,-1,1,1,408,1956.0,6.476190476190476,113631,1803.666666666667,469,7.444444444444445,1984.0,6,4693,14,5.8108108108108105,1801.783783783784,1984.0,33.0,42,9
1425,1209,1212,1,Cornell University,205783295.0,-1,1983,10,1,5,-1,1,1,408,1956.0,6.476190476190476,113631,1803.666666666667,469,7.444444444444445,1981.0,20,18868,19,5.024390243902438,1811.4146341463413,1981.0,27.0,43,9
1432,3686,1041,2,Stanford University,97018004.0,1976,1979,18,2,2,-1,1,1,102,1963.0,1.7894736842105263,31679,555.7719298245614,86,1.5087719298245614,1976.0,15,4638,10,4.266666666666667,1007.1111111111113,1976.0,16.0,12,8
1433,3686,185,2,University of Cambridge,241749.0,1979,1980,21,1,4,-1,1,1,40,1937.0,0.7142857142857143,60304,1076.857142857143,50,0.8928571428571429,1976.0,15,4638,10,4.266666666666667,1007.1111111111113,1976.0,43.0,3,1
1436,412,1041,2,Stanford University,97018004.0,-1,1991,18,2,22,-1,1,1,102,1963.0,1.7894736842105263,31679,555.7719298245614,86,1.5087719298245614,1985.0,8,1884,11,3.4054054054054053,893.7837837837837,1985.0,28.0,20,2
1438,412,1835,1,California Institute of Technology,122411786.0,-1,1987,6,3,22,1,1,1,230,1962.0,3.8333333333333335,54432,907.2,191,3.183333333333333,1985.0,8,1884,11,3.4054054054054053,893.7837837837837,1985.0,25.0,22,4
1441,1221,1041,2,Stanford University,97018004.0,1978,1981,18,2,2,-1,1,1,102,1963.0,1.7894736842105263,31679,555.7719298245614,86,1.5087719298245614,1984.0,10,507,4,2.6486486486486487,306.1081081081081,1981.0,18.0,12,0
1455,1231,584,1,California Institute of Technology,122411786.0,-1,1980,32,1,15,-1,1,1,3,2011.0,0.2727272727272727,0,0.0,7,0.6363636363636364,1977.0,5,2646,2,4.2,848.0,1977.0,-31.0,0,0
1461,20,1231,1,Harvard Medical School,136199984.0,1985,1991,28,6,9,1,1,1,189,1977.0,4.2,38160,848.0,439,9.755555555555556,1985.0,6,652,8,1.6216216216216215,284.27027027027026,1985.0,14.0,22,7
1462,20982,280,1,Duke University,170897317.0,-1,1994,17,2,3,-1,1,1,672,1979.0,15.627906976744184,47226,1098.2790697674418,1355,31.511627906976752,1998.0,12,2912,9,2.1666666666666665,225.9583333333333,1994.0,15.0,34,0
1468,94,273,1,Rockefeller University,83399316.0,-1,1988,22,2,12,-1,1,1,274,1969.0,5.169811320754717,37026,698.6037735849058,190,3.5849056603773586,1996.0,15,6781,17,3.6538461538461537,835.7692307692308,1988.0,19.0,26,0
1471,87,1237,1,University of Pennsylvania,79576946.0,-1,1984,5,1,1,-1,1,1,36,1963.0,0.631578947368421,6472,113.5438596491228,25,0.43859649122807015,1979.0,10,311,16,6.627906976744188,907.2558139534883,1979.0,21.0,4,1
1472,210,1238,1,"University of Michigan, Ann Arbor",27837315.0,1974,1979,5,1,10,-1,1,1,2,1958.0,0.4,284,56.8,2,0.4,1965.0,1,0,1,4.333333333333333,1188.122807017544,1965.0,21.0,0,0
1480,1245,1244,1,Massachusetts Institute of Technology,63966007.0,1975,1980,39,1,3,-1,1,1,356,1970.0,6.8461538461538485,86700,1667.3076923076926,635,12.211538461538465,1967.0,3,82,8,2.4,432.9090909090909,1967.0,10.0,21,5
1481,1245,1246,2,Brown University,27804330.0,1980,1983,1,1,4,-1,1,1,2,1964.0,0.5,793,198.25,2,0.5,1967.0,3,82,8,2.4,432.9090909090909,1967.0,19.0,0,0
1506,266,692,2,Massachusetts Institute of Technology,63966007.0,1991,1994,41,6,12,1,1,1,333,1976.0,7.239130434782607,46997,1021.6739130434784,436,9.478260869565217,1982.0,5,220,12,3.675,1226.025,1982.0,18.0,34,5
1507,1260,692,1,Massachusetts Institute of Technology,63966007.0,-1,1995,41,6,2,1,1,1,333,1976.0,7.239130434782607,46997,1021.6739130434784,436,9.478260869565217,1992.0,5,1180,9,0.8947368421052632,166.1578947368421,1992.0,19.0,39,5
1509,1261,692,1,Massachusetts Institute of Technology,63966007.0,-1,1991,41,5,7,1,1,1,333,1976.0,7.239130434782607,46997,1021.6739130434784,436,9.478260869565217,1987.0,10,2291,12,4.885714285714286,292.3142857142857,1987.0,15.0,28,8
1510,1262,104,1,Harvard University,136199984.0,-1,1987,15,1,1,-1,1,1,93,1975.0,2.3846153846153846,44990,1153.5897435897434,84,2.1538461538461537,1986.0,7,5335,8,1.6571428571428573,215.97142857142856,1986.0,12.0,12,2
1514,1263,252,1,"University of California, San Diego",36258959.0,-1,1990,12,2,14,-1,1,1,119,1968.0,2.38,13649,272.98,90,1.8,1989.0,8,1297,7,3.9696969696969697,1233.6060606060605,1989.0,22.0,13,4
1519,750,578,1,Brown University,27804330.0,-1,1984,16,4,20,1,1,1,72,1962.0,1.3090909090909093,8581,156.01818181818183,105,1.9090909090909087,1977.0,3,537,24,7.1555555555555586,1873.733333333333,1977.0,22.0,1,0
1528,284,659,1,Brown University,27804330.0,-1,1984,15,3,4,1,1,1,254,1953.0,3.681159420289855,38575,559.0579710144928,132,1.9130434782608696,1983.0,5,966,10,1.3243243243243243,183.1891891891892,1983.0,31.0,18,0
1538,1269,85,1,University of Amsterdam,887064364.0,-1,1995,45,11,5,1,1,1,662,1969.0,12.490566037735848,127795,2411.2264150943397,747,14.094339622641508,1985.0,3,24,5,7.702702702702703,850.9459459459459,1985.0,26.0,107,21
1540,1270,1271,1,University of Amsterdam,887064364.0,-1,1992,10,3,9,-1,1,1,96,1969.0,2.2857142857142856,11989,285.45238095238096,98,2.333333333333333,1992.0,7,3630,8,7.275862068965517,1040.0344827586207,1992.0,23.0,19,0
1547,219,179,1,Stanford University,97018004.0,-1,1989,22,2,7,-1,1,1,155,1974.0,3.297872340425532,24839,528.4893617021277,80,1.702127659574468,-1.0,0,0,0,0.0,0.0,1989.0,15.0,15,0
1551,1273,359,2,Yale University,32971472.0,-1,1984,71,5,32,1,1,1,823,1963.0,13.94915254237288,172332,2920.8813559322034,1830,31.01694915254237,1979.0,8,1327,14,10.069767441860462,2540.4651162790697,1979.0,21.0,34,3
1552,1274,1275,1,Stanford University,97018004.0,-1,1981,33,3,2,1,1,1,202,1958.0,3.543859649122807,53745,942.8947368421052,115,2.017543859649123,1982.0,9,6904,5,3.925,1141.2,1981.0,23.0,27,0
1559,1279,53,0,Massachusetts Institute of Technology,63966007.0,1990,1991,36,5,3,1,1,1,143,1963.0,2.4655172413793105,25729,443.6034482758622,64,1.1034482758620692,1993.0,3,118,8,2.103448275862069,148.24137931034485,1991.0,28.0,19,1
1574,1283,750,1,Brown University,27804330.0,1987,1992,50,3,2,-1,1,1,322,1977.0,7.1555555555555586,84318,1873.733333333333,483,10.733333333333333,1987.0,7,3581,11,2.4285714285714284,314.25714285714287,1987.0,15.0,28,6
1575,1283,1181,0,"University of California, Irvine",204250578.0,-1,1987,27,3,0,1,1,0,1661,1968.0,30.75925925925927,133033,2463.574074074074,748,13.851851851851851,1987.0,7,3581,11,2.4285714285714284,314.25714285714287,1987.0,19.0,85,2
1585,1293,90,2,California Institute of Technology,122411786.0,1987,1989,34,3,6,1,1,1,1,2003.0,1.0,0,0.0,2,2.0,1983.0,22,1175,31,4.666666666666667,234.1025641025641,1983.0,-14.0,0,0
1586,1293,214,3,RIKEN Brain Science Institute,2800939219.0,1989,1992,10,1,6,-1,1,1,129,1991.0,4.161290322580645,19747,637.0,134,4.32258064516129,1983.0,22,1175,31,4.666666666666667,234.1025641025641,1983.0,1.0,20,6
1604,1289,53,2,Massachusetts Institute of Technology,63966007.0,1988,1995,36,3,0,-1,0,0,143,1963.0,2.4655172413793105,25729,443.6034482758622,64,1.1034482758620692,1986.0,6,254,4,1.5,63.5,1986.0,32.0,19,0
1643,1331,1124,1,Harvard University,136199984.0,-1,1983,12,2,8,-1,1,1,264,1949.0,3.7183098591549295,56166,791.0704225352112,101,1.4225352112676055,1981.0,11,3082,13,6.0,1507.0731707317073,1981.0,34.0,15,0
1657,835,1340,1,"Washington University, Saint Louis",204465549.0,1974,1977,19,1,2,-1,1,1,432,1973.0,8.816326530612244,88025,1796.4285714285709,459,9.36734693877551,1981.0,18,4742,11,3.0,598.1707317073169,1977.0,4.0,28,0
1658,1341,965,1,University of Rochester,5388228.0,-1,1979,13,3,4,1,1,1,108,1969.0,2.347826086956522,10359,225.19565217391303,146,3.1739130434782608,1980.0,7,1678,8,2.71875,437.34375,1979.0,10.0,14,2
1659,837,1341,2,,,1989,1992,8,2,28,-1,1,1,87,1980.0,2.71875,13995,437.34375,83,2.59375,1985.0,29,392,43,9.216216216216218,1327.081081081081,1985.0,12.0,21,9
1687,873,1365,2,University of Pennsylvania,79576946.0,1983,1984,11,2,6,-1,1,1,96,1960.0,1.6842105263157894,19867,348.54385964912285,100,1.7543859649122806,1975.0,7,745,10,5.9787234042553195,738.4468085106382,1975.0,24.0,9,4
1703,1368,19,1,,,1990,1992,60,4,5,1,1,1,304,1978.0,6.909090909090909,66213,1504.840909090909,339,7.704545454545454,1990.0,10,3789,7,3.25,621.90625,1990.0,14.0,28,2
1714,896,1379,2,,,1976,1978,34,2,1,-1,1,1,458,1960.0,7.387096774193548,176269,2843.048387096774,390,6.290322580645161,1873.0,1,0,1,2.6778523489932886,281.63758389261744,1873.0,18.0,29,0
1717,1384,1074,1,Thales,,1987,1992,7,4,0,1,0,0,10,1993.0,0.5555555555555556,140,7.777777777777778,9,0.5,1991.0,3,290,4,1.5,145.0,1991.0,-1.0,3,0
1718,1385,1074,1,Radboud University Nijmegen,145872427.0,1987,1994,7,4,0,1,0,0,10,1993.0,0.5555555555555556,140,7.777777777777778,9,0.5,1997.0,1,0,3,1.0,0.0,1994.0,1.0,4,0
1790,1432,43,1,"University of California, Berkeley",95457486.0,-1,1986,27,5,2,1,1,1,157,1966.0,3.0192307692307687,23973,461.01923076923083,97,1.865384615384616,1987.0,5,578,5,1.0,116.3793103448276,1986.0,20.0,31,0
1792,1431,312,1,Stanford University,97018004.0,-1,1983,36,2,0,-1,0,0,383,1974.0,7.979166666666668,48347,1007.2291666666664,374,7.791666666666668,1986.0,7,701,7,2.7241379310344827,90.3103448275862,1983.0,9.0,17,0
1794,1434,312,1,Stanford University,97018004.0,-1,1989,36,2,16,-1,1,1,383,1974.0,7.979166666666668,48347,1007.2291666666664,374,7.791666666666668,1986.0,7,1461,9,7.25,1240.361111111111,1986.0,15.0,19,5
1795,1434,1163,2,University of Rochester,5388228.0,1990,1991,20,1,17,-1,1,1,0,-1.0,0.0,0,0.0,0,0.0,1986.0,7,1461,9,7.25,1240.361111111111,1986.0,-1.0,0,0
1798,1438,1002,1,Syracuse University,70983195.0,1986,1990,19,4,0,1,1,0,196,1981.0,4.780487804878049,41018,1000.439024390244,159,3.8780487804878048,1992.0,9,758,6,4.066666666666666,140.0,1990.0,9.0,22,1
1802,1439,398,1,"University of Michigan, Ann Arbor",27837315.0,-1,1984,29,4,0,1,1,0,244,1970.0,4.6923076923076925,81783,1572.75,334,6.4230769230769225,1974.0,3,2393,6,1.7916666666666667,208.22916666666663,1974.0,14.0,18,0
1809,312,1441,2,University of Pennsylvania,79576946.0,-1,1978,3,2,8,-1,1,1,311,1974.0,6.479166666666668,31155,649.0625,391,8.145833333333334,1974.0,5,208,5,7.979166666666668,1007.2291666666664,1974.0,4.0,16,2
1813,1445,1214,1,University of Pennsylvania,79576946.0,-1,1984,9,2,1,-1,1,1,90,1966.0,1.6071428571428572,18481,330.01785714285717,51,0.9107142857142856,1993.0,8,941,8,0.7241379310344828,56.58620689655172,1984.0,18.0,6,0
1814,1445,931,2,,,1985,1987,22,4,1,1,1,1,86,1964.0,1.6538461538461535,12503,240.4423076923077,117,2.25,1993.0,8,941,8,0.7241379310344828,56.58620689655172,1987.0,23.0,7,0
1858,927,1483,2,Stanford University,97018004.0,1985,1987,5,2,1,-1,1,1,187,1980.0,4.4523809523809526,23213,552.6904761904761,252,6.0,1979.0,10,597,21,2.142857142857143,390.07142857142856,1979.0,7.0,9,0
1859,1482,1483,1,Stanford University,97018004.0,-1,1991,5,3,0,-1,1,0,187,1980.0,4.4523809523809526,23213,552.6904761904761,252,6.0,2002.0,9,1568,24,1.15,108.55,1991.0,11.0,17,0
1860,1484,470,1,Baylor College of Medicine,181547552.0,1985,1991,47,5,13,1,1,1,225,1975.0,4.787234042553191,46430,987.8723404255321,298,6.340425531914892,1988.0,3,1322,9,3.7352941176470575,701.4411764705882,1988.0,16.0,32,2
1861,1484,135,2,Max Planck Institute,,1991,1995,60,5,13,1,1,1,309,1969.0,5.830188679245283,164163,3097.415094339623,368,6.943396226415095,1988.0,3,1322,9,3.7352941176470575,701.4411764705882,1988.0,26.0,71,3
1885,92,1433,1,Nagoya University,60134161.0,1978,1978,5,1,0,-1,1,0,208,1970.0,4.16,2956,59.12,198,3.96,1982.0,14,3732,10,3.2051282051282053,376.8205128205129,1978.0,8.0,0,0
1947,1562,1559,2,"Indiana University, Bloomington",592451.0,1992,1994,21,7,6,1,1,1,142,1980.0,4.176470588235294,10629,312.61764705882354,123,3.6176470588235294,1983.0,8,182,17,1.4736842105263157,152.18421052631578,1983.0,14.0,20,0
1953,1568,1559,1,"Indiana University, Bloomington",592451.0,1989,1993,21,6,14,1,1,1,142,1980.0,4.176470588235294,10629,312.61764705882354,123,3.6176470588235294,1991.0,9,620,9,5.548387096774193,371.64516129032256,1991.0,13.0,21,3
1956,1571,1559,1,"Indiana University, Bloomington",592451.0,1989,1994,21,7,0,1,0,0,142,1980.0,4.176470588235294,10629,312.61764705882354,123,3.6176470588235294,-1.0,0,0,0,0.0,0.0,1994.0,14.0,20,0
1957,1572,1559,1,"Indiana University, Bloomington",592451.0,1989,1994,21,7,3,1,1,1,142,1980.0,4.176470588235294,10629,312.61764705882354,123,3.6176470588235294,1992.0,4,290,12,0.7142857142857143,43.42857142857143,1992.0,14.0,20,4
1960,1575,1559,1,"Indiana University, Bloomington",592451.0,1988,1992,21,5,0,1,0,0,142,1980.0,4.176470588235294,10629,312.61764705882354,123,3.6176470588235294,1990.0,7,1012,8,1.1428571428571428,154.57142857142858,1990.0,12.0,25,6
1980,1586,1590,1,Virginia Commonwealth University,184840846.0,1991,1993,15,1,2,-1,1,1,206,1973.0,4.204081632653061,34516,704.4081632653061,182,3.7142857142857135,1999.0,6,1272,5,1.434782608695652,107.7391304347826,1993.0,20.0,17,0
2005,1602,578,1,Brown University,27804330.0,-1,1979,16,2,3,-1,1,1,72,1962.0,1.3090909090909093,8581,156.01818181818183,105,1.9090909090909087,1979.0,5,2075,7,4.837209302325581,1197.6046511627908,1979.0,17.0,1,1
2008,1483,875,1,,,-1,1976,11,2,3,-1,1,1,16,1985.0,0.9411764705882352,2156,126.82352941176471,20,1.1764705882352942,1980.0,2,582,5,4.4523809523809526,552.6904761904761,1976.0,-9.0,0,0
2022,1627,142,1,"University of California, Berkeley",95457486.0,-1,1978,15,1,1,-1,1,1,51,1962.0,0.9622641509433962,12950,244.33962264150944,36,0.6792452830188679,1980.0,8,5108,5,0.8387096774193549,332.54838709677415,1978.0,16.0,2,0
2041,337,1639,1,Rockefeller University,83399316.0,-1,1984,47,3,6,1,1,1,1241,1959.0,19.6984126984127,356591,5660.174603174603,1672,26.53968253968254,1982.0,34,20994,26,11.075,2775.225,1982.0,25.0,114,15
2068,530,273,1,Rockefeller University,83399316.0,1975,1979,22,4,8,1,1,1,274,1969.0,5.169811320754717,37026,698.6037735849058,190,3.5849056603773586,1977.0,19,3608,14,7.555555555555554,519.3333333333334,1977.0,10.0,32,13
2073,1648,90,1,California Institute of Technology,122411786.0,-1,1984,34,3,7,1,1,1,1,2003.0,1.0,0,0.0,2,2.0,1983.0,5,2037,6,2.8205128205128207,353.66666666666674,1983.0,-19.0,0,0
2088,1669,93,1,"University of California, San Francisco",180670191.0,-1,1987,35,2,4,-1,1,1,204,1974.0,4.25,30692,639.4166666666666,177,3.6875,1988.0,9,824,8,3.7058823529411766,138.8235294117647,1987.0,13.0,19,0
2090,1670,452,1,Johns Hopkins University,145311948.0,1992,1993,10,3,19,-1,1,1,147,1967.0,2.8269230769230766,32907,632.8269230769231,168,3.2307692307692317,1972.0,10,199,14,4.34,477.54,1972.0,26.0,36,3
2110,327,1687,2,California Institute of Technology,122411786.0,1974,1977,36,4,15,1,1,1,128,1947.0,1.93939393939394,42199,639.3787878787879,193,2.9242424242424243,1974.0,10,5877,11,10.1875,2754.1875,1974.0,30.0,7,1
2111,327,65,2,Harvard University,136199984.0,1977,1979,17,5,15,1,1,1,66,1941.0,0.8684210526315791,21884,287.9473684210526,37,0.4868421052631579,1974.0,10,5877,11,10.1875,2754.1875,1974.0,38.0,5,2
2119,1695,1697,2,Brandeis University,6902469.0,-1,1989,14,3,5,1,1,1,718,1974.0,14.958333333333336,53503,1114.6458333333333,1980,41.25,1986.0,19,7575,23,5.9444444444444455,2367.333333333333,1986.0,15.0,16,4
2128,1273,1705,1,Cornell University,205783295.0,-1,1982,3,2,30,-1,1,1,333,1940.0,4.324675324675325,49934,648.4935064935065,314,4.077922077922079,1979.0,8,1327,14,10.069767441860462,2540.4651162790697,1979.0,42.0,58,4
2129,1706,140,1,Johns Hopkins University,145311948.0,1981,1988,18,3,0,1,1,0,74,1973.0,1.574468085106383,12926,275.0212765957447,113,2.404255319148936,1986.0,1,2,5,1.0769230769230769,78.76923076923076,1986.0,15.0,4,1
2167,836,1726,1,The University of Tennessee,75027704.0,1991,1995,2,2,0,-1,0,0,20,1979.0,0.4651162790697674,2085,48.48837209302327,20,0.4651162790697674,1989.0,7,200,9,4.96969696969697,507.1212121212122,1989.0,16.0,5,1
