Mentor,PubsOfMentorInTraning,Mentee,CollaPubsOfWithMentor
20084,0,20082,0
20084,6,119748,0
20084,6,119749,0
20084,7,119750,0
20084,26,119751,0
20084,26,119752,7
20084,19,119753,0
20084,10,783428,2
20091,0,20090,0
20091,0,20092,0
20091,0,18029,0
20091,31,20093,2
20091,0,20094,0
20091,0,20095,0
20091,0,20097,0
20091,0,20101,0
20091,0,20102,0
20091,0,20103,0
20091,0,20104,0
20091,0,20939,0
20091,27,24724,0
20091,0,65044,0
20091,0,100126,0
20091,0,781323,0
2347,0,20106,0
2347,0,20107,0
2347,0,20108,0
2347,12,20110,0
2347,0,20109,0
2347,14,703408,0
2347,14,101071,6
2347,24,730076,0
2347,14,807225,0
20113,25,62475,3
20119,0,20118,0
20119,0,20120,0
20119,9,20121,3
20119,0,20122,0
20119,0,20123,0
20119,0,20141,0
20119,0,37652,0
20119,0,37653,0
20119,0,37654,0
20119,0,53484,0
20119,0,62942,0
20119,0,67266,0
20119,0,65568,0
20119,6,20124,0
20119,0,676771,0
20119,0,677300,0
20119,9,740026,0
20119,8,780308,0
20127,9,20536,5
20127,21,20663,11
20127,27,153855,0
20127,27,153856,0
20127,27,153857,0
20127,27,153858,0
20127,27,153859,0
20127,27,153860,0
20127,27,153861,0
20127,28,153862,0
20127,27,153863,0
20127,27,153864,0
20127,24,153865,0
20127,24,153866,0
20127,24,153867,0
20127,17,153868,0
20127,17,153869,0
20127,12,153870,0
20129,18,70603,1
20129,0,83078,0
20129,0,83100,0
20129,0,83101,0
20129,0,83166,0
20137,0,69996,0
20137,2,95588,0
20137,8,95589,0
20137,10,69965,5
20152,44,119758,0
20152,38,119759,0
20152,0,835372,0
5692,0,43489,0
20158,0,30069,0
20158,0,30071,0
20158,0,30073,0
20158,0,30074,0
20158,0,30075,0
20158,0,30076,0
20158,0,81821,0
20158,0,81822,0
20158,26,81894,0
20158,0,82187,0
20158,0,91207,0
20158,13,22348,4
20158,20,30070,0
20158,25,119762,0
20161,0,21452,0
20161,0,26341,0
20161,0,75023,0
20161,0,30318,0
20161,40,75410,7
20161,0,21222,0
20161,44,751755,0
20163,11,28997,0
20163,11,28998,0
20163,9,28994,0
20163,12,28995,0
20163,10,28996,3
20163,13,153879,0
32620,0,32622,0
32620,10,10512,0
32620,0,10594,0
32620,0,32621,0
32620,9,19873,2
32620,0,2290,0
32620,12,51531,0
2290,0,2289,0
2290,36,3186,3
2290,83,7069,3
2290,0,7066,0
2290,0,8270,0
2290,74,8451,0
2290,0,5750,0
2290,81,3096,1
2290,0,12563,0
2290,0,6524,0
2290,79,17726,1
2290,0,12059,0
2290,66,24160,0
2290,83,22073,6
2290,0,32329,0
2290,83,32339,0
2290,66,19437,0
2290,0,9295,0
2290,0,37450,0
2290,59,44640,0
2290,0,50228,0
2290,0,68623,0
2290,0,69618,0
2290,0,55262,0
2290,0,20790,0
2290,65,79358,3
2290,65,59077,0
2290,0,88817,0
2290,0,92391,0
2290,60,92395,7
2290,0,1983,0
2290,64,745481,0
2290,64,17945,4
2290,66,37398,0
2290,69,93807,0
2290,69,7322,3
2290,67,93809,0
2290,67,93808,0
2290,59,48995,6
2290,66,24633,9
2290,60,93810,0
2290,60,46925,0
2290,0,443198,0
2290,64,90772,0
2290,0,67441,0
2290,0,74100,0
2290,64,740780,3
2290,0,37168,0
2290,67,512297,0
2290,59,777858,9
2290,50,828057,2
20173,0,7883,0
7883,0,121925,0
7883,0,797234,0
7883,0,797235,0
20176,0,20175,0
20175,18,20174,2
20175,36,30153,0
20175,18,119768,0
20175,29,119769,0
20175,33,119770,0
20175,35,119771,0
20175,36,119772,0
20175,36,119773,0
20175,35,119774,0
20175,36,119775,0
20175,44,119776,0
20175,42,119777,0
20175,0,770568,0
14900,0,8907,0
14900,0,20177,0
14900,0,25326,0
14900,0,20180,0
14900,0,34163,0
14900,0,60645,0
14900,30,94056,5
14900,24,20179,0
14900,20,14901,0
14900,21,20178,0
14900,19,154319,0
14900,24,154320,0
14900,26,154321,0
10415,0,18476,0
10415,0,1612,0
10415,0,25778,0
10415,33,21508,0
10415,33,31000,1
10415,30,10414,3
10415,22,115888,2
10415,52,115889,0
10415,39,115890,0
20192,0,20198,0
20192,0,20199,0
20192,11,20200,0
20207,0,50478,0
20207,0,50477,0
20207,0,84456,0
20211,3,20204,1
20213,0,20204,0
20213,0,22978,0
20213,6,756371,0
20213,13,756372,0
20213,13,756373,0
20213,0,756918,0
20213,0,756919,0
20213,0,809252,0
3390,27,156371,0
3390,22,162373,3
3390,27,663465,5
20228,16,734474,13
2668,3,2667,0
2668,2,20247,0
19802,0,23029,0
19802,0,91912,0
20231,12,20230,3
20231,20,153880,0
20231,6,29092,0
11325,40,11324,0
11325,0,11313,0
20246,0,789694,0
18539,41,20253,7
18539,0,20254,0
18539,0,68327,0
18539,0,744453,0
7476,65,7475,8
7476,61,5516,0
7476,56,8635,0
7476,0,29002,0
7476,0,751424,0
5050,11,55362,0
5050,10,83303,0
5050,12,84249,0
5050,0,101515,0
5050,14,101516,0
5050,18,787505,3
20270,0,675443,0
20270,0,675444,0
19140,0,25306,0
19140,11,61218,3
19140,11,61219,2
19140,14,61224,0
19140,9,61227,0
19140,10,61220,0
19140,16,61223,0
19140,16,22801,0
19140,14,12125,0
19140,8,61225,0
19140,10,61226,2
18820,97,18819,0
18820,0,18824,0
18820,94,11996,3
18820,82,16568,0
18820,94,55675,2
18820,119,55696,9
18820,89,55697,0
18820,0,55698,0
18820,0,55707,0
18820,0,55708,0
18820,0,55709,0
18820,0,55710,0
18820,0,55712,0
18820,0,63970,0
18820,75,727512,0
18820,0,797441,0
20287,111,10435,0
20287,22,20331,0
20287,17,20332,0
20290,0,20296,0
20289,49,20287,7
20289,0,20328,0
20289,0,20329,0
20289,0,20310,0
20289,51,20330,0
20289,0,20501,0
20289,47,20293,0
20293,0,81338,0
20299,35,119791,0
20299,35,119792,0
20299,36,119793,0
20299,32,119794,0
20299,32,119795,0
7249,3,32007,1
20307,0,20306,0
20317,18,16833,0
20319,0,21563,0
20288,28,20287,6
20288,0,20290,0
20288,28,20299,0
20288,0,20315,0
20288,0,20317,0
20288,0,20318,0
20288,0,20319,0
20288,0,20321,0
20288,0,20323,0
20291,0,20289,0
20291,0,13068,0
20291,0,61611,0
20291,0,20623,0
20291,0,792585,0
20334,111,20333,15
20334,0,4220,0
20334,0,32082,0
20334,268,21646,0
20334,279,56318,0
20334,0,726655,0
20334,222,770358,2
20334,127,798756,3
20333,19,20340,0
20333,26,20341,4
20333,20,65145,4
20333,16,760658,3
20336,0,20337,0
20336,0,22960,0
20336,0,48466,0
20338,0,27328,0
20338,22,119832,0
20338,22,119833,0
20338,28,119834,0
20338,28,119835,0
20338,30,119836,0
20338,30,119837,0
20338,28,119838,0
20338,16,35693,3
20348,63,20347,10
20348,38,20351,13
20348,50,20352,0
20348,33,119846,0
3358,0,19006,0
3358,43,20357,7
3358,0,20358,0
3358,0,21320,0
3358,43,25601,0
3358,0,25602,0
3358,45,35296,0
3358,0,6492,0
3358,0,20082,0
3358,45,59424,0
3358,33,3357,0
3358,45,11571,0
3358,45,156324,0
3358,43,32634,4
20358,0,746732,0
20358,0,749573,0
20358,0,749574,0
20358,0,749575,0
79349,20,101316,0
8363,0,709,0
8363,0,4294,0
8363,9,104002,0
20372,0,30805,0
20373,0,20372,0
20373,0,804,0
20373,0,55722,0
20373,13,105193,4
20373,13,285453,0
20373,21,9850,2
20389,0,20390,0
20389,0,20571,0
20389,0,32626,0
20389,0,2235,0
20389,0,13362,0
19501,34,25183,3
19501,30,26137,3
19501,39,26138,4
19501,44,21335,0
19501,34,28756,0
19501,34,28757,1
19501,59,28759,0
19501,60,28763,0
19501,38,28811,0
19501,43,30171,0
19501,0,30172,0
19501,0,30173,0
19501,0,49644,0
19501,42,53982,0
19501,39,25891,1
19501,55,119455,0
20407,25,20409,0
20407,32,20410,0
20407,32,20411,0
20407,23,20412,5
20407,26,20413,2
20407,28,20414,0
20407,23,20415,0
20407,27,20419,9
20407,34,20420,0
20407,37,20421,0
20407,37,20423,0
20407,39,20424,0
20407,28,20425,0
20407,25,20426,8
20407,41,20428,0
20407,15,20436,0
20407,48,71460,0
20407,41,4797,0
20407,39,20432,0
20407,39,20433,0
20407,42,20434,0
20407,49,71016,0
20407,48,71017,0
20407,46,71019,0
20407,69,71018,0
20407,69,71020,21
20407,40,20429,0
12724,0,12723,0
12724,28,30960,7
12724,0,24881,0
12724,0,67234,0
12724,0,73482,0
12724,38,771709,0
16719,0,19703,0
16719,0,63499,0
16719,30,63929,0
16719,15,22551,0
16719,13,118453,0
16719,18,118454,0
16719,30,118455,0
20426,4,641040,0
20451,0,20449,0
20451,0,20288,0
20451,0,119878,0
20451,0,119879,0
2583,0,2582,0
2583,25,5780,3
2583,0,7723,0
2583,0,13309,0
2583,0,13310,0
2583,0,20310,0
2583,0,24482,0
2583,0,3385,0
2583,152,52097,4
2583,23,58436,7
2583,0,62697,0
2583,0,47176,0
20483,20,51973,0
20483,0,767668,0
20495,0,20498,0
20495,0,20862,0
20496,0,20495,0
20519,0,20517,0
20519,0,20525,0
20519,10,20432,0
20519,0,29490,0
20519,0,37126,0
20519,0,70182,0
20519,0,92540,0
20519,15,8209,0
20519,11,20523,0
20519,12,20524,0
20519,10,20521,0
20519,19,47752,0
20519,15,37125,0
20519,14,119888,0
20519,14,119889,0
20519,0,679050,0
20519,0,679074,0
20528,14,57170,5
20528,2,20516,0
20528,7,119892,0
20529,0,3171,0
20529,0,27263,0
20529,0,51976,0
20529,0,67355,0
20529,0,67356,0
20529,0,691081,0
20529,0,94310,0
20536,0,83356,0
20536,16,27111,0
20536,14,748699,0
20536,16,675306,0
20314,0,20541,0
20549,12,20546,4
12397,38,12396,4
12397,0,12398,0
12397,0,12399,0
12397,0,12400,0
12397,0,12401,0
12397,0,12402,0
12397,0,12403,0
12397,0,12404,0
12397,36,15868,1
12397,17,391,0
12397,0,16423,0
12397,33,20546,2
12397,12,66440,0
12397,0,72348,0
12397,45,804704,0
12397,0,717876,0
12397,0,29548,0
12397,34,817652,0
20559,33,20551,0
20559,0,20676,0
20559,0,20678,0
20559,0,20744,0
20559,0,55056,0
20561,0,84601,0
20567,0,104876,0
20567,35,776956,0
20568,0,47871,0
20568,0,47873,0
20568,0,47874,0
20568,1,74778,0
20568,0,464844,0
20568,0,100832,0
20569,22,678671,0
20569,23,678672,0
20569,22,678673,0
6599,1,6596,0
6599,0,2674,0
6599,38,47250,0
6599,39,157658,0
6599,24,157659,0
6599,37,751823,0
6599,38,751825,0
6599,36,751826,0
6599,39,751827,0
6599,41,751828,0
6599,38,751829,0
6599,29,751830,0
20572,17,803724,0
20573,0,5357,0
20573,0,2732,0
20573,57,299740,0
20573,0,59031,0
20573,57,729781,0
20573,57,274641,14
20584,35,20739,0
20584,35,25838,0
20584,34,29419,0
20584,33,57352,0
20584,33,57353,0
20584,37,70180,0
20584,38,71552,0
20584,37,75220,0
20584,44,82507,0
20584,48,58504,0
20584,44,676532,0
20584,48,809534,0
20584,60,809535,0
20584,53,809536,0
20586,36,59526,9
20586,33,65768,0
20586,39,650028,0
20586,33,580917,0
20590,23,6550,5
20590,23,71552,0
20590,28,221163,0
20590,26,730358,0
20590,20,730359,0
20590,23,730361,0
20590,25,730362,0
20590,26,31310,0
20590,27,730363,0
20591,8,32369,3
20591,9,29413,0
20591,9,119905,0
4345,0,4344,0
4345,13,7963,0
4345,18,7374,0
4345,16,7568,1
4345,16,20597,9
4345,14,20598,0
4345,14,8119,0
4345,0,32326,0
4345,16,51737,0
4345,0,51738,0
4345,0,87088,0
4345,14,88296,2
4345,15,20596,0
4345,16,9486,5
11321,0,2077,0
11321,0,8197,0
11321,36,32884,4
11321,39,10293,0
11321,42,11101,6
11321,36,116358,0
11321,34,116359,0
11321,36,116360,0
11321,36,116361,0
11321,39,116362,0
11321,37,116363,0
11321,37,116364,0
11321,34,116365,0
20582,0,20031,0
20582,28,4345,1
20582,19,4346,1
20582,16,11321,1
20582,0,23218,0
20582,35,17755,1
20582,35,126122,9
20582,0,17379,0
20599,0,22577,0
20599,27,62326,0
20599,30,71552,0
20599,30,91801,0
20599,10,79578,0
20599,12,64046,0
20599,13,91802,0
20599,26,91803,0
20599,26,91804,0
20599,31,91806,0
20599,0,98487,0
20599,22,836892,0
20599,22,836893,0
20599,28,836894,0
20600,0,18228,0
20600,0,654690,0
20605,36,119906,0
20605,36,135033,0
20607,17,496794,0
20607,0,13557,0
20607,0,769120,0
20607,13,797098,0
20607,22,806593,0
20613,0,1751,0
20613,0,22777,0
20613,0,28498,0
20613,15,31254,0
20613,18,10821,0
20613,26,119908,0
20613,18,119909,0
2624,0,2621,0
2624,41,16188,7
2624,53,37599,0
2624,0,66642,0
2624,60,75583,0
2624,0,81089,0
2624,43,755957,2
2624,0,772998,0
20622,22,82224,0
20622,0,676064,0
20622,0,725696,0
20622,0,685133,0
20622,0,807019,0
3070,58,3639,9
3070,35,17712,0
3070,0,20650,0
3070,0,20651,0
3070,65,20652,0
3070,35,21275,0
3070,60,33037,0
3070,0,34412,0
3070,0,56676,0
3070,0,15608,0
3070,0,66893,0
3070,65,101245,0
3070,76,101246,0
3070,0,7243,0
3070,0,60900,0
3070,50,781682,0
3070,0,828489,0
20656,0,56407,0
20660,51,17151,0
13379,16,69627,0
13379,0,790570,0
8291,12,8289,2
8291,25,11530,0
8291,0,11326,0
8291,40,19377,1
8291,20,32580,0
8291,0,13515,0
8291,29,157741,0
8291,8,717581,0
20681,14,20680,3
20681,6,24869,0
20681,12,31522,0
20681,15,119935,0
20681,14,119936,0
20681,9,119937,0
20681,3,119938,0
20681,13,119939,0
20681,0,782861,0
20682,0,20683,0
20682,3,119942,0
20682,2,119943,0
20682,4,119944,0
2863,0,20688,0
2863,21,37804,0
2863,25,76950,10
2863,25,464909,0
2863,25,154116,0
2863,23,750252,0
2863,0,801549,0
20693,38,48589,0
20693,42,48590,0
20693,42,48591,0
20693,42,48592,0
20693,0,48593,0
20693,0,48595,0
20693,0,48596,0
20693,0,48597,0
20693,0,48598,0
20693,0,48599,0
20693,50,48594,0
20693,43,792144,0
20693,46,792145,0
20693,48,792146,0
20693,53,792147,0
20693,53,792148,0
20693,59,792149,0
20693,59,792150,0
20693,59,792151,0
20693,54,792152,0
20693,54,792153,0
20693,0,831910,0
20691,0,792566,0
7444,0,46940,0
20726,21,20686,0
20726,0,20727,0
20726,12,832609,3
20730,3,154541,0
20736,0,23134,0
20736,0,8666,0
5275,19,5274,3
5275,28,33329,0
5275,49,70180,0
20749,61,119954,0
20749,61,119955,0
20749,71,119956,0
20749,70,119957,0
20749,78,119958,0
20749,89,119959,0
20749,89,119960,0
20750,0,20749,0
20750,78,119963,0
20750,78,119964,0
20750,86,119965,0
20750,86,119966,0
20750,86,119967,0
20750,77,119968,0
20750,77,119969,0
20750,60,119970,0
20750,60,119971,0
20750,60,119972,0
20750,54,119973,0
20750,54,119974,0
20750,53,119975,0
20750,45,119976,0
20750,45,119977,0
20750,42,119978,0
20751,0,20750,0
20751,30,32773,0
20751,57,65305,0
20751,62,71273,0
20751,73,71272,0
20751,38,119982,0
20751,46,119983,0
20751,49,119984,0
20751,57,119985,0
20751,57,119986,0
20751,57,119987,0
20751,78,119988,0
20751,56,119989,0
20751,31,187955,0
20751,0,379698,0
20751,0,788846,0
20751,0,829728,0
20753,13,22132,0
20753,13,22133,0
20753,13,22134,0
20753,13,22135,0
20753,16,20551,0
20753,0,47887,0
20753,0,47888,0
13040,8,20724,0
13040,0,56617,0
13040,13,56618,2
13040,0,75666,0
13040,13,83068,0
13040,12,84669,0
13040,12,93237,0
13040,31,109856,0
13040,29,31875,3
13040,22,56616,0
13040,29,343961,0
13040,29,343960,0
13040,22,75667,0
13040,22,685555,0
13040,29,109836,0
13040,0,771079,0
5701,14,3439,0
5701,0,1758,0
5701,0,8199,0
5701,0,15639,0
5701,0,2354,0
5701,0,20129,0
5701,0,24574,0
5701,0,50438,0
20734,0,5701,0
20734,0,1333,0
20734,0,670209,0
20734,1,526002,0
20760,0,50078,0
20760,6,81116,5
20760,12,50077,0
20761,23,779709,0
20772,14,20774,0
20772,0,20775,0
20772,0,20776,0
20772,0,20777,0
20773,11,20772,4
20773,18,20786,0
20773,29,84351,0
15855,63,15854,1
15855,57,18540,18
15855,74,61578,8
15855,68,17969,5
15855,74,693138,0
15855,74,22636,2
15855,74,693139,0
15855,74,21796,7
15855,75,693140,0
20793,8,23853,2
20793,9,33020,0
20793,11,37289,0
20793,0,57737,0
20793,0,56939,0
20793,0,58084,0
20793,0,66612,0
20793,0,71248,0
17052,12,1928,0
17052,0,35433,0
17052,0,35884,0
17052,11,71915,0
16211,0,752283,0
17758,9,56671,0
20395,3,19501,0
20395,15,24632,0
20395,3,25099,0
20395,6,29035,0
20395,10,47261,0
20395,18,37865,0
20395,19,55361,0
20395,14,119868,0
20395,15,119869,0
20395,18,119870,0
20395,19,119871,0
20395,9,759306,0
20395,0,619149,0
20803,44,789534,0
20804,70,20806,0
20804,0,20933,0
20804,0,62095,0
20804,100,119999,0
20804,114,120000,0
20804,117,120001,0
20804,0,789167,0
20804,0,809053,0
20805,9,20804,3
20742,0,5701,0
20742,0,24862,0
20742,0,29108,0
20742,0,57317,0
20742,0,801926,0
20742,0,464101,0
20742,0,526002,0
20811,14,36887,5
1998,29,3633,0
1998,0,2240,0
1998,0,17923,0
1998,22,20816,0
1998,22,71913,3
1998,31,155576,0
1998,31,155577,0
1998,26,1996,7
3848,25,71304,4
3848,0,792235,0
10722,0,10320,0
10722,0,3945,0
20819,34,95557,0
20819,20,95558,10
20819,0,100251,0
20819,37,100257,0
20819,34,101028,0
20819,0,101029,0
20819,20,95556,3
20819,36,100254,0
20819,34,101030,0
20819,0,101031,0
20819,0,101033,0
20819,33,101034,0
20819,37,101035,0
20819,37,101036,0
20819,34,101037,0
20819,34,101038,0
20819,34,32046,3
20819,27,101039,0
20819,25,101040,0
20819,20,101041,3
20819,17,101042,0
20819,16,101043,1
20819,10,101044,3
20819,10,101045,0
20819,21,101046,0
20819,34,101139,0
20819,0,100253,0
20820,52,20819,8
20820,0,54723,0
1663,3,1662,0
1663,8,47186,3
1663,8,47187,3
1663,8,10718,0
1663,0,47188,0
1663,0,47189,0
1663,0,47190,0
1663,0,47191,0
1663,3,47195,0
1663,3,51261,0
1663,3,47192,0
9462,5,20829,1
9462,22,20830,0
9462,14,20832,0
9462,15,20879,0
9462,5,21454,0
9462,19,21886,14
9462,22,34204,0
9462,7,35303,0
9462,5,21544,0
9462,22,53613,0
9462,19,60179,8
9462,19,60180,0
9462,19,64463,0
9462,15,64464,1
9462,7,64471,0
9462,14,61042,0
9462,17,71630,1
33542,64,33540,0
20827,26,9462,2
20827,26,21092,5
20827,24,21498,4
20827,21,5416,0
20827,0,69353,0
20827,0,740068,0
20827,0,778367,0
20824,13,9462,2
20824,0,21428,0
20824,0,21438,0
20824,16,103084,0
20833,11,20824,3
18648,23,18647,0
20825,18,9462,0
20825,22,18648,0
20825,24,21449,6
20825,27,21451,3
20825,27,48348,1
20825,0,66076,0
20845,0,58770,0
20845,0,798548,0
20845,61,800086,4
20846,0,30962,0
20846,51,84217,8
20846,0,738244,0
20846,0,755172,0
20846,0,738247,0
17225,0,7444,0
17225,11,17758,2
17225,17,25262,9
17225,20,30252,0
17225,0,46940,0
17225,0,21546,0
17225,0,58368,0
17225,0,17224,0
17225,0,676109,0
11824,20,11823,1
11824,0,21092,0
11824,28,22072,0
11824,21,60194,7
20859,0,20863,0
20859,0,5441,0
20859,21,20861,0
20859,27,154542,0
20859,19,154543,0
20859,23,154544,0
20859,0,625081,0
20859,0,725699,0
20862,0,20863,0
20862,20,55117,1
9483,0,9482,0
9483,0,20867,0
9483,0,20868,0
9483,0,30656,0
9483,0,75618,0
9483,0,758556,0
20870,6,10174,0
20870,15,173586,0
20870,0,738135,0
20836,12,20833,3
20885,7,20836,0
20885,5,21733,0
20885,6,21855,0
20885,6,21860,0
20885,0,21863,0
20893,0,75354,0
20893,0,768687,0
18147,0,28964,0
18147,39,79425,0
18147,0,715880,0
18147,34,750641,0
20908,17,20909,0
20908,0,20911,0
20908,0,20912,0
20908,18,32555,2
20908,19,20906,0
20915,0,54592,0
20915,0,12147,0
20916,0,29361,0
20916,28,33501,0
20916,0,58721,0
20916,51,33535,0
20916,0,65656,0
20916,21,120036,0
20916,48,120037,0
20916,46,120038,0
20916,46,120039,0
20916,0,734865,0
20916,0,758170,0
20916,0,8723,0
20916,51,791029,0
20916,0,798604,0
20916,0,798605,0
20916,0,798606,0
20916,0,798607,0
20916,0,798608,0
20916,0,798609,0
20916,51,92973,15
20916,51,770363,0
20917,30,20916,3
20917,0,21666,0
20917,0,12327,0
20917,0,23167,0
20917,21,6977,0
20917,18,120045,0
20917,15,120046,0
20937,7,27283,0
20938,17,723606,0
20938,0,788511,0
3320,17,3318,1
3320,0,20938,0
3320,0,20941,0
3320,0,21027,0
3320,0,25228,0
3320,0,26344,0
3320,0,35342,0
3320,11,23841,5
3320,36,768646,0
20943,18,20942,0
20943,18,17915,0
20943,14,27097,0
20943,18,49515,3
20943,0,57801,0
20943,0,25408,0
20943,21,63384,8
20943,0,84638,0
20943,0,749031,0
20943,0,793766,0
2257,0,2125,0
2257,0,2259,0
2257,0,1760,0
2257,0,893,0
2257,76,16067,0
2257,0,6353,0
2257,76,25083,1
2257,70,3432,3
2257,98,57141,10
2257,85,64605,18
2257,0,23994,0
2257,77,2258,8
2257,64,18652,0
2257,60,19844,9
2257,86,125754,0
2257,98,125755,0
2257,90,125756,0
2257,76,125757,0
2257,70,125758,0
2257,64,125759,0
2257,52,125760,2
2257,102,114499,0
2257,0,65517,0
17569,0,17567,0
17569,29,818760,0
20939,0,20938,0
20939,0,20957,0
20939,0,22260,0
20939,37,8430,8
20939,0,63325,0
20939,0,50712,0
20939,30,91504,0
20939,0,91505,0
20939,42,76271,0
20939,34,70932,9
20939,0,496682,0
20939,0,798091,0
20630,0,206043,0
20965,0,20953,0
20963,0,20953,0
20963,8,29746,0
20963,0,29780,0
20963,0,29786,0
20963,0,29788,0
20963,0,29789,0
20963,6,48101,0
20963,4,29766,0
20963,5,49458,1
20963,0,58880,0
20963,2,75187,0
20963,4,77332,0
20963,4,77381,0
20963,4,77382,0
20963,2,77383,0
20963,8,48023,0
20963,0,300193,0
20963,0,685876,0
20963,0,735810,0
20963,0,768182,0
20963,0,187954,0
20963,0,801108,0
20963,1,827975,0
20964,0,20953,0
20964,9,57948,0
20964,5,120066,0
20964,5,120067,0
20964,1,120068,0
20964,10,120069,0
20964,9,120070,0
20968,4,20633,0
20968,4,23657,0
20968,5,23737,0
20968,4,23738,0
20968,4,23739,0
20968,3,23740,0
20968,20,23741,0
20968,20,23742,0
20968,20,23680,0
20968,3,30426,0
20968,13,24035,0
20968,12,23570,0
20633,0,23791,0
20633,7,20953,5
20633,4,20631,0
20633,0,737669,0
20633,14,723628,0
20966,0,20965,0
20966,14,877,6
20966,14,23630,0
20966,17,23986,6
20966,0,31307,0
20966,19,56356,0
20966,18,120071,0
20966,18,120072,0
20966,18,120073,0
20966,25,131299,0
20966,29,735615,0
20966,13,749572,1
20966,16,83871,0
20966,27,55159,0
20966,24,819766,0
20966,24,827977,0
20966,0,835610,0
20843,0,20841,0
20843,0,20953,0
20843,0,23480,0
20843,22,25104,0
20843,40,28686,5
20843,56,74368,0
20843,0,82867,0
20843,26,57228,2
20843,0,767589,0
20843,0,781204,0
20843,65,820493,0
8725,87,29660,0
8725,0,37750,0
8725,167,44523,0
8725,87,57534,0
8725,187,776769,0
8725,0,529354,0
20974,13,8725,0
20826,11,20827,1
20826,0,2257,0
20826,0,10392,0
20826,17,2235,0
20828,35,20827,4
20828,0,11824,0
20828,57,32339,0
20828,0,20977,0
20828,58,120004,0
20828,0,757299,0
6019,15,21355,3
6019,42,9269,18
6019,15,30796,0
6019,37,56425,11
6019,0,65838,0
6019,0,104080,0
6019,33,592,0
6019,17,7161,0
6019,16,48669,0
6019,16,6018,3
6019,12,25196,0
6019,12,26381,3
6019,28,113582,0
6019,15,113583,0
12025,0,10787,0
12025,0,38018,0
12025,0,65009,0
12025,12,98789,0
12025,12,6857,3
12025,0,81305,0
12025,0,82251,0
12025,0,796496,0
11682,0,9601,0
11682,0,11683,0
11682,0,19552,0
11682,78,30301,0
11682,22,46976,1
11682,0,28626,0
11682,50,70298,0
11682,0,822059,0
11682,0,57150,0
20889,0,20888,0
20889,5,14032,4
20889,0,14143,0
20889,14,28740,4
20889,14,58592,1
20889,15,772811,2
20889,4,781820,0
20990,54,20989,0
20990,54,120095,0
20991,0,20992,0
20991,0,20993,0
20991,17,20994,2
20991,0,24334,0
8448,21,8381,0
8448,0,19568,0
8448,13,21433,0
8448,0,52488,0
8448,0,82415,0
8448,0,33905,0
8448,0,30887,0
8448,0,85358,0
8448,0,18825,0
8448,0,56849,0
8448,17,778730,0
8448,0,75394,0
8448,0,789825,0
8448,0,829266,0
20998,0,10177,0
20998,0,102808,0
15956,0,8448,0
15956,0,751646,0
7289,10,1467,3
7289,0,32756,0
7289,8,100032,2
16908,0,16907,0
16908,0,7289,0
16908,0,44765,0
16908,25,73083,4
16908,0,82874,0
16908,0,70077,0
16908,31,118556,0
16908,25,118557,0
16908,18,118558,0
16908,18,497952,0
5341,0,21009,0
5341,7,26507,0
5341,14,157387,0
5341,7,157388,0
5341,7,157389,0
5341,8,157390,0
5340,0,5339,0
5340,0,5341,0
5340,0,25857,0
5340,14,28216,2
5340,13,78781,4
5340,4,157385,0
5340,4,157386,0
21008,0,21009,0
21008,0,577285,0
21008,0,491246,0
21008,26,808155,2
9972,38,9970,0
9972,0,22137,0
9972,2,24591,0
9972,0,541535,0
9972,0,285357,0
21015,0,22176,0
21015,13,93614,0
21015,13,153881,0
21015,11,154545,0
21015,13,154546,0
21015,15,154547,0
21015,15,154548,0
21015,11,767176,0
1472,6,1473,0
1472,0,30870,0
21026,22,21025,2
21026,0,727687,0
21026,38,838717,0
21027,0,80254,0
21027,0,750850,0
21027,0,751575,0
21027,0,796843,0
21029,0,10512,0
21029,29,21125,0
21029,39,16562,0
21029,0,55265,0
21029,0,73537,0
21029,0,801549,0
21029,0,789318,0
11110,0,3150,0
11110,0,11316,0
11110,0,11314,0
11110,12,21029,0
11110,0,21082,0
11110,11,21086,0
11110,0,21134,0
11110,3,25890,0
11110,0,30475,0
11110,0,31604,0
11110,0,37337,0
11110,0,48627,0
11110,20,54983,0
11110,0,58703,0
11110,0,62179,0
11110,0,37318,0
11110,3,70481,0
11110,0,50981,0
11110,0,678410,0
11110,0,16563,0
5568,0,5567,0
5568,0,6009,0
5568,0,20031,0
5568,35,22928,0
5568,3,5969,0
5568,0,58733,0
5568,0,19071,0
5568,0,69617,0
5568,0,804,0
5568,0,271795,0
5568,33,799395,0
21034,23,11110,0
21034,0,5568,0
21034,0,59190,0
21034,37,799568,0
21034,29,825290,0
21038,0,63947,0
21038,17,73479,0
21038,50,64353,0
21060,0,21065,0
21060,0,21069,0
21060,0,633196,0
21060,0,602515,0
21060,0,686445,0
21065,0,633188,0
21047,0,21084,0
21047,19,49027,0
21047,8,757619,0
21086,0,21110,0
21086,0,21111,0
21086,0,21112,0
21086,0,21114,0
21086,0,21115,0
21086,0,21120,0
21086,0,21134,0
21086,0,21137,0
21086,1,21144,0
21086,0,21153,0
21086,0,21154,0
21086,0,21156,0
21082,0,30197,0
21082,0,34188,0
21082,0,34189,0
21082,53,34190,0
21082,0,34191,0
21082,53,50554,0
21082,13,678617,0
21082,24,678618,0
21082,67,785775,0
21092,0,21736,0
21092,24,64980,0
21092,38,815237,2
21093,0,21082,0
